date,MAX,MIN,R.F,EVP,DR,NRF,SSH,...SLP,..MSLP,..DBT,..WBT,..DPT,.RH,..VP,DD,FFF,AW,VV,Cl,A,Cm,A.1,Ch,A.2,Dl,Dm,Dh,TC,h,c,a,Ht
,,,,,,,,966.9,1000.8,30.2,26.8,25.4,76,324,27,12,6,96,0,0,3,3,1,2,0,9,9,5,9,3,2,60
,,,,,,,,966,1000.3,27.6,25.8,25,86,317,25,13,7,96,6,3,3,4,0,0,9,9,0,7,4,7,1,12
,,,,,,,,965.8,1000.2,26.8,24.2,23,80,281,27,6,6,96,5,2,3,4,0,0,9,9,0,6,5,6,2,20
,,,,,,,,966.1,1000.3,29,25.4,23.8,74,295,29,14,6,96,3,3,3,3,0,0,9,9,0,6,5,6,2,20
,,,,,,,,964.6,998.5,29.5,25,22.9,67,279,29,26,4,96,5,3,3,3,0,0,9,9,0,6,5,6,3,20
,,,,,,,,965.7,999.9,28.6,24.8,23.1,72,283,27,14,6,96,5,3,2,5,9,9,8,5,6,3,20,0,1.2,26.1
,,,,,,,,968.4,1002.8,26.4,25,24.4,89,305,23,4,6,95,5,3,2,5,9,9,8,4,6,3,18,4,1,24.8
,,,,,,,,967.7,1001.9,28.6,24.6,22.7,71,276,29,8,4,96,5,3,1,5,9,9,8,5,6,3,25,0,1.4,26.4
,,,,,,,,966.4,1000.3,31,25.2,22.5,61,273,27,10,6,96,0,0,0,0,1,2,0,0,9,2,9,0,2,75
,,,,,,,,967.9,1001.9,30.8,25.6,23.3,64,286,25,18,7,96,5,2,3,4,0,0,9,9,0,6,5,6,2,20
,,,,,,,,968.9,1002.9,30.6,25.4,23,64,281,27,14,3,96,0,0,0,0,1,3,0,0,9,3,9,0,3,75
,,,,,,,,968.9,1002.8,31.4,25,22,57,264,29,14,4,96,0,0,0,0,1,2,0,0,9,2,9,0,2,75
,,,,,,,,968.9,1002.9,30.4,24.4,21.5,59,256,29,12,5,96,5,1,3,4,0,0,9,9,0,5,5,6,1,20
,,,,,,,,967.9,1001.9,30.2,25,22.6,64,274,27,8,5,96,6,1,3,5,0,0,9,9,0,6,5,6,1,20
,,,,,,,,966.6,1000.4,31.4,25.8,23.3,62,286,29,10,4,96,0,0,0,0,1,2,0,0,9,2,9,0,2,75
,,,,,,,,963.7,997,35.2,25.2,20.3,42,238,9,8,14,95,9,5,3,2,0,0,9,9,0,7,5,6,2,20
,,,,,,,,962,994.5,42.4,25.8,17.2,23,222,32,14,11,96,8,3,0,0,0,0,9,0,0,3,5,6,2,20
,,,,,,,,962.4,995.1,40.2,25.4,17.7,27,226,32,16,16,96,1,2,0,0,1,1,9,0,9,3,5,8,2,25
,,,,,,,,962.5,995.1,41.6,23.6,12.4,18,173,29,20,12,96,1,2,0,0,1,2,9,0,9,4,5,8,2,25
,,,,,,,,962.3,995,40.2,24.6,16,24,206,23,36,14,96,5,3,3,3,0,0,9,9,0,6,5,6,3,20
,,,,,,,,961.1,993.8,40.6,26.2,19.1,29,245,32,12,6,96,8,3,3,2,0,0,9,9,0,5,5,6,2,20
,,,,,,,,964.2,997.3,37.6,27.4,23,43,281,29,12,12,96,1,1,0,0,0,0,9,0,0,1,5,8,1,25
,,,,,,,,963.9,996.7,40,27.2,21.4,35,255,32,14,11,96,3,3,0,0,0,0,9,0,0,3,5,6,1,20
,,,,,,,,965.1,998.4,35.6,27.2,23.6,50,291,27,14,12,95,3,4,3,2,0,0,9,9,0,6,5,6,2,20
,,,,,,,,964.9,999.4,34.6,23.8,23.4,37,223,16,8,10,96,9,3,2,4,0,0,9,9,0,7,5,6,3,20
,,,,,,,,967,1001.2,29,25,23.2,71,284,32,14,8,96,9,4,3,3,0,0,9,9,0,7,5,6,2,20
,,,,,,,,962.8,995.8,37.4,26.6,22,41,264,29,8,6,96,3,3,3,1,0,0,9,9,0,4,5,6,2,20
,,,,,,,,964.4,997.4,38.4,26.6,21.2,37,252,23,4,7,96,8,3,0,0,0,0,9,0,0,3,5,6,1,20
,,,,,,,,964.5,997.5,38.4,26.6,21.2,37,250,25,12,6,96,5,1,3,1,0,0,9,9,0,2,5,6,1,20
,,,,,,,,965,998.7,31.6,25.4,22.6,59,274,36,8,10,96,9,4,3,3,0,0,9,9,0,7,5,6,3,20
,,,,,,,,962.4,995.6,35.6,26,21.6,44,258,29,14,12,96,3,3,3,3,0,0,9,9,0,6,5,6,2,20
,,,,,,,,963.8,998.3,25,24.4,24.1,95,300,20,14,9,94,9,5,2,3,9,9,8,5,6,4,20,15.8,3.2,31.4
,,,,,,,,964,997.9,30,25.6,23.7,69,293,29,16,7,96,8,3,3,3,0,0,9,9,0,6,5,6,2,20
,,,,,,,,964.3,998.2,29.6,25,22.9,67,279,29,12,16,95,9,4,2,4,9,9,8,5,6,3,20,0,3,29.6
,,,,,,,,962.9,996.8,30.6,24.6,21.7,59,259,29,24,19,96,5,2,3,5,0,0,9,9,0,7,5,6,2,20
,,,,,,,,965.3,999.9,25,24.4,24.1,95,300,23,10,9,95,9,6,2,2,9,9,8,4,7,2,12,2.9,2.5,27.2
,,,,,,,,966.2,1000.4,28.4,26,25,82,317,20,4,4,96,5,4,2,4,9,9,8,4,6,4,15,0,2.6,26.8
,,,,,,,,964.6,998.3,31.8,25.6,22.8,59,277,20,14,8,96,8,3,3,3,0,0,9,9,0,6,5,6,3,20
,,,,,,,,963.3,996.5,36.2,25.2,19.8,38,231,25,18,10,96,8,4,3,1,0,0,9,9,0,5,5,6,2,20
,,,,,,,,964.9,998.6,31.6,27.4,25.7,71,330,32,8,9,95,8,4,3,3,0,0,9,9,0,7,5,6,2,18
,,,,,,,,964.5,997.7,36.4,25.4,20,39,234,29,14,11,96,8,3,3,1,0,0,9,9,0,4,5,6,2,20
,,,,,,,,965.1,998.3,36.6,25,19.1,36,221,27,12,11,96,8,4,0,0,0,0,9,0,0,4,5,6,2,20
,,,,,,,,965.5,999.3,32,25,21.7,55,259,36,10,9,94,3,5,3,2,0,0,9,9,0,7,5,6,2,20
,,,,,,,,964,997.4,34.2,26,22.3,50,269,36,8,8,96,8,3,3,2,0,0,9,9,0,5,5,6,2,20
,,,,,,,,963.3,997.1,30.4,25,22.5,63,273,34,22,8,96,9,3,7,4,0,0,9,9,0,7,5,6,3,20
,,,,,,,,964.5,998.7,27.6,25.2,24.1,81,300,27,6,5,96,5,2,2,5,0,0,9,9,0,7,5,6,2,25
,,,,,,,,964.8,999.2,25.6,24.4,23.9,90,297,23,4,4,96,5,2,3,4,0,0,9,9,0,6,5,6,2,20
,,,,,,,,963.6,998.3,23.2,22.4,22,93,264,18,16,4,95,9,4,2,4,9,9,8,3,7,3,8,7,0.7,25.1
,,,,,,,,963.3,997.6,26.6,25.2,24.6,89,309,25,12,5,96,5,4,2,4,9,9,8,4,6,4,15,0,1.2,26.6
,,,,,,,,965.4,999.7,28,25.8,24.9,83,315,27,14,4,96,5,3,2,4,0,0,9,9,0,7,5,6,3,20
,,,,,,,,965.6,1000.1,26,25.2,24.9,93,315,25,14,6,96,5,3,3,4,0,0,9,9,0,7,5,6,3,20
,,,,,,,,965,999.4,25.6,24.4,23.9,90,297,25,12,6,95,6,4,2,4,9,9,8,4,7,2,12,0,1,25.2
,,,,,,,,965,999.3,27.2,25.2,24.3,84,304,27,12,4,95,5,4,2,3,0,0,9,9,0,7,4,6,4,15
,,,,,,,,965,999.4,26,25,24.6,92,309,25,8,4,96,5,2,2,5,0,0,9,9,0,7,5,6,2,20
,,,,,,,,966.9,1001.4,26,25,24.6,92,309,23,10,6,96,7,3,3,3,0,0,9,9,0,6,4,7,1,10
,,,,,,,,969.6,1004.1,26.8,25,24.2,86,302,18,8,3,96,0,0,3,2,1,3,0,9,9,5,9,3,2,60
,,,,,,,,969.8,1004.2,28,25.4,24.3,80,304,20,6,2,96,5,3,3,3,0,0,9,9,0,6,5,6,3,20
,,,,,,,,969.6,1004.2,26,25,24.6,92,309,5,8,1,95,9,5,2,2,0,0,9,9,0,7,4,7,2,12
,,,,,,,,968.8,1003,28.4,25.6,24.4,79,305,27,12,4,96,5,1,3,5,0,0,9,9,0,6,5,6,1,20
,,,,,,,,967.9,1002.3,26.8,25.2,24.5,87,307,29,12,3,95,8,4,2,3,0,0,9,9,0,7,5,6,3,20
,,,,,,,,970.5,1005.3,24.6,24.4,24.3,98,304,0,0,3,95,7,5,2,3,9,9,8,4,7,2,12,38.5,0.9,25.5
,,,,,,,,970.7,1005.2,26.2,25.8,25.6,97,328,27,6,2,95,0,0,3,3,1,2,0,9,9,5,9,3,3,60
,,,,,,,,968.7,1003,28,26,25.2,85,321,25,10,4,96,5,2,3,4,0,0,9,9,0,6,5,6,2,20
,,,,,,,,967.8,1002.2,26.4,24.8,24.1,87,300,27,10,6,96,5,2,3,5,0,0,9,9,0,7,5,6,2,20
,,,,,,,,966.5,1000.8,27.4,25.4,24.5,84,307,29,12,5,96,5,3,7,4,0,0,9,9,0,7,4,6,3,15
,,,,,,,,965.5,999.8,27.4,25.4,24.5,84,307,29,12,3,95,5,4,3,3,0,0,9,9,0,7,5,6,4,20
,,,,,,,,964.8,999.3,24.2,24,23.9,98,297,27,10,6,95,7,5,2,3,9,9,8,4,7,2,10,9.5,0.8,25.4
,,,,,,,,964.3,998.8,24.6,24,23.7,95,293,0,0,6,95,7,5,2,3,9,9,8,4,7,3,10,39.8,0.8,24.8
,,,,,,,,965.3,999.8,25.4,24.2,23.7,90,293,27,6,5,95,5,4,2,4,9,9,8,4,6,4,15,0,1,24
,,,,,,,,967.3,1001.9,25.4,24.8,24.5,95,307,23,10,3,96,5,3,2,5,9,9,8,5,6,3,20,0.1,1,25.4
,,,,,,,,966.4,1000.9,25.4,25,24.8,97,313,25,6,3,95,7,5,2,3,9,9,8,4,7,2,10,2.4,1,25.4
,,,,,,,,964.3,999,23.8,23.4,23.2,96,284,27,10,5,94,9,6,2,2,9,9,8,4,7,4,10,23.5,0,26.2
,,,,,,,,964.4,998.9,24.2,23.8,23.6,96,291,27,14,4,95,5,5,2,3,9,9,8,4,6,5,15,0.7,1.1,24.6
,,,,,,,,966.1,1000.8,24,24,24,100,298,23,10,5,94,9,6,2,2,9,9,8,3,7,4,8,36.4,0.8,24.2
,,,,,,,,966.9,1001.6,24,24,24,100,298,25,6,4,94,7,6,2,2,9,9,8,4,7,3,10,3.9,0.8,24.2
,,,,,,,,967.3,1002.1,23.6,23.4,23.3,98,286,25,12,4,94,7,5,2,3,9,9,8,4,7,3,10,2.4,0.8,24
,,,,,,,,962.7,996.5,27,25,24.1,84,300,29,6,8,96,5,2,3,4,0,0,9,9,0,6,5,6,2,20
,,,,,,,,960,993.5,33,27,24.5,61,307,23,16,7,96,3,3,3,2,2,1,9,9,9,6,5,6,2,20
,,,,,,,,959.5,993.4,29,26.4,25.3,81,322,20,10,6,96,8,3,1,4,0,0,9,9,0,7,5,6,2,20
,,,,,,,,960.7,994.3,31.6,26.8,24.8,67,313,23,14,7,96,8,3,3,2,1,1,9,9,9,6,5,6,2,20
,,,,,,,,963,996.8,30.4,25.8,23.8,68,295,32,22,8,96,9,5,3,3,9,9,8,5,6,3,20,0,3.2,33.2
,,,,,,,,963.6,997.9,26.2,25.2,24.8,92,313,23,10,9,95,3,5,2,3,9,9,8,4,7,2,12,2.8,1,27.8
,,,,,,,,963.4,997.6,27.2,25,24,83,298,27,14,10,95,7,4,2,4,9,9,8,4,7,1,12,0.1,2.5,28.6
,,,,,,,,963.1,996.9,30.2,26.2,24.5,71,307,29,14,10,96,5,3,2,4,0,0,9,9,0,7,4,6,3,15
,,,,,,,,962.3,996.2,30,26,24.3,71,304,25,12,8,95,5,3,3,2,1,1,9,9,9,6,5,6,3,20
,,,,,,,,964.7,998.8,29,26.2,25,79,317,29,16,7,95,3,5,3,2,0,0,9,9,0,7,5,6,3,20
,,,,,,,,965.9,999.6,33,26.4,23.5,58,289,25,8,4,96,3,4,3,1,0,0,9,9,0,5,5,6,2,20
,,,,,,,,965.8,1000,28.6,25.4,24,76,298,32,12,7,96,9,4,2,3,0,0,9,9,0,7,5,6,3,20
,,,,,,,,965.8,999.7,31,25.8,23.5,65,289,27,18,7,95,9,4,3,2,0,0,9,9,0,6,5,6,2,20
,,,,,,,,964.3,998,32,26.6,24.3,64,304,25,12,9,96,3,5,3,2,0,0,9,9,0,7,5,6,3,20
,,,,,,,,966,1000.5,25.8,25,24.6,93,309,27,6,9,94,9,6,2,2,9,9,8,4,6,3,15,6.4,3.2,34.4
,,,,,,,,969,1002.4,24.2,23.8,23.6,96,291,20,4,4,95,9,5,2,3,9,9,8,4,7,3,10,19.8,3.2,27.8
,,,,,,,,966.5,1000.7,29,26.8,25.9,83,334,27,6,5,96,9,4,3,3,0,0,9,9,0,7,5,6,3,18
,,,,,,,,964.6,998.4,31,27.6,26.3,76,342,32,10,7,95,9,4,3,3,0,0,9,9,0,7,5,6,2,20
,,,,,,,,964.1,997.9,30.4,26.6,25,73,317,20,4,7,96,5,3,3,4,0,0,9,9,0,7,5,6,3,20
,,,,,,,,963.5,997.3,30.6,26.2,24.3,69,304,32,8,7,96,3,3,2,5,9,9,8,5,6,3,20,0,3,33.2
,,,,,,,,964.2,998.1,30,26.6,25.2,75,321,29,12,9,96,3,4,3,3,0,0,9,9,0,7,5,6,3,18
,,,,,,,,962,996.5,25,24.8,24.7,98,314,27,18,92,9,6,2,2,9,9,8,3,7,4,7,94.3,25,NA,NA
,,,,,,,,963.3,997.6,26.4,24.4,23.5,84,289,27,14,8,95,5,4,2,4,9,9,8,4,6,4,15,1.5,NA,NA
,,,,,,,,964.1,998.5,25.6,24.4,23.9,90,297,29,10,7,95,7,4,2,4,9,9,8,4,7,2,10,0.7,2.5,26.6
,,,,,,,,965,999.5,25.4,25,24.8,97,313,25,8,4,95,7,5,2,3,9,9,8,4,7,2,10,3.3,2.4,28.2
,,,,,,,,964.4,999.1,24,23.4,23.1,95,282,29,16,10,94,9,6,2,2,9,9,8,3,7,4,8,5,1.2,26.2
,,,,,,,,963.1,997.4,26.2,23.8,22.7,81,276,29,12,8,96,5,5,1,2,0,0,9,9,0,7,4,6,5,15
,,,,,,,,963.3,997.8,24.4,24,23.8,96,295,27,12,9,96,7,5,2,3,9,9,8,4,7,3,10,4.9,2,24.2
,,,,,,,,964.9,999.6,24,23.6,23.4,96,288,29,14,9,95,7,6,2,2,9,9,8,3,7,3,8,10.6,3.2,26.8
,,,,,,,,965.5,1000.2,23.4,23.2,23.1,98,283,27,12,7,95,7,6,2,2,9,9,8,3,7,4,8,19.6,1.4,24.2
,,,,,,,,965.7,1000.5,22.5,22.2,22.1,97,266,32,8,8,95,7,6,2,2,9,9,8,4,7,2,10,52.1,1.7,24.6
,,,,,,,,968.2,1003,23.8,23.4,23.2,96,284,27,10,5,95,7,5,2,3,9,9,8,4,7,2,10,17.7,0.9,23.8
,,,,,,,,969,1003.7,24.2,24,23.9,98,297,27,10,5,95,7,4,2,4,9,9,8,4,7,2,10,15,1.2,24.8
,,,,,,,,966.6,1001.1,25.4,24.2,23.9,92,297,29,12,4,96,5,3,3,4,0,0,9,9,0,7,5,6,3,20
,,,,,,,,965.8,1000.4,24.2,23.6,23.3,95,286,32,10,5,95,7,6,2,2,9,9,8,4,7,3,10,2.5,0.9,25
,,,,,,,,966.1,1000.8,23.8,23.8,23.8,100,295,18,8,5,94,7,6,2,2,9,9,8,3,7,3,8,7,0.8,24.6
,,,,,,,,965.4,1000,24.6,24.4,24.3,98,304,27,6,7,95,7,4,2,4,9,9,8,4,7,2,10,15.9,1.1,24.6
,,,,,,,,965.6,1000.2,24.8,24.4,24.2,96,302,23,10,7,95,7,6,2,2,9,9,8,4,7,3,10,4,0.8,24.8
,,,,,,,,968,1002.4,26.2,24.6,23.9,87,297,25,10,5,95,5,3,2,4,0,0,9,9,0,7,5,6,3,20
,,,,,,,,967.6,1001.9,27.2,25.4,24.6,86,309,27,8,3,96,5,2,3,4,0,0,9,9,0,6,5,6,2,20
,,,,,,,,966,1000.5,25.6,24.8,24.4,93,305,27,10,4,96,5,3,3,4,0,0,9,9,0,7,5,6,3,25
,,,,,,,,965.8,1000.3,25.2,24.6,24.3,95,304,25,10,4,95,7,5,2,2,0,0,9,9,0,7,4,7,3,10
,,,,,,,,967.5,1002.2,24.4,24,23.8,96,295,23,8,5,95,7,5,2,3,9,9,8,4,7,3,10,0.8,1.4,24.2
,,,,,,,,968.7,1003.4,25,24,23.5,92,289,23,12,3,96,5,3,3,3,0,0,9,9,0,6,5,6,3,20
,,,,,,,,969.9,1004.5,26,25,24.6,92,309,23,10,4,96,5,3,7,4,0,0,9,9,0,7,5,6,3,20
,,,,,,,,970.5,1004.9,27.2,24.8,23.7,81,293,27,14,2,96,5,2,3,2,0,0,9,9,0,4,5,6,2,20
,,,,,,,,970.9,1005.5,25.4,24.2,23.7,90,289,20,4,4,96,5,3,2,3,0,0,9,9,0,6,5,6,3,20
,,,,,,,,970.5,1005.1,25.8,24.4,23.8,88,295,27,8,3,96,5,3,2,4,0,0,9,9,0,7,5,6,3,20
,,,,,,,,968.6,1003.3,24.8,24,23.6,93,291,27,6,7,95,5,3,2,5,9,9,8,5,6,3,20,0.5,NA,NA
,,,,,,,,965,999.5,24.6,24.4,24.3,98,304,32,16,8,96,5,3,2,5,9,9,8,5,6,3,20,9.4,1.1,24.8
,,,,,,,,966.1,1000.6,26,25.2,24.9,93,315,27,10,6,95,7,4,2,3,0,0,9,9,0,7,4,7,2,15
,,,,,,,,968.9,1003.5,25.4,24.6,24.2,93,302,27,8,4,96,5,3,7,4,0,0,9,9,0,7,5,6,3,20
,,,,,,,,971.6,1006.5,24,23.8,23.7,98,293,25,10,4,95,7,4,2,4,9,9,8,4,7,2,10,2.6,1,24.4
,,,,,,,,973.2,1007.8,26.8,24.6,23.6,83,291,29,8,2,96,8,4,3,2,0,0,9,9,0,6,5,6,3,20
,,,,,,,,973.1,1007.5,28.6,24.8,23.1,72,283,32,10,2,96,0,0,3,2,1,1,0,9,9,3,9,3,2,60
,,,,,,,,972.2,1006.7,27.4,25.4,24.5,84,307,32,12,2,96,5,1,3,2,1,1,9,9,9,4,5,6,1,20
,,,,,,,,970.7,1005.2,26.2,25.6,25.3,95,322,29,10,3,95,5,3,2,5,9,9,8,4,6,3,15,4,1,24.4
,,,,,,,,968.1,1002.7,25.4,24.6,24.2,93,302,29,12,4,95,7,5,2,3,9,9,8,4,7,2,10,1.7,1,25.4
,,,,,,,,969.1,1003.6,26.2,25.2,24.8,92,313,27,8,2,96,5,3,3,4,0,0,9,9,0,7,5,6,3,20
,,,,,,,,969.1,1003.4,29,26.4,25.3,81,322,36,4,1,96,8,3,0,0,0,0,9,0,0,3,5,6,1,20
,,,,,,,,969.4,1003.7,28.2,26.8,26.2,89,340,0,0,1,96,0,0,3,2,1,5,0,9,9,7,5,3,2,60
,,,,,,,,968.1,1002.3,28.6,26.4,25.5,83,326,2,6,3,96,5,3,3,2,0,0,9,9,0,5,5,6,3,20
,,,,,,,,966.3,1000.6,27.4,25,23.9,81,297,29,12,8,96,7,4,2,3,0,0,9,9,0,7,4,7,2,10
,,,,,,,,965.6,999.8,28.2,25.2,23.9,77,297,29,10,11,96,5,3,3,4,0,0,9,9,0,7,5,6,3,20
,,,,,,,,964.4,998.7,26.6,25,24.3,87,304,27,6,7,96,7,4,2,4,9,9,8,4,7,2,10,2.3,1.2,24.6
,,,,,,,,964.7,999.1,25.8,25,24.6,93,309,23,10,6,95,7,4,7,3,0,0,9,9,0,7,4,7,2,10
,,,,,,,,964.5,999,24.4,24.4,24.4,100,305,25,12,10,95,7,4,2,4,9,9,8,4,7,2,10,29.2,1.6,25.3
,,,,,,,,962.4,996.6,26.2,25.2,24.8,92,313,27,12,10,96,7,4,2,2,0,0,9,9,0,6,4,7,2,10
,,,,,,,,964.6,996.9,26.4,24.4,23.5,84,289,27,14,95,7,4,2,3,0,0,9,9,0,7,4,7,2,10,0.8
,,,,,,,,965.5,999.8,27.4,25,23.9,81,297,27,8,9,96,7,3,7,4,0,0,9,9,0,7,4,7,1,10
,,,,,,,,964.4,998.6,27.8,26.8,26.4,92,344,27,8,7,96,9,5,2,2,0,0,9,9,0,7,4,7,2,10
,,,,,,,,963.4,997.7,26.2,25,24.5,90,307,29,8,6,95,7,5,2,2,0,0,9,9,0,7,4,7,2,10
,,,,,,,,964.5,998.8,26.4,24.4,23.5,88,289,27,12,10,96,7,5,2,2,0,0,9,9,0,7,4,7,3,10
,,,,,,,,965.7,1000.2,25.4,24.6,24.2,93,302,23,12,8,95,7,5,2,2,0,0,9,9,0,7,4,7,3,10
,,,,,,,,965.5,999.5,29.8,25.2,23.1,67,283,29,14,10,96,8,4,3,3,0,0,9,9,0,7,5,6,3,20
,,,,,,,,967.5,1001.7,28.4,25,23.5,75,289,29,12,8,96,7,4,3,3,0,0,9,9,0,7,4,7,2,10
,,,,,,,,968.7,1003,28,24.8,23.3,76,287,32,12,6,96,5,3,2,4,0,0,9,9,0,7,5,6,3,20
,,,,,,,,967.9,1002,29.6,24.8,22.6,66,274,29,12,9,96,5,2,3,2,1,2,9,9,9,6,5,6,2,20
,,,,,,,,966.7,1000.7,29.4,25.6,23.9,73,297,29,12,9,96,8,3,3,3,0,0,9,9,0,6,5,6,2,20
,,,,,,,,965.2,999.5,28,25,23.7,77,293,32,12,8,96,8,4,3,3,9,9,7,5,6,4,20,0.3,1.3,29
,,,,,,,,962.9,997.3,25.2,24.6,24.3,95,304,29,12,6,95,9,5,2,3,9,9,8,4,7,3,10,13.4,1,26.2
,,,,,,,,964.8,999,27.4,25.4,24.5,84,307,27,14,9,95,8,3,3,4,0,0,9,9,0,7,5,6,3,20
,,,,,,,,967.5,1002.1,26,24.2,23.4,85,288,29,12,7,96,9,5,2,3,9,9,8,4,7,2,10,5.1,2.5,26.4
,,,,,,,,969.3,1003.6,29,25.4,23.8,74,295,29,8,96,9,4,3,3,0,0,9,9,0,7,5,6,3,20,0.3
,,,,,,,,969.8,1003.8,31,26.2,24.1,67,300,27,10,6,96,5,3,3,2,0,0,9,9,0,5,5,6,3,20
,,,,,,,,969.1,1003,31.2,25.4,22.8,61,277,29,10,8,96,8,3,0,0,1,1,9,0,9,4,5,6,1,20
,,,,,,,,967.8,1001.8,30.8,26.2,24.2,68,302,29,8,8,96,8,3,3,1,1,1,9,9,9,5,5,6,1,20
,,,,,,,,967,1001.7,24.4,24.2,24.1,98,300,18,8,6,94,9,5,2,3,9,9,8,4,7,3,10,8.8,2.8,28
,,,,,,,,965,999.3,27.6,25.6,24.7,85,311,25,6,3,95,5,3,2,4,0,0,9,9,0,7,4,6,3,15
,,,,,,,,965.4,999.3,30.6,26.6,24.9,72,315,23,8,6,96,8,4,3,2,0,0,9,9,0,4,5,6,2,20
,,,,,,,,966.8,1001,28.2,26.8,26.2,89,340,23,10,3,95,9,5,2,3,9,9,8,4,7,2,12,0.2,3,32.2
,,,,,,,,964.7,998.6,30,26.8,25.5,77,326,7,10,5,96,9,5,3,2,0,0,9,9,0,7,5,6,3,20
,,,,,,,,964.3,998.1,30.6,26.4,24.6,70,309,14,10,7,96,8,5,0,0,0,0,9,0,0,5,5,6,2,20
,,,,,,,,967.5,1001.7,29,25.6,24.1,75,300,25,4,2,96,8,3,1,1,0,0,9,9,0,4,5,6,2,20
,,,,,,,,969,1003.3,27.2,26.2,25.8,92,332,18,4,2,96,5,2,3,3,2,2,9,9,9,7,5,6,2,20
,,,,,,,,966.9,1001.3,26.2,25.2,24.8,92,313,23,2,3,96,7,4,3,3,0,0,9,9,0,7,4,7,2,12
,,,,,,,,965.6,1000.1,25.4,25,24.8,97,313,29,4,1,96,5,2,2,5,0,0,9,9,0,7,5,6,2,20
,,,,,,,,964.7,999.4,23.4,23.4,23.4,100,288,27,14,6,95,9,6,2,2,9,9,8,4,7,3,10,82,1,24
,,,,,,,,969.3,1003.9,25.4,24.8,24.5,95,307,23,12,8,95,7,4,3,2,0,0,9,9,0,6,5,7,2,10
,,,,,,,,971.6,1006.3,25.6,24.8,24.4,93,305,14,6,2,96,5,2,3,4,0,0,9,9,0,6,5,6,2,20
,,,,,,,,971.4,1005.9,28,25.8,24.9,83,315,9,4,2,95,6,4,3,3,0,0,9,9,0,4,4,7,2,15
,,,,,,,,970.9,1005.3,27.4,26,25.4,89,307,29,6,2,95,8,3,3,3,0,0,9,9,0,6,5,6,3,20
,,,,,,,,970.3,1004.8,26.6,25.2,24.6,89,309,32,10,3,96,5,2,3,4,0,0,9,9,0,6,5,6,2,20
,,,,,,,,969,1003.6,25.2,24.8,24.6,96,309,25,8,3,96,7,4,3,1,1,1,9,9,9,6,4,7,2,15
,,,,,,,,970.5,1005.1,25.4,24.4,23.9,92,297,23,10,3,95,5,2,3,5,0,0,9,9,0,7,5,6,2,20
,,,,,,,,972.7,1007.4,26,25,24.6,92,309,27,8,2,95,5,3,3,4,0,0,9,9,0,7,5,6,3,20
,,,,,,,,971.9,1006.5,26.4,25,24.4,89,305,27,6,2,96,5,3,7,4,0,0,9,9,0,7,5,6,3,20
,,,,,,,,970,1004.5,26.6,25,24.3,87,304,29,8,3,96,5,2,3,4,0,0,9,9,0,6,5,6,2,20
,,,,,,,,970.3,1004.8,26.6,24.4,23.4,83,288,29,10,4,96,5,2,3,3,0,0,9,9,0,5,5,6,2,20
,,,,,,,,971.8,1006.4,27,24.8,23.8,83,295,29,8,2,96,5,2,3,5,0,0,9,9,0,7,5,6,2,20
,,,,,,,,972.9,1007.4,27.6,25,23.8,80,295,32,10,1,96,0,0,0,0,1,3,0,0,9,3,9,0,3,75
,,,,,,,,972.5,1007.1,26.6,24.4,23.4,83,288,32,14,2,96,5,2,3,3,1,1,9,9,9,6,5,6,2,20
,,,,,,,,973,1007.5,27.8,25.2,24,80,298,34,6,1,96,0,0,3,1,1,1,0,9,9,2,9,3,2,60
,,,,,,,,973.9,1006.7,26,24.8,24.3,90,304,25,8,4,95,5,2,3,5,0,0,9,9,0,7,5,6,2,20
,,,,,,,,974.6,1009.5,25,24.4,24.1,95,300,29,6,1,96,5,2,3,5,0,0,9,9,0,7,5,6,2,20
,,,,,,,,974.2,1008.8,27,24.6,23.5,81,289,34,8,1,96,0,0,3,2,1,1,0,9,9,3,9,3,2,60
,,,,,,,,974.2,1008.8,27.4,25.1,24.1,82,300,32,8,2,95,5,2,3,3,0,0,9,9,0,5,5,6,2,20
,,,,,,,,974.1,1008.7,27.6,24.6,23.2,77,284,32,10,96,0,0,3,3,0,0,0,9,0,3,9,3,3,60,0
,,,,,,,,977.2,1011.9,27.2,24.2,22.8,77,277,34,12,3,96,0,0,3,1,1,1,0,9,9,2,9,3,1,60
,,,,,,,,977.4,1012.2,26.6,24,22.8,80,277,7,6,3,96,0,0,3,4,1,1,0,9,9,5,9,3,4,60
,,,,,,,,976.8,1011.4,27.6,24,22.3,73,269,34,8,3,96,0,0,0,0,1,2,0,0,9,2,9,0,2,75
,,,,,,,,975.8,1010.5,26.6,23.4,21.8,75,261,32,10,3,96,0,0,0,0,1,3,0,0,9,3,9,0,3,75
,,,,,,,,974.7,1009.3,27.2,24.4,23.1,78,283,5,8,2,96,5,1,3,3,1,2,9,9,9,6,5,6,1,20
,,,,,,,,964.8,998.5,31.6,27.4,25.7,71,330,18,4,4,96,3,4,3,1,0,0,9,9,0,5,4,6,2,20
,,,,,,,,965.5,1000.2,23.4,23.4,23.4,100,288,23,12,95,9,5,2,3,9,9,8,4,7,2,10,30.6,2.6,31.6,NA
,,,,,,,,962.7,996.7,28.6,27.4,26.9,91,354,27,10,3,94,9,5,3,2,0,0,9,9,0,7,5,6,3,20
,,,,,,,,963.5,998.2,23.8,23.6,23.5,98,289,27,8,5,95,9,6,2,2,9,9,8,4,7,3,10,51.2,1,26.2
