"","INDEX","YEAR","MN","HR","DT","...SLP","..MSLP","..DBT","..WBT","..DPT",".RH","..VP","DD","FFF","AW","VV","Cl","A","Cm","A.1","Ch","A.2","Dl","Dm","Dh","TC","h","c","a","Ht","..R.F",".EVP","DW","P","H",".WAT","Date"
"3486",43063,2014,12,7.5,19,953.45,1017,19.1,15.15,12.6,68.5,147,0,0,4,96.5,0,0,0,0,1,4,0,0,9,4,9,0,4,70,0,2.2,18.6,NA,NA,NA,NA
"3487",43063,2014,12,7.5,20,952.2,1015.35,20.2,15.7,12.75,65,147.5,0,0,3,96.5,0,0,1.5,1,1,3.5,0,4.5,9,4.5,8,1.5,2.5,63,0,1.25,20.55,NA,NA,NA,NA
"3488",43063,2014,12,7.5,21,950,1013.15,19.8,15.4,12.4,67.5,144,0,0,1.5,96,0,0,0,0,0.5,3,0,0,4.5,3,9,0,3,84.5,0,1.35,19.5,NA,NA,NA,NA
"3489",43063,2014,12,7.5,22,950.05,1013.35,18.7,13.9,10.25,65.5,125.5,0,0,3,96.5,0,0,0,0,0.5,2.5,0,0,4.5,2.5,9,0,2.5,84.5,0,2,18.2,NA,NA,NA,NA
"3490",43063,2014,12,7.5,23,950.1,1013.4,19.5,14.7,11.45,66,135,0,0,2,96.5,0,0,0,0,1,2.5,0,0,9,2.5,9,0,2.5,71,0,2.05,18.6,NA,NA,NA,NA
"3491",43063,2014,12,7.5,24,951.55,1015,19,14.8,12.05,69.5,141,0,0,2,96.5,0,0,0,0,1,5,0,0,9,5,9,0,5,70,0,1.75,18.9,NA,NA,NA,NA
"3492",43063,2014,12,7.5,25,952.55,1015.7,20.3,16.1,13.4,69.5,154,0,0,2,96,0,0,0,0,1,2.5,0,0,9,2.5,9,0,2.5,70,0,2,20.25,NA,NA,NA,NA
"3493",43063,2014,12,7.5,26,951.1,1014.4,19.2,15.2,12.5,70.5,145,0,0,3.5,96.5,0,0,0,0,1,5,0,0,9,5,9,0,5,70,0,1.9,19.45,NA,NA,NA,NA
"3494",43063,2014,12,7.5,27,951.3,1015.1,17.25,13,9.75,67,120,4.5,1,4,96.5,0,0,0,0,1,3.5,0,0,9,3.5,9,0,3.5,70,0,1.75,18.4,NA,NA,NA,NA
"3495",43063,2014,12,7.5,28,951.1,1014.75,17.9,13.4,10,64.5,122,0,0,4,96.5,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.8,17.35,NA,NA,NA,NA
"3496",43063,2014,12,7.5,29,949.15,1012.5,18.7,14.3,11.25,69,133.5,0,0,3.5,96.5,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.2,17.5,NA,NA,NA,NA
"3497",43063,2014,12,12,30,949.3,1005.3,26,18.6,14,48,160,27,4,4,96,5,2,0,0,1,2,9,0,9,4,5,6,2,26,0,2.4,25.6,NA,NA,NA,NA
"3498",43063,2014,12,7.5,31,945.95,1008.6,20.55,17.25,15.2,74.5,173,12.5,2,3.5,96,5,3.5,3,1,1,2,9,9,9,6.5,5,6,3.5,26,0,2.05,19.9,NA,NA,NA,NA
"3499",43063,2015,1,7.5,1,946.45,1009.4,19.85,17.2,15.6,79,177,0,0,1.5,96.5,5,5,3,1,0.5,0.5,9,9,4.5,6.5,5,6,5,26,0,0.8,19.6,NA,NA,NA,NA
"3500",43063,2015,1,7.5,2,946.35,1011.7,20.4,16.4,13.7,69.5,157.5,13.5,2,2.5,96.5,5,3,3,3.5,0,0,9,9,0,6.5,5,6,3,26,0,2.05,20.55,NA,NA,NA,NA
"3501",43063,2015,1,7.5,3,950.6,1013.85,19.6,16.7,15,78,171,0,0,1.5,96.5,5,2.5,1.5,0.5,0.5,0.5,9,4.5,4.5,3.5,5,6,2.5,26,0,1.5,20.05,NA,NA,NA,NA
"3502",43063,2015,1,7.5,4,951.7,1014.75,20.7,17.2,15.1,73.5,174,4.5,1,4,96.5,2.5,1,1.5,2.5,0.5,1,4.5,4.5,4.5,4.5,7,3,2,48,0,1.45,21.25,NA,NA,NA,NA
"3503",43063,2015,1,7.5,5,951.7,1014.75,20.5,17.3,15.45,76.5,175,0,0,3.5,96.5,2.5,0.5,0,0,0.5,0.5,4.5,0,4.5,1,7,3,0.5,62.5,0,1.25,21.3,NA,NA,NA,NA
"3504",43063,2015,1,7.5,6,951.4,1014.25,21.65,17.3,14.7,70.5,167,12.5,3,3.5,96.5,2.5,1,0,0,0.5,0.5,4.5,0,4.5,1.5,7,3,1,62.5,0,1.75,21.5,NA,NA,NA,NA
"3505",43063,2015,1,7.5,7,951.2,1014.2,20.9,16,12.6,66.5,146.5,13.5,2,3.5,96.5,0,0,0,0,0.5,2.5,0,0,4.5,2.5,9,0,2.5,84.5,0,1.55,21.05,NA,NA,NA,NA
"3506",43063,2015,1,7.5,8,951.95,1015.2,19.35,14.8,11.5,68,136,0,0,4,96.5,0,0,0,0,0.5,1,0,0,4.5,1,9,0,1,84.5,0,1.85,19.55,NA,NA,NA,NA
"3507",43063,2015,1,7.5,9,953.35,1017,18.2,13.55,10.1,67,124,0,0,3,96.5,0,0,0,0,0.5,0.5,0,0,4.5,0.5,9,0,0.5,84.5,0,2.15,19.05,NA,NA,NA,NA
"3508",43063,2015,1,7.5,10,953.4,1017.05,18.9,13.1,8.45,57.5,110.5,0,0,2.5,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.6,18.1,NA,NA,NA,NA
"3509",43063,2015,1,7.5,11,952.85,1016.45,18.5,13.9,10.8,67.5,130,0,0,2.5,96.5,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.6,18.1,NA,NA,NA,NA
"3510",43063,2015,1,7.5,12,952.45,1015.95,18.4,12.8,8.25,61,109.5,0,0,3.5,96.5,0,0,0,0,0.5,1.5,0,0,4.5,1.5,9,0,1.5,84.5,0,1.65,17.75,NA,NA,NA,NA
"3511",43063,2015,1,7.5,13,951.25,1014.5,19.75,13.7,9,60,115,0,0,2.5,96.5,0,0,0,0,1,3,0,0,9,3,9,0,3,70,0,2,19,NA,NA,NA,NA
"3512",43063,2015,1,7.5,14,950.15,1013.1,20.6,14.5,10.1,56.5,123,0,0,1.5,96.5,0,0,0,0,1,3.5,0,0,9,3.5,9,0,3.5,70,0,1.75,18.95,NA,NA,NA,NA
"3513",43063,2015,1,7.5,15,950.75,1014.15,18.65,13.9,10.4,64,125.5,4.5,2,2,96.5,0,0,0,0,0.5,2,0,0,4.5,2,9,0,2,84.5,0,1.3,18.9,NA,NA,NA,NA
"3514",43063,2015,1,7.5,16,951.5,1014.8,19.5,14.6,11.2,66,133,0,0,2,96.5,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.8,19.4,NA,NA,NA,NA
"3515",43063,2015,1,7.5,17,951.75,1015.05,19.3,15,12.2,69,142.5,0,0,2.5,96.5,0,0,0,0,1,4.5,0,0,9,4.5,9,0,4.5,70,0,1.6,19.7,NA,NA,NA,NA
"3516",43063,2015,1,7.5,18,951.35,1014.65,19.7,15,11.85,67,138.5,5.5,1,2,96.5,0,0,0,0,1,2,0,0,9,2,9,0,2,70,0,1.9,20,NA,NA,NA,NA
"3517",43063,2015,1,7.5,19,950.05,1012.8,21.1,15.95,12.25,63,142.5,12.5,2,2.5,96.5,2.5,1,0,0,1,1.5,4.5,0,9,2.5,7,3,2,48,0,1.35,21,NA,NA,NA,NA
"3518",43063,2015,1,7.5,20,951.75,1014.95,19.3,14.75,11.45,67,135.5,13.5,3,4,96.5,5,1,3,1.5,1,4.5,9,9,9,7,5,6,1,26,0,1.95,20.15,NA,NA,NA,NA
"3519",43063,2015,1,7.5,21,953.05,1016.4,19.8,15.2,12.15,67,141.5,13.5,1,3,96.5,4,2,0,0,1,2,4.5,0,9,4,7,3,3,48,0,1.4,20.3,NA,NA,NA,NA
"3520",43063,2015,1,7.5,22,955.7,1015.65,21.4,15.8,11.9,61.5,140,13.5,5,3,96.5,6.5,2.5,3,2,0.5,0.5,9,9,4.5,5,5,6,1.5,26,0,2,21.1,NA,NA,NA,NA
"3521",43063,2015,1,7.5,23,951.3,1014.25,21,17.3,15.1,73.5,171.5,0,0,3,96.5,4,2,1.5,0.5,1,2,4.5,4.5,9,4.5,7,3,2.5,48,0,1.75,21.8,NA,NA,NA,NA
"3522",43063,2015,1,7.5,24,951,1013.65,22.4,17.9,15.2,69,173,0,0,2.5,96.5,4,2.5,0,0,0.5,0.5,4.5,0,4.5,3,7,3,2.5,49,0,1.35,22.85,NA,NA,NA,NA
"3523",43063,2015,1,7.5,25,952.05,1014.55,22.9,18.6,16.15,69,183.5,0,0,2.5,96.5,6.5,4,0,0,1,2,9,0,9,6,5,6,3.5,26,0,2.05,22.9,NA,NA,NA,NA
"3524",43063,2015,1,7.5,26,951.6,1014.45,21.6,17.6,15.3,71,174,0,0,2.5,96.5,6.5,5.5,1.5,0.5,0.5,0.5,9,4.5,4.5,6.5,5,6,4,26,0,1.85,22.2,NA,NA,NA,NA
"3525",43063,2015,1,3,27,952.5,1016.4,17,15.8,15,88,170,16,2,1,96,5,2,3,4,0,0,9,9,0,6,5,6,2,26,0,1.4,16.9,NA,NA,NA,NA
"3526",43063,2015,1,7.5,28,949.3,1011.95,21.5,18.05,16.15,75.5,184,0,0,2.5,96.5,5,2.5,0,0,1,2,9,0,9,4.5,5,6,2.5,26,0,1.55,22.25,NA,NA,NA,NA
"3527",43063,2015,1,7.5,29,950.5,1013.25,21.45,17.15,14.5,70,165,0,0,2.5,96.5,0,0,0,0,0.5,0.5,0,0,4.5,0.5,9,0,0.5,84.5,0,1.6,22.45,NA,NA,NA,NA
"3528",43063,2015,1,3,30,954.5,1018.8,15.8,15.2,14.5,92,165,0,0,1,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.9,16.3,NA,NA,NA,NA
"3529",43063,2015,1,7.5,31,952.7,1015.55,21.5,16.75,13.85,66.5,159,3.5,1,3.5,96.5,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.7,21.9,NA,NA,NA,NA
"3530",43063,2015,2,7.5,1,951.3,1013.95,22.65,17.25,13.85,64.5,158.5,14.5,2,2,96.5,4,1.5,0,0,0,0,4.5,0,0,1.5,7,3,1,62.5,0,1.8,22.15,NA,NA,NA,NA
"3531",43063,2015,2,7.5,2,951.4,1013.95,22.5,17.3,14.2,66.5,162,0,0,2.5,96.5,2.5,0.5,0,0,0.5,0.5,4.5,0,4.5,1,7,3,0.5,62.5,0,1.75,22.65,NA,NA,NA,NA
"3532",43063,2015,2,7.5,3,953.95,1015.7,22.9,17.2,13.45,62,155.5,4.5,1,3.5,96.5,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,2.15,22.65,NA,NA,NA,NA
"3533",43063,2015,2,7.5,4,954.05,1016.8,22.7,15.75,10.4,52,128.5,3.5,3,5,96.5,0,0,0,0,1,5.5,0,0,9,5.5,9,0,5.5,70,0,2,21.8,NA,NA,NA,NA
"3534",43063,2015,2,7.5,5,952.2,1015.15,21.05,14.8,10,57.5,123.5,4.5,3,3.5,96.5,2.5,0.5,1.5,1,1,5,4.5,4.5,9,6.5,7,3,3.5,48,0,2.3,20.5,NA,NA,NA,NA
"3535",43063,2015,2,7.5,6,951.3,1014.3,21.2,14.5,9.5,59,119,0,0,1.5,96.5,0,0,0,0,1,6,0,0,9,6,9,0,6,70,0,1.55,19.85,NA,NA,NA,NA
"3536",43063,2015,2,7.5,7,950.35,1013.2,20.5,16,12,64.5,153.5,13.5,4,3.5,96.5,0,0,1.5,0.5,5,3.5,0,4.5,9,4,8,1.5,1.5,63,0,1.7,19.9,NA,NA,NA,NA
"3537",43063,2015,2,7.5,8,950.65,1013.25,22.05,14.8,8.75,50,115.5,14.5,2,3.5,96.5,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.7,19.8,NA,NA,NA,NA
"3538",43063,2015,2,7.5,9,950.5,1013,22.75,15.6,10.65,51,128,0,0,3,96.5,2.5,1,0,0,0.5,0.5,4.5,0,4.5,1.5,7,3,1,62.5,0,1.8,20.75,NA,NA,NA,NA
"3539",43063,2015,2,7.5,10,950.7,1013.05,24,17,12.35,55,144,9,1,3,96.5,2.5,1.5,0,0,0.5,0.5,4.5,0,4.5,2,7,3,2,62.5,0,2.3,22.6,NA,NA,NA,NA
"3540",43063,2015,2,7.5,11,950.65,1012.9,23.5,17.3,13.4,59.5,154,0,0,3,96.5,4,1.5,0,0,0,0,4.5,0,0,1.5,7,3,1,62.5,0,1.95,22.45,NA,NA,NA,NA
"3541",43063,2015,2,7.5,12,950.1,1012.6,22.7,16.75,12.95,59.5,149.5,3.5,2,3,96.5,2.5,1,0,0,0,0,4.5,0,0,1,7,3,1,62.5,0,2.15,22.55,NA,NA,NA,NA
"3542",43063,2015,2,7.5,13,950.1,1012.25,24,16.15,10.6,49,128,0,0,2.5,96.5,0,0,0,0,0.5,1,0,0,4.5,1,9,0,1,84.5,0,2.05,22.9,NA,NA,NA,NA
"3543",43063,2015,2,7.5,14,949.4,1011.65,23.85,17.1,12.8,59,148,14.5,1,2.5,96.5,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,2,22.9,NA,NA,NA,NA
"3544",43063,2015,2,12,15,947.8,1008.2,31.7,20.2,13.3,33,153,27,6,4,97,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,3.1,30.2,NA,NA,NA,NA
"3545",43063,2015,2,7.5,16,950.7,1012.65,24.9,16.6,10.75,48,129.5,4.5,2,2.5,96.5,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,2,23,NA,NA,NA,NA
"3546",43063,2015,2,3,17,952.1,1015.6,18.1,15.6,13.9,77,159,0,0,1,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,0.9,13.9,NA,NA,NA,NA
"3547",43063,2015,2,7.5,18,948.75,1016.1,24.4,16,9.75,46.5,121.5,14.5,3,4,97,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,2.45,21.55,NA,NA,NA,NA
"3548",43063,2015,2,7.5,19,948.5,1010.45,24.6,16.4,10.2,48.5,127.5,0,0,2.5,96.5,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,2.3,23,NA,NA,NA,NA
"3549",43063,2015,2,7.5,20,949.4,1011.1,25.8,17.35,11.4,46,136.5,4.5,1,4,96.5,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,3.1,23.8,NA,NA,NA,NA
"3550",43063,2015,2,7.5,21,950.45,1012.6,24,17.9,14.2,60.5,162,4.5,2,3.5,96.5,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,2.65,23.15,NA,NA,NA,NA
"3551",43063,2015,2,7.5,22,951,1013.25,24.4,18.4,14.65,60,166.5,4.5,1,3.5,97,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,2.8,23.7,NA,NA,NA,NA
"3552",43063,2015,2,12,23,948.9,1009.3,31.6,19.4,11.5,29,136,9,2,5,97,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,3.3,30.4,NA,NA,NA,NA
"3553",43063,2015,2,7.5,24,948.75,1010.25,26.4,17.8,12,46,141,4.5,2,2.5,96.5,2.5,0.5,1.5,1.5,0,0,4.5,4.5,0,2,7,3,0.5,62.5,0,2.55,24.2,NA,NA,NA,NA
"3554",43063,2015,2,7.5,25,947.6,1009.1,26.45,17.55,10.95,46,135.5,13.5,2,3.5,96.5,0,0,0,0,0.5,1,0,0,4.5,1,9,0,1,84.5,0,2.75,24.25,NA,NA,NA,NA
"3555",43063,2015,2,7.5,26,947,1008.75,25,17.8,13,52,159.5,13.5,4,4.5,96.5,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,2.85,23.9,NA,NA,NA,NA
"3556",43063,2015,2,7.5,27,946.65,1008.2,25.55,16.35,9.6,38.5,119.5,13.5,13,6,96.5,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,3.1,23.05,NA,NA,NA,NA
"3557",43063,2015,2,7.5,28,947.1,1009.6,21.4,15.8,11.45,57,139.5,13.5,3,5.5,96.5,5,2,1.5,2,0.5,0.5,9,4.5,4.5,4.5,5,6,2,26,0,2.45,20.1,NA,NA,NA,NA
"3558",43063,2015,3,7.5,2,949.15,1011.65,22.3,17.7,14.6,67,169,13.5,9,6.5,96.5,6.5,2.5,0,0,0,0,9,0,0,2.5,5,6,2,26,1.1,2.1,22.1,NA,NA,NA,NA
"3559",43063,2015,3,7.5,3,950.15,1012.95,21.4,15.6,11.4,55,135,16,1,4.5,96.5,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.85,21.3,NA,NA,NA,NA
"3560",43063,2015,3,7.5,4,949.5,1012.1,21.65,15.55,11.3,55.5,133,1,2,3,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,2.65,16.25,NA,NA,NA,NA
"3561",43063,2015,3,7.5,5,949.65,1011.8,24.45,17.75,13.4,57.5,155,14.5,1,2.5,96.5,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.75,23.3,NA,NA,NA,NA
"3562",43063,2015,3,7.5,6,951.25,1013.35,25.3,18,12.85,57.5,153,0,0,3.5,96.5,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,2.55,24.2,NA,NA,NA,NA
"3563",43063,2015,3,7.5,7,950.5,1012.1,26.4,17.9,11.9,48.5,143,13.5,2,2.5,96.5,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,2.1,24.3,NA,NA,NA,NA
"3564",43063,2015,3,7.5,8,950.3,1012.05,26.05,17.8,12.1,48.5,143.5,26,4,3,96.5,2.5,1,0,0,0,0,4.5,0,0,1,7,3,1,62.5,0,3.85,24.8,NA,NA,NA,NA
"3565",43063,2015,3,7.5,9,951.85,1013.65,26.4,19,14.35,55,165.5,0,0,3,96.5,4,1.5,0,0,0,0,4.5,0,0,1.5,7,3,1,62.5,0,2.35,25.1,NA,NA,NA,NA
"3566",43063,2015,3,7.5,10,951.9,1014.05,24.7,19.6,16.8,62,191,5.5,4,4.5,96.5,4,1.5,0,0,0.5,1,4.5,0,4.5,2.5,7,3,1,62.5,0.45,2.2,24.05,NA,NA,NA,NA
"3567",43063,2015,3,7.5,11,951.45,1013.3,26.4,19.9,16.15,57.5,184.5,7,3,4,96.5,7,3.5,1.5,0.5,1,1,9,4.5,9,5,5,6,1.5,26,0,2.45,25.5,NA,NA,NA,NA
"3568",43063,2015,3,7.5,12,951.95,1013.4,27.9,19.7,14.8,48,169.5,4.5,2,4.5,96.5,2.5,1,0,0,0,0,4.5,0,0,1,7,3,1,62.5,0,2.8,25.15,NA,NA,NA,NA
"3569",43063,2015,3,7.5,13,950.15,1011.65,27.4,20,15.85,50.5,180,13.5,1,3.5,97,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,2.7,25.2,NA,NA,NA,NA
"3570",43063,2015,3,7.5,14,949.95,1011.45,27.1,20,16,54,182,18,5,4.5,96.5,6.5,2.5,0,0,1,2,9,0,9,4.5,5,6,3,26,0,2.35,26.2,NA,NA,NA,NA
"3571",43063,2015,3,7.5,15,950.65,1012.5,25.4,19.7,16.45,61.5,187.5,13.5,6,5.5,96.5,6.5,2.5,1.5,0.5,0.5,0.5,9,4.5,4.5,3.5,5,6,1.5,26,0,2.8,25.15,NA,NA,NA,NA
"3572",43063,2015,3,3,16,953.3,1016,22.6,19,17,71,194,0,0,3,97,0,0,0,0,1,1,0,0,9,1,9,0,1,70,0,2.4,18.5,NA,NA,NA,NA
"3573",43063,2015,3,7.5,17,950.8,1012.25,27.7,18.3,12.05,41.5,141.5,28,6,4,96.5,2.5,1,0,0,0,0,4.5,0,0,1,7,3,1,62.5,0,3.95,25,NA,NA,NA,NA
"3574",43063,2015,3,7.5,18,948.5,1009.85,27.8,18.9,13.2,46,153,14.5,2,3.5,97,2.5,0.5,1.5,0.5,1,3.5,4.5,4.5,9,4.5,7,3,2.5,48,0,3.2,25.6,NA,NA,NA,NA
"3575",43063,2015,3,7.5,19,949.05,1010.1,29.2,19.6,13.8,41.5,156,3.5,1,4,96.5,2.5,1.5,0,0,0,0,4.5,0,0,1.5,7,3,1.5,62.5,0,3.2,26.9,NA,NA,NA,NA
"3576",43063,2015,3,7.5,20,949.85,1010.9,29.35,20.1,14.6,43,166.5,3.5,2,3.5,97,2.5,1,0,0,0.5,1,4.5,0,4.5,2,7,3,2,48,0,4.3,27.15,NA,NA,NA,NA
"3577",43063,2015,3,7.5,21,950.45,1011.45,29.7,20.5,15.05,47,173.5,0,0,2.5,96.5,5,2.5,0,0,0.5,0.5,9,0,4.5,3,5,6,2.5,26,0,3,28.4,NA,NA,NA,NA
"3578",43063,2015,3,7.5,22,950,1010.9,30.2,21.6,17.95,49,206.5,0,0,3,96.5,6.5,2,0,0,0.5,1,9,0,4.5,3,5,6,1.5,26,0,3.75,28.7,NA,NA,NA,NA
"3579",43063,2015,3,7.5,23,948.5,1009.3,30.4,21.4,16.45,48,188.5,13.5,1,3,96.5,6.5,2.5,1.5,1,0.5,0.5,9,4.5,4.5,4,5,6,1.5,26,0,3.65,28.1,NA,NA,NA,NA
"3580",43063,2015,3,7.5,24,947.8,1008.5,30.5,20.4,14.3,42.5,162,2.5,1,3,96.5,2.5,0.5,1.5,1,0.5,0.5,4.5,4.5,4.5,2,6,4.5,1,43,0,5.85,27.7,NA,NA,NA,NA
"3581",43063,2015,3,7.5,25,948.1,1008.65,31.1,20.3,13.35,40.5,159,4.5,1,4.5,96.5,4,2,0,0,0.5,0.5,4.5,0,4.5,2.5,7,3,2,48,0,4.5,27.15,NA,NA,NA,NA
"3582",43063,2015,3,7.5,26,949.2,1009.9,30.4,21,15.05,48,180,4.5,2,4,96.5,6.5,2,0,0,1,3,9,0,9,5,5,6,1.5,26,0,3.7,27,NA,NA,NA,NA
"3583",43063,2015,3,7.5,27,949.8,1010.9,29.65,22.2,17.9,56,213,0,0,3.5,96.5,4,2.5,0,0,1,2,4.5,0,9,4.5,7,3,2.5,48,0,3.35,27.9,NA,NA,NA,NA
"3584",43063,2015,3,7.5,28,948.55,1009.55,28.85,21.65,17.9,53,206,12.5,4,4,96,4.5,2.5,0,0,1,1.5,4.5,0,9,4,7,3,2,48,0,3.05,27.35,NA,NA,NA,NA
"3585",43063,2015,3,7.5,29,947.9,1009.8,24.55,20.7,18.7,70,216,21.5,7,4.5,96,7,5,3,2.5,4.5,4.5,8.5,7,3,5.5,15.5,3.15,4.5,28.65,NA,NA,NA,NA,NA,NA,NA
"3586",43063,2015,3,7.5,30,947.8,1008.85,28.7,21.3,17.05,56.5,199,16,3,3.5,96.5,5,2.5,1.5,0.5,1,1.5,9,4.5,9,4.5,5,6,2.5,26,1.25,3,27.9,NA,NA,NA,NA
"3587",43063,2015,3,7.5,31,948.5,1009.5,28.7,19.2,12.6,43.5,153,13.5,4,4,96.5,0,0,0,0,0.5,1,0,0,4.5,1,9,0,1,84.5,0,4.05,26.9,NA,NA,NA,NA
"3588",43063,2015,4,7.5,1,947.85,1008.85,29.1,16.3,5.9,25.5,92.5,13.5,5,4,96.5,0,0,0,0,1,1,0,0,9,1,9,0,1,70,0,3.5,23.9,NA,NA,NA,NA
"3589",43063,2015,4,7.5,2,947.1,1008,29.2,18,10.2,33.5,125,13.5,3,5.5,96.5,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,3.8,24.85,NA,NA,NA,NA
"3590",43063,2015,4,7.5,3,946.85,1007.85,28.5,18,10.65,35.5,129.5,25,5,8,97,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,4.1,25.35,NA,NA,NA,NA
"3591",43063,2015,4,7.5,4,945.75,1006.6,28.8,17.4,8.95,31,115.5,14.5,6,6.5,97,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,4.4,24.9,NA,NA,NA,NA
"3592",43063,2015,4,7.5,5,945.95,1006.9,28.6,18.75,12.45,38,144.5,13.5,5,5.5,97,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,4.35,24.8,NA,NA,NA,NA
"3593",43063,2015,4,7.5,6,945.65,1006.55,28.65,18,10.65,36,129,27,6,5.5,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,4.4,25.1,NA,NA,NA,NA
"3594",43063,2015,4,7.5,7,945.6,1006.65,28.5,18.7,12.2,41,144,27,10,6,97,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,3.55,25.2,NA,NA,NA,NA
"3595",43063,2015,4,7.5,8,947,1007.9,29,21.1,16.9,52,193,27,6,4.5,96.5,4,1.5,0,0,0,0,4.5,0,0,1.5,7,3,1,62.5,0,4.1,27.9,NA,NA,NA,NA
"3596",43063,2015,4,7.5,9,946.75,1007.3,30.3,23.45,20.3,56.5,238,18,4,5,96.5,4,1,0,0,0,0,4.5,0,0,1,7,3,0.5,62.5,0,4,28.15,NA,NA,NA,NA
"3597",43063,2015,4,7.5,10,947.6,1008.35,30.1,22.85,19.45,53.5,226.5,30.5,5,4.5,97,6.5,3.5,1.5,1,1,1,9,4.5,9,5.5,5,6,2.5,26,0,3.95,28.6,NA,NA,NA,NA
"3598",43063,2015,4,7.5,11,947.85,1008.9,29,22.2,18.5,55,218.5,13.5,7,5,97,4,2.5,0,0,0,0,4.5,0,0,2.5,7,3,2,62.5,0,3,27.8,NA,NA,NA,NA
"3599",43063,2015,4,7.5,12,949.1,1010.35,28,20,15.1,49.5,175,0,0,6,96.5,6.5,1.5,0,0,0.5,1,9,0,4.5,3,5,6,1,26,0,3.6,28.05,NA,NA,NA,NA
"3600",43063,2015,4,7.5,13,949.05,1010.7,26.05,18.7,13.75,50,162,13.5,4,6,97,2.5,1,1.5,1.5,0.5,1,4.5,4.5,4.5,3.5,7,3,1,62.5,0,3.4,24.35,NA,NA,NA,NA
"3601",43063,2015,4,7.5,14,947.8,1009.1,25.9,20.05,16.7,59,190.5,13.5,4,3.5,97,5,3.5,3,2.5,0,0,9,9,0,5,5,6,3.5,26,0,2.9,24.5,NA,NA,NA,NA
"3602",43063,2015,4,7.5,15,947.7,1008.8,30.95,19.9,14.7,38.5,155,13.5,5,5,96.5,4,1,0,0,0.5,0.5,4.5,0,4.5,1.5,6,3,0.5,62.5,0,4.45,26,NA,NA,NA,NA
"3603",43063,2015,4,7.5,16,949.45,1010.25,30.15,20.8,15.5,43.5,179.5,7,6,5.5,96.5,4,2,0,0,0,0,4.5,0,0,2,7,3,1,62.5,0,3.9,28.2,NA,NA,NA,NA
"3604",43063,2015,4,7.5,17,948.25,1008.85,30.85,21.65,16.3,47.5,191,16,3,4.5,97,4,2,0,0,0,0,4.5,0,0,2,7,3,1,62.5,0,3.8,28.9,NA,NA,NA,NA
"3605",43063,2015,4,7.5,18,946.2,1006.5,32.1,21.6,15.65,41.5,181,14.5,3,4,97,2.5,2,0,0,0.5,0.5,4.5,0,4.5,2.5,7,3,2,62.5,0,3.85,29.4,NA,NA,NA,NA
"3606",43063,2015,4,7.5,19,945.55,1005.35,33.9,21.3,13.9,32.5,163,9,2,4,97,4,1.5,0,0,0,0,4.5,0,0,1.5,7,3,1,62.5,0,3.75,29.85,NA,NA,NA,NA
"3607",43063,2015,4,7.5,20,947.3,1007.65,31.9,23.3,19.25,48,222,13.5,3,4,97,6.5,2,0,0,1,2,9,0,9,4,5,6,1.5,26,0,4.25,29.65,NA,NA,NA,NA
"3608",43063,2015,4,7.5,21,947.25,1008.1,29.7,22.45,18.7,53,219,27,6,4,96.5,7,4,0,0,1,1.5,9,0,9,5.5,5,6,2.5,26,0,4.9,29.25,NA,NA,NA,NA
"3609",43063,2015,4,7.5,22,946.4,1006.55,32.25,23.3,18.85,48.5,220,13.5,3,6,97,8,5.5,0,0,0.5,0.5,9,0,4.5,6,5,6,3.5,26,0,4.75,30.6,NA,NA,NA,NA
