Date,RH,VP
2010-03-25,41,123
2010-03-25,18,97
2010-03-26,62,197
2010-03-26,20,107
2010-03-27,52,151
2010-03-27,17,95
2010-03-28,58,190
2010-03-28,19,121
2010-03-29,53,185
2010-03-29,24,136
2010-03-30,26,90
2010-03-30,21,107
2010-03-31,35,113
2010-03-31,17,102
2010-04-01,59,178
2010-04-01,22,105
2010-04-02,61,183
2010-04-02,22,118
2010-04-03,47,147
2010-04-03,12,68
2010-04-04,38,123
2010-04-04,12,72
2010-04-05,40,135
2010-04-05,14,91
2010-04-06,39,132
2010-04-06,15,103
2010-04-07,45,168
2010-04-07,17,110
2010-04-08,50,199
2010-04-08,22,145
2010-04-09,49,200
2010-04-09,50,225
2010-04-10,69,241
2010-04-10,26,136
2010-04-11,42,156
2010-04-11,17,107
2010-04-12,45,165
2010-04-12,16,101
2010-04-13,29,116
2010-04-13,16,98
2010-04-14,42,157
2010-04-14,19,127
2010-04-15,61,229
2010-04-15,17,123
2010-04-16,61,255
2010-04-16,33,210
2010-04-17,47,177
2010-04-17,32,193
2010-04-18,32,134
2010-04-18,31,185
2010-04-19,40,158
2010-04-19,36,195
2010-04-20,43,162
2010-04-20,28,157
2010-04-21,25,103
2010-04-21,19,128
2010-04-22,46,190
2010-04-22,20,129
2010-04-23,45,200
2010-04-23,22,119
2010-04-24,58,225
2010-04-24,16,110
2010-04-25,40,158
2010-04-25,17,109
2010-04-26,34,146
2010-04-26,17,110
2010-04-27,36,163
2010-04-27,19,128
2010-04-28,35,152
2010-04-28,21,131
2010-04-29,36,157
2010-04-29,38,173
2010-04-30,78,247
2010-04-30,35,166
2010-05-01,67,253
2010-05-01,42,178
2010-05-02,60,208
2010-05-02,39,182
2010-05-03,57,199
2010-05-03,24,141
2010-05-04,52,188
2010-05-04,23,153
2010-05-05,47,189
2010-05-05,23,143
2010-05-06,35,141
2010-05-06,31,188
2010-05-07,44,190
2010-05-07,64,228
2010-05-08,68,268
2010-05-08,27,171
2010-05-09,43,188
2010-05-09,22,149
2010-05-10,42,183
2010-05-10,23,153
2010-05-11,35,155
2010-05-11,21,144
2010-05-12,44,191
2010-05-12,29,176
2010-05-13,61,227
2010-05-13,33,204
2010-05-14,67,237
2010-05-14,26,163
2010-05-15,60,222
2010-05-15,27,172
2010-05-16,68,252
2010-05-16,29,181
2010-05-17,65,229
2010-05-17,25,162
2010-05-18,58,238
2010-05-18,20,141
2010-05-19,40,174
2010-05-19,39,228
2010-05-20,57,224
2010-05-20,30,189
2010-05-21,66,246
2010-05-21,46,249
2010-05-22,68,267
2010-05-22,44,243
2010-05-23,68,267
2010-05-23,41,235
2010-05-24,66,256
2010-05-24,34,191
2010-05-25,63,243
2010-05-25,46,232
2010-05-26,61,243
2010-05-26,44,222
2010-05-27,60,238
2010-05-27,38,200
2010-05-28,65,244
2010-05-28,42,224
2010-05-29,63,243
2010-05-29,37,204
2010-05-30,64,237
2010-05-30,34,197
2010-05-31,65,244
2010-05-31,76,253
2010-06-01,71,261
2010-06-01,93,258
2010-06-02,71,261
2010-06-02,58,255
2010-06-03,70,259
2010-06-03,53,253
2010-06-04,67,247
2010-06-04,36,189
2010-06-05,65,244
2010-06-05,46,225
2010-06-06,68,249
2010-06-06,50,225
2010-06-07,68,255
2010-06-07,50,228
2010-06-08,71,259
2010-06-08,52,227
2010-06-09,75,273
2010-06-09,64,253
2010-06-10,76,258
2010-06-10,40,217
2010-06-11,93,261
2010-06-11,55,271
2010-06-12,95,283
2010-06-12,65,277
2010-06-13,93,281
2010-06-14,86,291
2010-06-14,100,281
2010-06-15,98,283
2010-06-15,80,261
2010-06-16,95,283
2010-06-16,89,271
2010-06-17,83,271
2010-06-18,86,274
2010-06-18,65,247
2010-06-19,87,273
2010-06-19,77,289
2010-06-20,79,267
2010-06-20,83,289
2010-06-21,80,269
2010-06-21,62,264
2010-06-22,79,267
2010-06-22,67,281
2010-06-23,83,274
2010-06-23,69,250
2010-06-24,77,249
2010-06-24,80,261
2010-06-25,76,253
2010-06-25,61,229
2010-06-26,92,288
2010-06-26,56,264
2010-06-27,77,266
2010-06-27,84,284
2010-06-28,78,264
2010-06-28,77,276
2010-06-29,77,258
2010-06-29,74,273
2010-06-30,74,256
2010-06-30,72,271
2010-07-01,84,269
2010-07-01,65,238
2010-07-02,93,261
2010-07-02,74,249
2010-07-03,90,261
2010-07-03,78,256
2010-07-04,76,253
2010-07-04,69,266
2010-07-05,78,264
2010-07-05,69,266
2010-07-06,77,252
2010-07-06,74,249
2010-07-07,78,259
2010-07-07,81,263
2010-07-08,87,269
2010-07-08,73,255
2010-07-09,85,255
2010-07-09,76,253
2010-07-10,81,266
2010-07-10,67,240
2010-07-11,86,274
2010-07-11,68,246
2010-07-12,75,241
2010-07-12,63,232
2010-07-13,69,240
2010-07-13,60,228
2010-07-14,73,244
2010-07-14,65,244
2010-07-15,77,258
2010-07-15,71,255
2010-07-16,78,259
2010-07-16,68,249
2010-07-17,78,253
2010-07-17,71,240
2010-07-18,77,243
2010-07-18,78,264
2010-07-19,81,266
2010-07-19,71,259
2010-07-20,81,256
2010-07-20,76,258
2010-07-21,84,269
2010-07-21,93,281
2010-07-22,95,279
2010-07-22,90,273
2010-07-23,88,264
2010-07-23,82,258
2010-07-24,84,264
2010-07-24,90,255
2010-07-25,92,259
2010-07-25,97,267
2010-07-26,93,261
2010-07-26,92,264
2010-07-27,93,264
2010-07-27,83,267
2010-07-28,96,276
2010-07-28,85,261
2010-07-29,84,259
2010-07-29,86,237
2010-07-30,88,267
2010-07-30,83,273
2010-07-31,85,258
2010-07-31,86,256
2010-08-01,89,253
2010-08-01,79,252
2010-08-02,95,266
2010-08-02,88,256
2010-08-03,93,277
2010-08-03,87,269
2010-08-04,87,252
2010-08-04,81,249
2010-08-05,78,247
2010-08-05,70,256
2010-08-06,84,253
2010-08-06,91,256
2010-08-07,91,247
2010-08-07,79,238
2010-08-08,81,256
2010-08-08,67,238
2010-08-09,75,244
2010-08-09,67,237
2010-08-10,79,244
2010-08-10,67,253
2010-08-11,82,255
2010-08-11,80,273
2010-08-12,84,266
2010-08-12,77,261
2010-08-13,91,256
2010-08-13,82,255
2010-08-14,87,263
2010-08-14,73,255
2010-08-15,85,261
2010-08-15,66,269
2010-08-16,89,271
2010-08-16,70,267
2010-08-17,83,264
2010-08-17,76,277
2010-08-18,91,266
2010-08-18,83,253
2010-08-19,84,256
2010-08-19,77,249
2010-08-20,85,261
2010-08-20,77,252
2010-08-21,85,258
2010-08-21,77,266
2010-08-22,86,263
2010-08-22,72,253
2010-08-23,85,258
2010-08-23,78,253
2010-08-24,84,266
2010-08-24,78,264
2010-08-25,87,259
2010-08-25,79,238
2010-08-26,87,259
2010-08-26,71,258
2010-08-27,92,274
2010-08-27,75,291
2010-08-28,92,281
2010-08-28,79,271
2010-08-29,95,286
2010-08-29,95,273
2010-08-30,91,250
2010-08-30,84,243
2010-08-31,97,247
2010-08-31,93,249
2010-09-01,85,255
2010-09-01,88,264
2010-09-02,87,259
2010-09-02,81,259
2010-09-03,81,240
2010-09-03,73,244
2010-09-04,88,253
2010-09-04,81,253
2010-09-05,92,263
2010-09-05,84,256
2010-09-06,93,264
2010-09-06,72,238
2010-09-07,90,258
2010-09-07,77,243
2010-09-08,90,269
2010-09-08,95,269
2010-09-09,90,261
2010-09-09,87,252
2010-09-10,81,244
2010-09-10,65,222
2010-09-11,79,235
2010-09-11,71,229
2010-09-12,79,232
2010-09-12,63,240
2010-09-13,79,235
2010-09-13,63,237
2010-09-14,77,244
2010-09-14,73,255
2010-09-15,82,252
2010-09-15,72,252
2010-09-16,85,261
2010-09-16,73,244
2010-09-17,79,235
2010-09-17,73,246
2010-09-18,85,256
2010-09-18,77,266
2010-09-19,80,237
2010-09-19,63,243
2010-09-20,91,256
2010-09-20,73,261
2010-09-21,73,244
2010-09-21,85,266
2010-09-22,87,274
2010-09-22,68,276
2010-09-23,92,266
2010-09-23,71,276
2010-09-24,89,288
2010-09-24,85,252
2010-09-25,84,253
2010-09-25,83,266
2010-09-26,87,276
2010-09-26,92,264
2010-09-27,81,253
2010-09-27,62,256
2010-09-28,85,255
2010-09-28,67,271
2010-09-29,80,269
2010-09-29,55,258
2010-09-30,91,256
2010-09-30,58,238
2010-10-01,88,264
2010-10-01,43,177
2010-10-02,76,227
2010-10-02,50,202
2010-10-03,72,258
2010-10-03,53,229
2010-10-04,85,266
2010-10-04,59,243
2010-10-05,84,259
2010-10-05,91,256
2010-10-06,90,269
2010-10-06,60,271
2010-10-07,84,288
2010-10-07,47,195
2010-10-08,83,240
2010-10-08,50,210
2010-10-09,77,243
2010-10-09,56,217
2010-10-10,76,221
2010-10-10,55,206
2010-10-11,77,231
2010-10-11,75,227
2010-10-12,73,210
2010-10-12,55,209
2010-10-13,84,243
2010-10-13,77,243
2010-10-14,85,244
2010-10-14,91,241
2010-10-15,79,246
2010-10-15,67,244
2010-10-16,81,240
2010-10-16,69,241
2010-10-17,74,243
2010-10-17,87,286
2010-10-18,84,269
2010-10-18,97,288
2010-10-19,92,281
2010-10-19,83,286
2010-10-20,91,279
2010-10-20,79,281
2010-10-21,80,261
2010-10-21,72,259
2010-10-22,83,264
2010-10-22,83,271
2010-10-23,87,259
2010-10-23,79,247
2010-10-24,87,243
2010-10-24,65,247
2010-10-25,87,256
2010-10-25,65,244
2010-10-26,90,255
2010-10-26,49,193
2010-10-27,74,222
2010-10-27,44,179
2010-10-28,86,237
2010-10-28,46,186
2010-10-29,84,211
2010-10-29,47,180
2010-10-30,76,194
2010-10-30,37,143
2010-10-31,67,179
2010-10-31,38,150
2010-11-01,71,179
2010-11-01,36,132
2010-11-02,66,158
2010-11-02,48,189
2010-11-03,76,214
2010-11-03,61,229
2010-11-04,87,246
2010-11-04,56,222
2010-11-05,86,261
2010-11-05,95,252
2010-11-06,96,255
2010-11-06,67,225
2010-11-07,91,241
2010-11-07,48,157
2010-11-08,69,184
2010-11-08,74,243
2010-11-09,90,249
2010-11-09,90,261
2010-11-10,87,252
2010-11-10,71,255
2010-11-11,90,261
2010-11-11,69,253
2010-11-12,85,252
2010-11-12,64,247
2010-11-13,86,256
2010-11-13,71,252
2010-11-14,90,249
2010-11-14,80,237
2010-11-15,97,264
2010-11-15,79,274
2010-11-16,85,238
2010-11-16,61,232
2010-11-17,83,234
2010-11-17,56,217
2010-11-18,83,237
2010-11-18,64,234
2010-11-19,82,252
2010-11-19,59,237
2010-11-20,87,252
2010-11-20,65,244
2010-11-21,83,250
2010-11-21,72,216
2010-11-22,91,238
2010-11-22,62,231
2010-11-23,83,240
2010-11-23,67,222
2010-11-24,61,203
2010-11-24,75,247
2010-11-25,95,250
2010-11-25,68,244
2010-11-26,93,240
2010-11-26,56,214
2010-11-27,96,252
2010-11-27,54,200
2010-11-28,69,180
2010-11-28,43,158
2010-11-29,86,205
2010-11-29,55,205
2010-11-30,87,204
2010-11-30,51,186
2010-12-01,91,216
2010-12-01,52,191
2010-12-02,88,214
2010-12-02,51,183
2010-12-03,96,206
2010-12-03,59,216
2010-12-04,89,210
2010-12-04,58,194
2010-12-05,91,199
2010-12-05,53,177
2010-12-06,94,177
2010-12-06,35,111
2010-12-07,78,144
2010-12-07,41,141
2010-12-08,78,171
2010-12-08,59,218
2010-12-09,88,218
2010-12-09,56,200
2010-12-10,82,186
2010-12-10,57,176
2010-12-11,82,168
2010-12-11,54,144
2010-12-12,60,123
2010-12-12,57,144
2010-12-13,98,152
2010-12-13,46,137
2010-12-14,96,157
2010-12-14,43,141
2010-12-15,97,157
2010-12-15,47,147
2010-12-16,96,153
2010-12-16,48,154
2010-12-17,91,138
2010-12-17,37,119
2010-12-18,95,130
2010-12-18,33,101
2010-12-19,95,129
2010-12-19,25,81
2010-12-20,95,119
2010-12-20,31,93
2010-12-21,90,117
2010-12-21,51,161
2010-12-22,93,137
2010-12-22,43,142
2010-12-23,95,136
2010-12-23,34,116
2010-12-24,84,126
2010-12-24,48,163
2010-12-25,93,145
2010-12-25,38,134
2010-12-26,89,137
2010-12-26,36,125
2010-12-27,98,156
2010-12-27,51,174
2010-12-28,75,143
2010-12-28,54,179
2010-12-29,84,161
2010-12-29,51,173
2010-12-30,96,181
2010-12-30,59,181
2010-12-31,88,173
2010-12-31,41,127
2011-01-01,93,130
2011-01-01,51,142
2011-01-02,89,142
2011-01-02,57,170
2011-01-03,86,165
2011-01-03,54,177
2011-01-04,94,167
2011-01-04,50,163
2011-01-05,96,168
2011-01-05,52,160
2011-01-06,93,139
2011-01-06,32,104
2011-01-07,90,103
2011-01-07,29,90
2011-01-08,95,116
2011-01-08,35,129
2011-01-09,95,121
2011-01-09,36,129
2011-01-10,93,119
2011-01-10,32,107
2011-01-11,95,118
2011-01-11,27,102
2011-01-12,93,123
2011-01-12,25,93
2011-01-13,93,119
2011-01-13,42,157
2011-01-14,91,135
2011-01-14,29,109
2011-01-15,91,138
2011-01-15,44,164
2011-01-16,87,147
2011-01-16,37,137
2011-01-17,93,139
2011-01-17,36,138
2011-01-18,95,143
2011-01-18,37,156
2011-01-19,79,135
2011-01-19,27,104
2011-01-20,93,136
2011-01-20,23,97
2011-01-21,91,137
2011-01-21,24,95
2011-01-22,91,129
2011-01-22,26,101
2011-01-23,91,135
2011-01-23,35,155
2011-01-24,93,145
2011-01-24,30,123
2011-01-25,93,152
2011-01-25,31,129
2011-01-26,96,150
2011-01-26,32,128
2011-01-27,89,149
2011-01-27,32,137
2011-01-28,89,152
2011-01-28,28,109
2011-01-29,91,148
2011-01-29,18,87
2011-01-30,85,136
2011-01-30,22,90
2011-01-31,94,164
2011-01-31,34,137
2011-02-01,94,162
2011-02-01,34,133
2011-02-02,91,168
2011-02-02,31,135
2011-02-03,77,149
2011-02-03,33,131
2011-02-04,86,154
2011-02-04,32,129
2011-02-05,86,152
2011-02-05,21,87
2011-02-06,83,138
2011-02-06,27,113
2011-02-07,89,142
2011-02-07,23,97
2011-02-08,91,148
2011-02-08,28,113
2011-02-09,92,156
2011-02-09,23,93
2011-02-10,82,151
2011-02-10,29,122
2011-02-11,92,158
2011-02-11,26,106
2011-02-12,96,159
2011-02-12,25,107
2011-02-13,80,152
2011-02-13,23,99
2011-02-14,72,142
2011-02-14,28,115
2011-02-15,90,157
2011-02-15,43,149
2011-02-16,71,171
2011-02-16,53,173
2011-02-17,81,171
2011-02-17,33,125
2011-02-18,80,148
2011-02-18,38,143
2011-02-19,94,170
2011-02-19,36,147
2011-02-20,77,155
2011-02-20,27,101
2011-02-21,67,137
2011-02-21,24,95
2011-02-22,71,130
2011-02-22,35,138
2011-02-23,83,178
2011-02-23,37,155
2011-02-24,75,178
2011-02-24,27,111
2011-02-25,66,150
2011-02-25,36,151
2011-02-26,84,161
2011-02-26,26,105
2011-02-27,73,160
2011-02-27,40,169
2011-02-28,71,194
2011-02-28,47,176
2011-03-01,83,220
2011-03-01,39,175
2011-03-02,74,205
2011-03-02,37,173
2011-03-03,67,179
2011-03-03,29,147
2011-03-04,71,178
2011-03-04,31,158
2011-03-05,65,171
2011-03-05,35,180
2011-03-06,66,173
2011-03-06,22,114
2011-03-07,65,179
2011-03-07,19,104
2011-03-08,53,154
2011-03-08,28,155
2011-03-09,66,160
2011-03-09,12,60
2011-03-10,47,118
2011-03-10,9,63
2011-03-11,55,129
2011-03-11,16,84
2011-03-12,59,143
2011-03-12,17,85
2011-03-13,48,129
2011-03-13,15,79
2011-03-14,50,135
2011-03-14,14,79
2011-03-15,55,146
2011-03-15,13,69
2011-03-16,44,123
2011-03-16,13,69
2011-03-17,42,112
2011-03-17,11,59
2011-03-18,57,144
2011-03-18,15,90
2011-03-19,51,142
2011-03-19,17,95
2011-03-20,50,148
2011-03-20,14,74
2011-03-21,41,119
2011-03-21,17,87
2011-03-22,43,119
2011-03-22,18,90
2011-03-23,52,141
2011-03-23,16,81
2011-03-24,49,150
2011-03-24,17,93
2011-03-25,43,132
2011-03-25,18,93
2011-03-26,56,169
2011-03-26,20,113
2011-03-27,53,183
2011-03-27,17,97
2011-03-28,54,176
2011-03-28,14,85
2011-03-29,45,161
2011-03-29,14,82
2011-03-30,44,131
2011-03-30,16,89
2011-03-31,34,117
2011-03-31,13,69
2011-04-01,27,102
2011-04-01,14,68
2011-04-02,31,87
2011-04-02,17,85
2011-04-03,47,150
2011-04-03,26,119
2011-04-04,43,121
2011-04-04,13,79
2011-04-05,42,120
2011-04-05,13,70
2011-04-06,54,178
2011-04-06,20,116
2011-04-07,46,142
2011-04-07,21,119
2011-04-08,47,164
2011-04-08,21,125
2011-04-09,45,144
2011-04-09,17,100
2011-04-10,51,185
2011-04-10,29,143
2011-04-11,51,185
2011-04-11,29,143
2011-04-12,62,205
2011-04-12,33,165
2011-04-13,37,141
2011-04-13,36,200
2011-04-14,43,163
2011-04-14,23,132
2011-04-15,52,184
2011-04-15,26,152
2011-04-16,65,228
2011-04-16,29,168
2011-04-17,54,205
2011-04-17,24,146
2011-04-18,63,229
2011-04-18,25,168
2011-04-19,51,185
2011-04-19,26,152
2011-04-20,45,165
2011-04-20,38,206
2011-04-21,51,196
2011-04-21,21,126
2011-04-22,44,152
2011-04-22,28,158
2011-04-23,61,201
2011-04-23,36,186
2011-04-24,60,208
2011-04-24,79,229
2011-04-25,66,204
2011-04-25,22,123
2011-04-26,57,209
2011-04-26,17,109
2011-04-27,52,188
2011-04-27,22,136
2011-04-28,45,175
2011-04-28,49,268
2011-04-29,68,235
2011-04-29,40,216
2011-04-30,51,197
2011-04-30,30,189
2011-05-01,57,218
2011-05-01,29,180
2011-05-02,50,194
2011-05-02,39,218
2011-05-03,40,142
2011-05-03,35,185
2011-05-04,60,197
2011-05-04,25,127
2011-05-05,68,211
2011-05-05,34,179
2011-05-06,69,220
2011-05-06,31,161
2011-05-07,64,201
2011-05-07,39,179
2011-05-08,69,227
2011-05-08,43,217
2011-05-09,66,224
2011-05-09,45,229
2011-05-10,60,205
2011-05-10,39,200
2011-05-11,31,117
2011-05-11,26,141
2011-05-12,57,197
2011-05-12,46,249
2011-05-13,56,190
2011-05-13,34,191
2011-05-14,64,234
2011-05-14,38,222
2011-05-15,45,185
2011-05-15,26,155
2011-05-16,43,162
2011-05-16,20,101
2011-05-17,45,185
2011-05-17,24,146
2011-05-18,56,194
2011-05-18,39,195
2011-05-19,63,222
2011-05-19,34,183
2011-05-20,50,181
2011-05-20,36,181
2011-05-21,62,228
2011-05-21,47,211
2011-05-22,63,232
2011-05-22,44,213
2011-05-23,63,244
2011-05-23,42,214
2011-05-24,68,249
2011-05-24,40,208
2011-05-25,64,234
2011-05-25,33,190
2011-05-26,64,231
2011-05-26,41,208
2011-05-27,80,261
2011-05-27,34,177
2011-05-28,65,232
2011-05-28,43,234
2011-05-29,69,250
2011-05-29,38,222
2011-05-30,70,256
2011-05-30,43,229
2011-05-31,66,246
2011-05-31,46,234
2011-06-01,66,243
2011-06-01,42,228
2011-06-02,69,266
2011-06-02,72,228
2011-06-03,81,253
2011-06-03,83,289
2011-06-04,83,271
2011-06-04,97,291
2011-06-05,80,279
2011-06-05,92,300
2011-06-06,89,279
2011-06-06,66,279
2011-06-07,70,235
2011-06-07,59,250
2011-06-08,71,256
2011-06-08,57,234
2011-06-09,77,258
2011-06-09,95,266
2011-06-10,90,273
2011-06-10,93,261
2011-06-11,93,258
2011-06-11,88,264
2011-06-12,80,269
2011-06-12,80,273
2011-06-13,84,273
2011-06-13,70,256
2011-06-14,81,263
2011-06-14,72,238
2011-06-15,84,266
2011-06-15,75,263
2011-06-16,83,267
2011-06-16,95,275
2011-06-17,89,273
2011-06-17,69,250
2011-06-18,74,246
2011-06-18,69,250
2011-06-19,76,253
2011-06-19,69,250
2011-06-20,75,256
2011-06-20,73,247
2011-06-21,82,263
2011-06-21,76,266
2011-06-22,77,263
2011-06-22,69,250
2011-06-23,76,258
2011-06-23,66,256
2011-06-24,74,256
2011-06-24,63,235
2011-06-25,73,247
2011-06-25,70,241
2011-06-26,82,255
2011-06-26,74,249
2011-06-27,79,259
2011-06-27,84,273
2011-06-28,89,274
2011-06-28,77,250
2011-06-29,79,252
2011-06-29,67,237
2011-06-30,77,249
2011-06-30,67,253
2011-07-01,77,252
2011-07-01,68,252
2011-07-02,85,261
2011-07-02,63,241
2011-07-03,89,271
2011-07-03,80,258
2011-07-04,81,263
2011-07-04,70,244
2011-07-05,80,258
2011-07-05,65,250
2011-07-06,81,256
2011-07-06,90,269
2011-07-07,90,269
2011-07-07,77,246
2011-07-08,90,240
2011-07-08,73,241
2011-07-09,89,253
2011-07-09,88,256
2011-07-10,82,255
2011-07-10,90,255
2011-07-11,83,256
2011-07-11,84,273
2011-07-12,85,258
2011-07-12,74,243
2011-07-13,82,249
2011-07-13,82,249
2011-07-14,93,246
2011-07-14,79,244
2011-07-15,78,249
2011-07-15,77,252
2011-07-16,86,267
2011-07-16,83,264
2011-07-17,95,276
2011-07-17,95,283
2011-07-18,98,286
2011-07-18,89,267
2011-07-19,92,274
2011-07-19,95,273
2011-07-20,87,259
2011-07-20,81,250
2011-07-21,81,253
2011-07-21,73,247
2011-07-22,81,250
2011-07-22,82,253
2011-07-23,84,256
2011-07-23,73,244
2011-07-24,78,250
2011-07-24,78,253
2011-07-25,82,258
2011-07-25,67,258
2011-07-26,82,255
2011-07-26,93,281
2011-07-27,83,263
2011-07-27,71,252
2011-07-28,78,244
2011-07-28,80,269
2011-07-29,84,259
2011-07-29,85,264
2011-07-30,85,238
2011-07-30,81,255
2011-07-31,93,258
2011-07-31,84,256
2011-08-01,87,252
2011-08-01,93,271
2011-08-02,89,267
2011-08-02,87,273
2011-08-03,82,249
2011-08-03,75,247
2011-08-04,85,238
2011-08-04,83,264
2011-08-05,90,266
2011-08-05,84,256
2011-08-06,86,271
2011-08-06,84,263
2011-08-07,79,235
2011-08-07,78,250
2011-08-08,85,256
2011-08-08,81,253
2011-08-09,79,246
2011-08-09,77,250
2011-08-10,82,249
2011-08-10,86,266
2011-08-11,78,253
2011-08-11,80,253
2011-08-12,84,256
2011-08-12,90,261
2011-08-13,85,258
2011-08-13,85,261
2011-08-14,82,255
2011-08-14,86,263
2011-08-15,88,264
2011-08-15,71,238
2011-08-16,89,256
2011-08-16,74,256
2011-08-17,85,247
2011-08-17,80,255
2011-08-18,84,253
2011-08-18,79,252
2011-08-19,81,253
2011-08-19,75,255
2011-08-20,81,256
2011-08-20,68,249
2011-08-21,79,249
2011-08-21,77,249
2011-08-22,89,271
2011-08-22,73,261
2011-08-23,85,259
2011-08-23,73,253
2011-08-24,86,256
2011-08-24,85,238
2011-08-25,90,255
2011-08-25,84,243
2011-08-26,87,252
2011-08-26,90,255
2011-08-27,93,249
2011-08-27,91,235
2011-08-28,93,253
2011-08-28,91,256
2011-08-29,95,259
2011-08-29,89,256
2011-08-30,93,267
2011-08-30,81,261
2011-08-31,88,269
2011-08-31,77,277
2011-09-01,89,271
2011-09-01,80,261
2011-09-02,94,273
2011-09-02,78,252
2011-09-03,93,286
2011-09-03,97,286
2011-09-04,84,266
2011-09-04,83,256
2011-09-05,90,261
2011-09-06,82,241
2011-09-06,95,269
2011-09-07,87,259
2011-09-07,92,266
2011-09-08,82,249
2011-09-08,68,235
2011-09-09,74,229
2011-09-09,68,235
2011-09-10,79,252
2011-09-10,75,247
2011-09-11,82,252
2011-09-11,88,247
2011-09-12,87,252
2011-09-12,78,247
2011-09-13,82,246
2011-09-13,67,253
2011-09-14,81,253
2011-09-14,77,266
2011-09-15,83,264
2011-09-15,84,266
2011-09-16,88,253
2011-09-16,65,224
2011-09-17,79,243
2011-09-17,72,246
2011-09-18,85,241
2011-09-18,71,225
2011-09-19,77,231
2011-09-19,65,235
2011-09-20,77,231
2011-09-20,91,250
2011-09-21,86,241
2011-09-21,65,202
2011-09-22,83,234
2011-09-22,63,211
2011-09-23,82,232
2011-09-23,58,210
2011-09-24,80,222
2011-09-24,63,218
2011-09-25,80,225
2011-09-25,56,210
2011-09-26,77,220
2011-09-26,54,205
2011-09-27,85,232
2011-09-27,55,213
2011-09-28,85,232
2011-09-28,93,264
2011-09-29,84,246
2011-09-29,93,240
2011-09-30,95,259
2011-09-30,84,266
2011-10-01,92,266
2011-10-01,81,256
2011-10-02,89,274
2011-10-02,95,276
2011-10-03,85,244
2011-10-03,62,231
2011-10-04,82,232
2011-10-04,71,234
2011-10-05,78,234
2011-10-05,56,229
2011-10-06,77,246
2011-10-06,60,208
2011-10-07,84,256
2011-10-07,62,234
2011-10-08,82,235
2011-10-08,57,218
2011-10-09,83,264
2011-10-09,58,243
2011-10-10,93,281
2011-10-10,53,244
2011-10-11,77,241
2011-10-11,92,295
2011-10-12,91,256
2011-10-13,81,250
2011-10-13,69,253
2011-10-14,90,282
2011-10-14,70,274
2011-10-15,87,269
2011-10-15,72,231
2011-10-16,91,250
2011-10-16,72,225
2011-10-17,87,252
2011-10-17,66,269
2011-10-18,91,244
2011-10-18,68,258
2011-10-19,84,259
2011-10-19,63,255
2011-10-20,93,261
2011-10-20,63,252
2011-10-21,83,222
2011-10-21,45,191
2011-10-22,80,210
2011-10-22,48,196
2011-10-23,74,186
2011-10-23,44,180
2011-10-24,72,189
2011-10-24,34,130
2011-10-25,62,165
2011-10-25,36,138
2011-10-26,60,149
2011-10-26,49,197
2011-10-27,55,162
2011-10-27,47,190
2011-10-28,77,220
2011-10-28,51,180
2011-10-29,64,191
2011-10-29,58,225
2011-10-30,62,182
2011-10-30,52,205
2011-10-31,70,185
2011-10-31,45,174
2011-11-01,75,197
2011-11-01,50,197
2011-11-02,72,195
2011-11-02,55,216
2011-11-03,69,184
2011-11-03,54,205
2011-11-04,66,164
2011-11-04,53,204
2011-11-05,66,178
2011-11-05,53,213
2011-11-06,65,179
2011-11-06,47,190
2011-11-07,76,191
2011-11-07,42,168
2011-11-08,77,193
2011-11-08,44,176
2011-11-09,74,179
2011-11-09,39,155
2011-11-10,80,188
2011-11-10,45,165
2011-11-11,77,179
2011-11-11,39,163
2011-11-12,69,183
2011-11-12,45,183
2011-11-13,73,183
2011-11-13,45,190
2011-11-14,79,202
2011-11-14,48,193
2011-11-15,86,200
2011-11-15,47,178
2011-11-16,77,179
2011-11-16,43,162
2011-11-17,55,126
2011-11-17,31,119
2011-11-18,60,133
2011-11-18,28,109
2011-11-19,63,144
2011-11-19,33,150
2011-11-20,70,160
2011-11-20,30,123
2011-11-21,73,158
2011-11-21,34,134
2011-11-22,76,161
2011-11-22,31,119
2011-11-23,77,147
2011-11-23,38,137
2011-11-24,77,153
2011-11-24,45,156
2011-11-25,92,169
2011-11-25,42,148
2011-11-26,80,170
2011-11-26,61,218
2011-11-27,72,206
2011-11-27,44,176
2011-11-28,81,235
2011-11-28,60,214
2011-11-29,83,222
2011-11-29,44,180
2011-11-30,81,204
2011-11-30,47,191
2011-12-01,83,225
2011-12-01,52,216
2011-12-02,86,216
2011-12-02,40,171
2011-12-03,76,158
2011-12-03,44,176
2011-12-04,69,160
2011-12-04,43,189
2011-12-05,81,183
2011-12-05,45,191
2011-12-06,88,190
2011-12-06,38,157
2011-12-07,86,174
2011-12-07,41,154
2011-12-08,77,158
2011-12-08,39,139
2011-12-09,84,155
2011-12-09,45,180
2011-12-10,81,167
2011-12-10,42,171
2011-12-11,80,152
2011-12-11,41,167
2011-12-12,90,169
2011-12-12,49,197
2011-12-13,86,178
2011-12-13,47,176
2011-12-14,84,165
2011-12-14,40,146
2011-12-15,86,152
2011-12-15,35,124
2011-12-16,87,143
2011-12-16,39,140
2011-12-17,87,145
2011-12-17,37,138
2011-12-18,85,139
2011-12-18,37,133
2011-12-19,93,141
2011-12-19,43,149
2011-12-20,98,148
2011-12-20,36,126
2011-12-21,93,145
2011-12-21,41,144
2011-12-22,98,152
