date,...SLP,..MSLP,..DBT,..WBT,..DPT,.RH,..VP,DD,FFF,AW,VV,Cl,A,Cm,A.1,Ch,A.2,Dl,Dm,Dh,TC,h,c,a,Ht,..R.F,.EVP,DW
2013-12-18,974.4,1009.5,22.6,16.8,12.4,53,144,0,0,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,NA,NA,NA
2013-12-19,974.9,1009.8,24.2,17.6,12.8,49,148,0,0,3,96,0,0,0,0,1,2,0,0,9,2,9,0,2,75,0,2.7,NA
2013-12-20,976.3,1011.3,24.2,17.6,12.8,49,149,14,6,3,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,2.6,NA
2013-12-21,977.1,1012.1,25,19.4,15.8,57,179,0,0,5,95,0,0,3,2,0,0,0,9,0,2,9,3,2,60,0,2.8,NA
2013-12-22,978.9,1013.9,24.6,18.4,14.1,52,161,14,6,5,96,8,2,3,3,0,0,9,9,0,5,5,6,2,20,0,2.7,NA
2013-12-23,980.8,1016,23.6,18.2,14.5,59,165,0,0,4,96,0,0,3,2,0,0,0,9,0,2,9,3,2,60,0,2.9,NA
2013-12-24,980.4,1015.5,25,18,15,47,170,5,6,6,95,0,0,0,0,1,4,0,0,9,4,9,0,4,70,0,2.4,NA
2013-12-25,980.3,1015.3,24.6,18,13.3,49,153,0,0,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,NA,NA,NA
2013-12-26,979.1,1014.2,24.4,18,13.5,50,155,0,0,5,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,2.4,NA
2013-12-27,977.9,1013.1,24,17.8,13.4,51,154,11,4,6,96,0,0,0,0,1,2,0,0,9,2,9,0,2,70,0,2.6,NA
2013-12-28,977.3,1012.3,25,19.4,15.8,57,179,0,0,3,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,2.4,NA
2013-12-29,977.5,1012.5,24.4,18.6,14.7,55,167,0,0,4,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,2.5,NA
2013-12-30,978,1013,24.8,18.8,15.1,56,171,9,6,5,96,5,1,0,0,0,0,9,0,0,1,5,6,1,20,0,2.4,NA
2013-12-31,979.1,1014.2,25,18.8,14.8,53,168,20,6,5,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,2.5,NA
2014-01-01,982.6,1018.7,17.4,16,15,86,170,32,4,1,94,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1,NA
2014-01-02,982.9,1018.8,18.2,16.4,15.1,82,171,36,4,2,94,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.1,NA
2014-01-03,983.2,1019.4,17,15.4,14.2,84,162,32,4,2,94,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.2,NA
2014-01-04,981.4,1017.3,18.4,15,12.3,68,143,5,4,1,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1,NA
2014-01-05,979.1,1015,18.4,16.4,15,81,170,34,6,1,94,0,0,3,1,0,0,0,9,0,1,9,3,1,60,0,1.2,NA
2014-01-06,979.4,1015.3,18.8,16.8,15.4,81,175,2,6,2,95,5,3,3,2,0,0,9,9,0,5,5,6,3,20,0,1,NA
2014-01-07,981.2,1017.3,17.8,13.6,9.9,60,122,2,6,4,95,0,0,0,0,1,2,0,0,9,2,9,0,2,75,0,1.2,NA
2014-01-08,981.8,1017.9,17.6,13.2,9.2,58,116,0,0,2,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.2,NA
2014-01-09,980.8,1016.7,18.6,17,15.9,84,181,0,0,1,93,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-01-10,979.3,1014.9,20.2,18.2,16.9,81,192,5,6,1,94,0,0,3,2,0,0,0,9,0,2,9,3,2,60,0,1.3,NA
2014-01-11,979.7,1015.6,19,18,17.4,90,199,11,4,2,94,0,0,3,2,2,1,0,9,9,3,9,3,2,60,0,1.5,NA
2014-01-12,983.8,1020,16.4,13.4,10.8,69,129,0,0,8,95,5,1,3,1,0,0,9,9,0,2,5,6,1,20,0,NA,NA
2014-01-13,983.7,1019.8,17.8,13.8,10.3,64,125,0,0,3,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,NA,NA
2014-01-14,981,1016.8,19.4,16.6,14.6,74,166,9,10,2,95,5,2,3,3,0,0,9,9,0,5,5,6,2,25,0,1.2,NA
2014-01-15,980.8,1016.5,19.6,17,15.2,76,173,11,4,1,95,0,0,0,0,2,2,0,0,9,2,9,0,2,70,0,1.2,NA
2014-01-16,981.4,1017.2,20,18.2,17.1,83,195,9,10,2,95,5,2,0,0,0,0,9,0,0,2,5,6,2,20,0,1.2,NA
2014-01-17,981.2,1016.9,20.2,18.6,17.6,85,201,9,12,4,95,5,1,3,4,0,0,9,9,0,5,5,6,1,25,0,1.3,NA
2014-01-18,981,1016.7,20.6,19.4,18.7,89,216,29,4,4,95,5,2,3,1,0,0,9,9,0,3,5,6,2,25,3.8,1.1,NA
2014-01-19,985.2,1021.3,18.8,16.2,14.3,75,163,2,4,4,95,0,0,3,2,2,2,0,9,9,4,9,3,2,60,0,1.4,NA
2014-01-20,984.2,1020.2,18.8,15.4,12.8,68,148,7,6,4,95,0,0,3,5,0,0,0,9,0,5,9,3,5,60,0,1.3,NA
2014-01-21,984.3,1020.1,20.2,18.4,17.3,83,197,5,4,1,94,0,0,3,5,0,0,0,9,0,5,9,3,5,60,0,1.2,NA
2014-01-22,981.9,1017.6,20.4,17.8,16.1,76,183,9,8,2,95,0,0,3,6,0,0,0,9,0,6,9,3,6,60,0,1.3,NA
2014-01-23,982.5,1018.3,19.6,17.8,16.6,83,189,5,6,2,94,5,2,3,3,0,0,9,9,0,5,5,6,2,25,0,1.2,NA
2014-01-24,982.1,1018,19,17.2,15.2,83,173,2,6,1,95,0,0,3,3,0,0,0,9,0,3,9,3,3,60,0,1.2,NA
2014-01-25,982.2,1018,19.4,16,13.5,68,155,5,6,3,95,0,0,3,1,0,0,0,9,0,1,9,3,1,60,0,1.1,NA
2014-01-26,982.6,1018.5,18.8,16.8,15.4,81,175,0,0,3,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.2,NA
2014-01-27,983.5,1019.5,18.8,15.4,12.8,68,148,7,6,4,95,0,0,0,0,1,4,0,0,9,4,9,0,4,75,0,1.1,NA
2014-01-28,982.9,1019,17.4,12.8,8.5,56,111,2,6,4,96,0,0,0,0,1,0,2,0,0,9,2,9,0,27,1.3,NA,NA
2014-01-29,982.6,1018.7,16.6,11.4,5.9,51,93,2,4,1,95,0,0,0,0,1,3,0,0,9,3,9,0,3,75,0,1,NA
2014-01-30,982.9,1019,17.2,12,6.7,50,98,2,4,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.1,NA
2014-01-31,983.5,1019.6,18,12.4,6.8,48,99,5,6,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.2,NA
2014-01-01,978.9,1013.9,24.8,18.6,14.4,52,164,11,4,4,96,5,1,0,0,0,0,9,0,0,1,9,6,1,25,0,2.6,NA
2014-01-02,979.8,1015,24,17.1,11.9,47,139,11,6,5,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,2.4,NA
2014-01-03,978.9,1013.8,25.6,18.4,13.4,47,154,0,0,5,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,2.4,NA
2014-01-04,976.9,1011.8,26,18.4,13,45,150,0,0,4,96,0,0,0,0,1,3,0,0,9,3,9,0,3,75,0,2.8,NA
2014-01-05,974.3,1009.1,25.8,20,16.4,56,186,0,0,6,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,2.7,NA
2014-01-06,977,1012,24.4,18,13.5,50,155,11,6,5,95,0,0,3,1,0,0,0,9,0,1,9,3,1,60,0,2.6,NA
2014-01-07,978,1013,24.4,19,15.5,57,176,9,4,5,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,2.5,NA
2014-01-08,977.7,1012.6,25.8,20,16.4,56,186,14,6,4,95,0,0,0,0,1,1,0,0,9,1,9,0,1,75,0,2.7,NA
2014-01-09,976.1,1010.8,26.2,20.4,16.9,56,193,0,0,5,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,2.6,NA
2014-01-10,975.9,1010.8,26,20.4,17,58,194,18,8,5,95,1,1,3,2,0,0,9,9,0,3,5,8,1,30,0,2.8,NA
2014-01-11,977.2,1012.1,26,19,14.3,48,163,27,4,6,96,0,0,0,0,1,2,0,0,9,2,9,0,2,75,0,NA,NA
2014-01-12,979.8,1015.1,23,18.6,15.7,64,178,9,6,6,95,5,2,3,3,0,0,9,9,0,5,5,6,2,20,NA,NA,NA
2014-01-13,978.4,1013.3,25.4,20,16.7,58,190,0,0,4,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,2.6,NA
2014-01-14,977.4,1012.2,26.8,20,15.7,51,178,18,4,6,96,0,0,3,2,0,0,0,9,0,2,9,3,2,60,0,2.8,NA
2014-01-15,977.9,1012.6,27.2,20,15.4,48,175,18,6,5,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,2.6,NA
2014-01-16,978.1,1012.9,27,20,15.6,50,177,18,6,5,96,8,2,0,0,1,1,9,0,9,3,5,6,1,25,0,2.5,NA
2014-01-17,976.5,1011.1,27.4,19.4,14,44,160,18,10,6,96,5,2,3,2,0,0,9,9,0,4,5,6,2,25,0,2.6,NA
2014-01-18,979.4,1014.6,24,18.6,15,57,170,34,10,4,96,8,3,3,3,0,0,9,9,0,6,5,6,1,20,0,2.5,NA
2014-01-19,981.5,1016.7,24.6,20,17.2,63,196,5,4,5,95,0,0,3,3,0,0,0,9,0,3,9,3,3,60,0,2.4,NA
2014-01-20,980.7,1015.6,26.6,20.4,16.6,54,189,9,6,6,95,5,1,3,2,0,0,9,9,0,3,5,6,1,25,0,2.7,NA
2014-01-21,979.5,1014.4,26.2,19.2,14.5,49,165,9,6,5,96,5,2,3,4,0,0,9,9,0,6,5,6,2,20,0,2.6,NA
2014-01-22,979.2,1014.2,25.6,19.4,15.4,53,175,9,6,5,96,5,2,3,4,0,0,9,9,0,6,5,6,2,25,0,2.5,NA
2014-01-23,979.7,1014.8,24.4,18.4,14.3,53,163,5,4,5,95,5,3,3,3,0,0,9,9,0,6,5,6,3,25,0,2.4,9.7
2014-01-24,979.6,1014.7,25,19,15,54,170,5,6,6,95,5,2,3,3,1,1,9,9,9,6,5,6,2,20,0,2.3,NA
2014-01-25,978.1,1012.9,26.5,18.8,13.5,45,155,0,0,6,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,2.6,NA
2014-01-26,979.1,1014.1,25.8,18,12.3,43,143,9,6,7,96,0,0,0,0,1,2,0,0,9,2,9,0,2,75,0,2.5,NA
2014-01-27,979.2,1014.2,25.8,16,7.3,31,102,5,6,6,96,0,0,0,0,1,1,0,0,9,1,9,0,1,75,0,2.5,NA
2014-01-28,978.8,1013.7,25.2,14.6,3.9,25,81,9,6,7,96,0,0,3,1,1,1,0,9,9,2,9,3,1,60,0,2.4,NA
2014-01-29,978.6,1013.5,25.6,15.2,5.2,27,88,0,0,5,96,0,0,0,0,1,3,0,0,9,3,9,0,3,75,0,2.5,NA
2014-01-30,979,1014.1,24.6,14.2,3.4,25,73,18,6,6,96,5,1,3,1,1,2,9,9,9,4,5,6,1,25,0,2.8,NA
2014-01-31,979.4,1014.5,24.8,15.4,6.8,32,99,11,4,6,96,0,0,0,0,1,2,0,0,9,2,9,0,2,75,0,2.6,NA
2014-02-01,982.2,1018.3,16.8,12,7.2,53,101,0,0,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.3,NA
2014-02-02,982,1017.9,18.6,13.4,8.6,52,112,0,0,1,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.1,NA
2014-02-03,979.4,1015.1,19.2,14,9.4,53,118,36,6,1,96,0,0,0,0,1,4,0,0,9,4,9,0,4,75,0,1.2,NA
2014-02-04,977.6,1013.2,19.6,14.4,9.9,54,122,36,6,1,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.6,NA
2014-02-05,976.7,1012.1,20.6,15.8,12.1,58,141,20,4,1,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.4,NA
2014-02-06,977.6,1013.1,21,16,12.1,57,141,2,4,1,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.4,NA
2014-02-07,977.1,1012.6,20.6,17,14.5,68,165,18,4,1,95,0,0,0,0,1,3,0,0,9,3,9,0,3,75,0,1.5,NA
2014-02-08,975.4,1011,19.8,16.6,14.3,71,163,0,0,1,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.4,NA
2014-02-09,974,1009.1,22.4,16.8,12.6,54,146,32,12,1,96,0,0,0,0,1,1,0,0,9,1,9,0,1,75,0,1.4,NA
2014-02-10,976.5,1012.1,19.4,15.4,12.3,62,143,36,6,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.2,NA
2014-02-11,975.5,1011.2,19,14.6,10.9,59,130,0,0,3,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.1,NA
2014-02-12,976.7,1012.3,19.6,14.4,9.9,54,122,2,6,4,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.3,NA
2014-02-13,976.1,1011.7,20,16.2,13.4,64,154,11,10,6,95,0,0,3,2,0,0,0,9,0,2,9,3,2,60,0,1.4,NA
2014-02-14,976.8,1011.9,23.4,19,16.2,64,184,23,14,7,96,5,2,3,2,0,0,9,9,0,4,5,6,2,25,0,1.3,NA
2014-02-15,975.9,1011.3,20.2,17.3,15.3,73,174,34,6,2,95,9,2,3,3,0,0,9,9,0,5,5,6,2,20,0,1.2,NA
2014-02-16,976.8,1012.5,18.6,14.4,10.9,61,130,5,14,6,96,5,2,3,3,0,0,9,9,0,5,5,6,2,20,0,1.4,NA
2014-02-17,982,1018.1,17.6,13.8,10.5,63,127,5,4,6,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.4,NA
2014-02-18,984.2,1020.2,18.6,12.2,5.6,42,91,2,6,3,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1,NA
2014-02-19,982,1018.3,16,11.8,7.6,58,104,0,0,3,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.1,NA
2014-02-20,979.1,1014.7,20.2,14.6,9.8,51,121,0,0,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.1,NA
2014-02-21,979.3,1014.9,20.6,16.6,13.7,65,157,0,0,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.2,NA
2014-02-22,979.4,1014.9,21.6,20.6,20.1,91,235,11,8,3,95,5,3,2,4,0,0,9,9,0,7,5,6,3,20,1.4,1,NA
2014-02-24,982.9,1018.7,19.6,18.8,18.3,92,210,2,4,9,94,7,3,3,3,0,0,9,9,0,6,4,7,2,12,0.7,1.1,NA
2014-02-25,982,1012.5,21.6,19,17.4,77,199,2,12,4,96,5,2,3,4,0,0,9,9,0,6,5,6,2,20,0,1.5,NA
2014-02-26,981.4,1017.1,20.6,18,18,76,206,9,12,8,96,5,2,3,3,0,0,9,9,0,5,5,6,2,25,0,1.1,NA
2014-02-27,979.4,1014.9,21.2,19.6,18.7,85,216,9,6,3,96,0,0,3,2,1,1,0,9,9,3,9,3,2,60,13.3,1,NA
2014-02-28,979,1014.7,19.4,18.2,17.4,88,199,18,12,4,96,3,3,3,4,0,0,9,9,0,7,5,6,3,20,5.2,1.2,NA
2014-02-01,979.4,1014.4,25.8,16,7.3,31,102,9,4,6,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,2.7,NA
2014-02-02,977.1,1011.9,27,17.2,9.3,33,117,0,0,4,96,0,0,0,0,1,2,0,0,9,2,9,0,2,75,0,2.9,NA
2014-02-03,975,1009.5,28.4,16,9.9,32,100,0,0,4,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,3,NA
2014-02-04,973,1007.3,29.2,19,11.6,34,137,9,4,4,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,3.1,NA
2014-02-05,973.3,1007.7,28.6,19,12.2,36,142,11,12,5,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,3.2,NA
2014-02-06,973.1,1007.4,30,19.8,12.8,35,148,9,4,5,96,5,1,3,2,0,0,9,9,0,3,5,6,1,20,0,3.3,NA
2014-02-07,972.2,1006.3,30.6,20.2,13.2,35,152,20,8,6,96,1,1,3,2,0,0,9,9,0,3,5,8,1,25,0,3.4,NA
2014-02-08,971.4,1005.6,30,20.8,15,40,170,0,0,4,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,3.3,NA
2014-02-09,971.3,1005.5,29.2,16.8,5.6,22,91,27,12,7,96,0,0,0,0,1,2,0,0,9,2,9,0,2,75,0,3.2,NA
2014-02-10,971.4,1005.8,28.4,16.8,6.6,25,97,23,10,5,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,3.1,NA
2014-02-11,972,1006.4,28.4,18.2,10.4,33,126,23,4,4,96,0,0,3,2,0,0,0,9,0,2,9,3,2,60,0,3,NA
2014-02-12,972.8,1007.3,27.6,19.4,13.9,43,159,9,4,8,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,3.1,NA
2014-02-13,973.5,1008.1,28,21,16.8,51,191,18,12,9,96,5,1,3,5,0,0,9,9,0,6,5,6,1,25,0,3,NA
2014-02-14,972.4,1006.9,28,20,14.8,45,168,23,12,9,96,8,2,3,2,0,0,9,9,0,4,5,6,2,20,0,2.9,NA
2014-02-15,971.6,1006.1,27.4,18.8,12.7,40,147,27,10,6,96,8,3,0,0,0,0,9,0,0,3,5,6,1,25,0,3.2,NA
2014-02-16,974.7,1009.5,25.2,17.8,12.4,45,144,0,0,6,96,5,2,3,2,0,0,9,9,0,4,5,6,2,25,0,3,NA
2014-02-17,979.2,1014.4,24,15.4,7.8,35,106,0,0,8,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,2.6,NA
2014-02-18,979.4,1014.5,24.5,16.4,9.8,39,121,11,6,4,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,2.7,NA
2014-02-19,977,1011.7,27,18,11.2,37,133,9,6,5,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,3,NA
2014-02-20,975.3,1009.7,30,20,13.3,36,153,0,0,4,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,3.4,NA
2014-02-21,974.4,1008.7,29.6,22.8,19.2,54,222,18,10,6,96,0,0,0,0,2,4,0,0,9,4,9,0,4,75,0,3.2,NA
2014-02-22,975.1,1009.6,28.6,23.4,20.8,63,246,0,0,7,96,9,2,3,3,0,0,9,9,0,5,5,6,1,20,0,3,NA
2014-02-23,978.1,1013.7,20,19.2,18.7,92,216,7,10,7,95,9,5,7,2,0,0,9,9,0,7,4,7,2,10,1,2.8,NA
2014-02-24,978.4,1013.1,27.2,22.8,20.5,67,241,5,10,14,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,NA,NA
2014-02-25,976.8,1011.2,30,23.6,20.3,56,238,9,10,7,96,1,1,0,0,0,0,9,0,0,1,5,8,1,25,0,3.1,NA
2014-02-26,975.5,1010,28.4,22.8,19.9,60,233,9,10,9,96,8,2,3,2,0,0,9,9,0,4,5,6,1,20,0,3.2,NA
2014-02-27,973.5,1007.8,29.4,22,17.8,50,204,36,18,6,95,9,4,7,3,0,0,9,9,0,7,5,6,4,20,0,3.2,NA
2014-02-28,974.1,1008.9,25.2,20.4,17.5,62,200,7,4,5,96,9,4,3,3,0,0,9,9,0,7,5,6,2,20,2.6,2.6,NA
2014-03-01,978.5,1014,20.6,19.8,19.3,92,224,9,8,4,95,9,4,3,3,0,0,9,9,0,7,5,6,4,20,11.4,1.4,NA
2014-03-02,980.7,1016.4,20,17.2,15.3,74,174,36,8,2,96,0,0,3,2,0,0,0,9,0,2,9,3,2,60,0,1,NA
2014-03-03,981.2,1017,19.4,15.4,12.3,62,143,2,10,5,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.1,NA
2014-03-04,984,1020.2,16.8,16.6,16.5,98,188,20,10,5,94,9,6,2,2,9,9,8,4,7,2,12,5,1.2,NA,NA,NA,NA
2014-03-05,981.7,1017.6,19,17.4,16.3,84,185,9,6,2,96,0,0,3,1,0,0,0,9,0,1,9,3,1,60,0,1.2,NA
2014-03-06,981.4,1017.2,20,19,18.4,91,211,2,4,3,95,9,4,7,3,0,0,9,9,0,7,4,6,4,15,0,1,NA
2014-03-07,981.7,1017.2,21.2,19.2,18.2,82,209,9,8,2,95,9,3,3,3,0,0,9,9,0,6,5,6,2,20,0,1.2,NA
2014-03-08,982.1,1017.5,23,19,16.5,67,188,7,4,2,96,0,0,3,2,0,0,0,9,0,2,9,3,2,60,0,1.4,NA
2014-03-09,982,1017.5,21.6,18.8,17.1,75,195,25,6,2,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.2,NA
2014-03-10,982.1,1017.8,21,18.8,17.4,80,199,27,4,3,96,5,2,3,4,0,0,9,9,0,6,5,6,2,20,0.1,1.4,NA
2014-03-11,981.1,1016.8,20.8,19.5,18.7,88,216,0,0,2,95,9,3,3,4,0,0,9,9,0,7,5,6,3,20,0,1.2,NA
2014-03-12,980.3,1015.4,24.4,21.2,19.4,74,225,0,0,2,95,5,2,3,4,0,0,9,9,0,6,5,6,2,20,0,1,NA
2014-03-13,979.5,1015.1,21,20,19.4,91,225,18,14,3,96,9,3,3,4,0,0,9,9,0,7,5,6,3,20,7.3,1.3,NA
2014-03-14,980.2,1015.3,25,20.4,17.7,64,202,2,8,2,96,0,0,3,1,1,1,0,9,9,2,9,3,2,60,0,1.3,NA
2014-03-15,981.1,1016.2,26,20.8,17.8,60,204,9,8,2,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.4,NA
2014-03-16,982.2,1017.1,26.2,21.2,18.4,62,211,0,0,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.2,NA
2014-03-17,980.5,1015.3,27.4,22,19,60,220,5,4,1,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.6,NA
2014-03-18,979.6,1014.3,28,22,18.7,57,216,27,6,1,96,0,0,3,1,0,0,0,9,0,1,9,3,1,60,0,1.4,NA
2014-03-19,978.7,1013.4,27.2,20.2,15.8,50,179,36,8,2,96,0,0,3,2,0,0,0,9,0,2,9,3,2,60,0,1.5,NA
2014-03-20,977.8,1012.6,26.2,18.4,12.9,44,149,36,4,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.4,NA
2014-03-21,975.9,1010.6,26.4,18.4,12.7,43,147,34,6,1,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.5,NA
2014-03-22,973.9,1008.5,27.6,18,10.7,35,129,32,12,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.6,NA
2014-03-23,975.3,1010,27,19.2,13.9,45,159,36,6,1,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.7,NA
2014-03-24,977,1011.5,28.4,19.4,13.2,39,152,9,6,3,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.4,NA
2014-03-25,976.8,1011.5,26.4,22.6,20.6,71,243,2,4,4,95,8,3,3,2,0,0,9,9,0,5,5,6,2,20,1.4,1.3,NA
2014-03-26,976.5,1011,28.8,22.4,18.9,55,218,9,4,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.6,NA
2014-03-27,976.4,1010.8,29.6,23.6,20.6,58,243,20,10,2,95,0,0,3,2,0,0,0,9,0,2,9,3,2,60,0,1.8,NA
2014-03-28,976.3,1010.3,28.8,22,18.4,55,210,23,8,2,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,NA,NA
2014-03-29,975.9,1010.1,30.4,21.8,16.8,44,191,2,10,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.8,NA
2014-03-30,975.6,1009.8,30.2,20.6,14.4,38,164,34,6,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.7,NA
2014-03-31,974.6,1009,29,19,11.8,35,138,2,8,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.9,NA
2014-03-01,975,1009.8,25.8,22.2,20.3,72,243,14,8,5,96,8,4,3,2,0,0,9,9,0,6,5,6,2,20,0,2.5,NA
2014-03-02,976.6,1011.3,26.8,19.8,15.3,49,174,2,10,6,96,1,2,3,1,0,0,9,9,0,3,5,8,2,25,0,2.8,NA
2014-03-03,976.3,1011,27,19.4,14.3,46,163,9,8,7,96,0,0,0,0,1,4,0,0,9,4,9,0,4,75,0,3,NA
2014-03-04,978.4,1013.6,24,20.2,18,69,206,20,8,5,95,5,1,0,0,0,0,9,9,0,1,5,6,1,20,8.8,2.8,NA
2014-03-05,977,1011.7,26.6,22,19.5,65,227,11,8,4,96,5,2,0,0,1,2,9,0,9,4,5,6,2,20,0,2.7,NA
2014-03-06,977.6,1012.6,24.6,20.2,17.5,65,200,16,10,6,96,0,0,3,4,0,0,0,9,0,4,9,3,4,60,0,2.3,NA
2014-03-07,977.6,1012.3,28,21.4,17.6,53,201,14,6,4,96,1,2,3,1,0,0,9,9,0,3,5,8,2,30,0,2.8,NA
2014-03-08,978.3,1013.2,26,21.2,18.5,63,213,36,6,5,96,9,3,3,4,0,0,9,9,0,7,5,6,3,20,0,2.8,NA
2014-03-09,976.3,1010.9,27.8,22.2,19.2,59,222,18,8,5,96,8,4,3,2,0,0,9,9,0,6,5,6,3,20,0,3,NA
2014-03-10,976.3,1010.9,27.8,22.2,19.2,59,222,20,10,5,96,9,3,3,3,0,0,9,9,0,6,5,6,2,20,0,3.1,NA
2014-03-11,976.5,1010.9,29.6,23.4,20.2,57,237,18,6,5,96,8,2,3,3,0,0,9,9,0,5,5,6,2,20,0,3.2,NA
2014-03-12,976.4,1010.8,29.4,23.6,20.7,59,244,18,16,6,96,9,3,3,3,0,0,9,9,0,6,5,6,3,20,0,3,NA
2014-03-13,976,1010.2,31.4,22.2,16.9,42,192,18,10,5,96,9,4,0,0,0,0,9,0,0,4,5,6,2,20,0,2.9,NA
2014-03-14,975.3,1009.5,31.4,23.8,19.9,51,232,27,6,4,96,9,4,3,1,0,0,9,9,0,5,5,6,2,20,0,3.4,NA
2014-03-15,977.6,1011.7,33,23.4,18.2,42,209,36,4,4,96,9,5,3,2,0,0,9,9,0,7,4,6,2,15,0,3.6,NA
2014-03-16,977.1,1011.1,33.6,23.6,18.2,40,209,23,10,4,96,8,2,0,0,0,0,9,0,0,2,5,6,1,20,0,3.6,NA
2014-03-17,975.5,1009.5,32.8,23.4,18.3,42,210,23,6,4,96,8,2,3,2,0,0,9,9,0,4,5,4,6,12,0,3.2,NA
2014-03-18,975.1,1008.8,35.2,22.4,14.6,29,166,29,10,4,96,1,2,0,0,0,0,9,0,0,2,5,8,2,25,0,3.4,NA
2014-03-19,974.4,1008.1,34.6,22.6,15.5,32,176,25,10,6,96,5,1,3,2,0,0,9,9,0,3,5,6,1,20,0,3.6,NA
2014-03-20,973.2,1006.9,34.6,22,14.2,29,162,5,8,4,96,5,1,3,1,0,0,9,9,0,2,5,6,1,20,0,3.4,NA
2014-03-21,970.3,1003.9,34.6,22.2,14.6,31,166,27,10,5,96,0,0,3,2,0,0,0,9,0,2,9,3,2,60,0,3.6,NA
2014-03-22,969.6,1003.1,35.4,22,13.5,27,155,27,14,9,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,3.8,NA
