Min Price onion,Max Price onion,Modal Price onion,Price Date
2000,2375,2187,2010/11/13
1750,2100,1925,2010/11/13
2000,2125,2062,2010/11/14
1750,2000,1875,2010/11/14
1500,2000,1750,2010/11/15
1500,2000,1750,2010/11/15
1625,2000,1812,2010/11/16
1500,1875,1687,2010/11/16
1750,2000,1875,2010/11/18
1625,1875,1750,2010/11/18
2000,2187,2093,2010/11/20
1625,1875,1750,2010/11/20
1750,2000,1875,2010/11/21
1500,2000,1750,2010/11/21
1750,2000,1875,2010/11/22
1500,2000,1750,2010/11/22
1875,2125,2000,2010/11/23
1875,2000,1937,2010/11/23
1750,2000,1875,2010/11/24
1875,2312,2093,2010/11/24
1750,2125,1937,2010/11/25
1875,2250,2062,2010/11/25
2000,2375,2187,2010/11/27
1875,2000,1937,2010/11/27
2000,2500,2250,2010/11/28
1750,2375,2062,2010/11/28
2000,2500,2250,2010/11/29
1750,2375,2062,2010/11/29
2000,2500,2250,2010/11/30
2000,2125,2062,2010/11/30
2000,2500,2250,2010/12/01
2000,2125,2062,2010/12/01
2000,2500,2250,2010/12/02
2000,2125,2062,2010/12/02
1875,2375,2125,2010/12/04
1500,2000,1750,2010/12/04
1500,2250,1875,2010/12/05
1375,2000,1687,2010/12/05
1500,2250,1875,2010/12/06
1375,2000,1687,2010/12/06
2000,2750,2375,2010/12/07
1500,2250,1875,2010/12/07
1750,3000,2375,2010/12/08
2000,2500,2250,2010/12/08
1500,2875,2178,2010/12/09
1750,2500,2125,2010/12/09
1875,2750,2312,2010/12/11
1500,2000,1750,2010/12/11
2250,2875,2562,2010/12/12
1750,2500,2125,2010/12/12
2250,2875,2562,2010/12/13
1750,2500,2125,2010/12/13
2375,3250,2812,2010/12/14
2000,2750,2375,2010/12/14
2000,4500,3250,2010/12/15
1875,3250,2562,2010/12/15
2000,4750,3375,2010/12/16
1875,3250,2562,2010/12/16
3000,4500,3750,2010/12/19
2500,3500,3000,2010/12/19
3250,4500,3875,2010/12/20
2250,4000,3125,2010/12/20
2500,4500,3500,2010/12/21
2375,4250,3312,2010/12/21
2750,5125,3937,2010/12/22
2375,4375,3375,2010/12/22
2250,3000,2625,2010/12/25
2000,3000,2500,2010/12/25
2250,3000,2625,2010/12/26
2000,3000,2500,2010/12/26
2250,3000,2625,2010/12/27
2000,3000,2500,2010/12/27
2500,3750,3125,2010/12/28
2000,3500,2750,2010/12/28
2500,3500,3000,2010/12/29
2000,3250,2625,2010/12/29
2000,3250,2625,2010/12/30
2250,3500,2875,2010/12/30
2500,3500,3000,2011/01/01
2000,3000,2500,2011/01/01
2000,3500,2750,2011/01/02
2500,4000,3250,2011/01/02
2500,4000,3250,2011/01/03
3000,4000,3500,2011/01/03
2500,3250,2875,2011/01/04
3500,4250,3875,2011/01/04
2500,3500,3000,2011/01/05
2000,3750,2875,2011/01/05
2500,3250,2875,2011/01/06
3000,4250,3625,2011/01/06
2500,3250,2875,2011/01/08
2000,3625,2812,2011/01/08
2500,3500,3000,2011/01/09
3000,4000,3500,2011/01/09
2500,3500,3000,2011/01/10
3000,4000,3500,2011/01/10
2500,3250,2875,2011/01/11
2500,3750,3125,2011/01/11
3000,3250,3125,2011/01/12
2500,4000,3250,2011/01/12
3000,3250,3125,2011/01/15
3000,3500,3250,2011/01/15
2500,3000,2750,2011/01/18
2250,3500,2875,2011/01/18
2500,3375,2937,2011/01/19
2250,3000,2625,2011/01/20
2500,2750,2625,2011/01/20
2000,3250,2625,2011/01/22
2000,2500,2250,2011/01/22
2000,2500,2250,2011/01/23
2500,3000,2750,2011/01/23
1500,2000,1750,2011/01/24
1500,2000,1750,2011/01/24
1375,1875,1625,2011/01/25
1375,1875,1625,2011/01/25
1375,1500,1437,2011/01/27
1250,1750,1500,2011/01/27
1375,1500,1438,2011/01/29
1250,1750,1500,2011/01/29
1250,1500,1375,2011/01/30
1750,2000,1875,2011/01/30
1250,1500,1375,2011/01/31
1750,2000,1875,2011/01/31
1250,1500,1375,2011/02/01
1750,2000,1875,2011/02/01
1250,1500,1375,2011/02/02
1250,1750,1500,2011/02/02
1375,1500,1437,2011/02/03
1375,1625,1500,2011/02/03
1125,1500,1312,2011/02/05
1250,1750,1500,2011/02/05
1125,1375,1250,2011/02/06
1125,1750,1437,2011/02/06
1125,1375,1250,2011/02/07
1125,1625,1375,2011/02/07
1000,1250,1125,2011/02/08
1125,1375,1250,2011/02/08
1125,1250,1187,2011/02/09
875,1125,1000,2011/02/09
1125,1250,1187,2011/02/10
875,1125,1000,2011/02/10
1125,1250,1188,2011/02/12
875,1125,1000,2011/02/12
1000,1312,1156,2011/02/13
1000,1250,1125,2011/02/13
1000,1250,1125,2011/02/14
1000,1312,1156,2011/02/14
1000,1250,1125,2011/02/15
875,1250,1062,2011/02/15
1000,1150,1075,2011/02/17
1000,1250,1125,2011/02/17
875,1125,1000,2011/02/19
1000,1250,1125,2011/02/19
875,1125,1000,2011/02/20
875,1250,1062,2011/02/20
1000,1125,1062,2011/02/21
1000,1250,1125,2011/02/21
875,1125,1000,2011/02/22
875,1125,1000,2011/02/22
1000,1125,1062,2011/02/23
950,1125,1037,2011/02/23
1000,1100,1050,2011/02/24
750,1000,875,2011/02/24
875,1125,1000,2011/02/26
750,875,812,2011/02/26
875,1150,1012,2011/02/27
750,1125,937,2011/02/27
875,1125,1000,2011/02/28
750,875,812,2011/02/28
875,1125,1000,2011/03/01
625,875,750,2011/03/01
1000,1125,1062,2011/03/02
625,900,762,2011/03/02
1000,1250,1125,2011/03/03
625,875,750,2011/03/03
1000,1200,1100,2011/03/05
700,800,750,2011/03/05
1000,1150,1075,2011/03/06
625,750,687,2011/03/06
975,1200,1087,2011/03/08
625,700,662,2011/03/08
625,750,687,2011/03/09
425,600,512,2011/03/09
625,750,687,2011/03/10
425,600,512,2011/03/10
625,750,687,2011/03/12
500,625,562,2011/03/12
675,850,762,2011/03/13
525,625,575,2011/03/13
700,800,750,2011/03/14
550,600,575,2011/03/14
700,850,775,2011/03/15
500,650,575,2011/03/15
625,800,712,2011/03/16
550,600,575,2011/03/16
700,850,775,2011/03/17
550,650,600,2011/03/17
750,875,812,2011/03/19
500,650,575,2011/03/19
625,875,750,2011/03/21
500,625,562,2011/03/21
700,875,787,2011/03/22
500,625,562,2011/03/22
700,875,785,2011/03/23
450,600,525,2011/03/23
625,850,737,2011/03/24
500,650,575,2011/03/24
625,875,750,2011/03/26
500,625,562,2011/03/26
600,850,725,2011/03/27
450,650,550,2011/03/27
600,850,725,2011/03/28
450,650,550,2011/03/28
500,800,650,2011/03/29
450,600,525,2011/03/29
450,800,625,2011/03/31
450,550,500,2011/03/31
450,800,625,2011/04/02
450,550,500,2011/04/02
625,700,662,2011/04/03
500,625,562,2011/04/03
625,750,687,2011/04/04
500,625,562,2011/04/04
625,750,687,2011/04/05
500,625,562,2011/04/05
625,750,687,2011/04/06
550,625,587,2011/04/06
625,750,687,2011/04/07
550,625,587,2011/04/07
500,800,650,2011/04/09
500,700,600,2011/04/09
450,650,550,2011/04/10
500,575,537,2011/04/10
450,650,550,2011/04/11
500,575,537,2011/04/11
450,575,512,2011/04/13
500,600,550,2011/04/13
450,575,512,2011/04/14
500,675,587,2011/04/14
450,500,475,2011/04/16
500,550,525,2011/04/16
425,575,500,2011/04/17
450,575,512,2011/04/17
400,575,487,2011/04/18
425,575,500,2011/04/18
400,550,475,2011/04/19
425,575,500,2011/04/19
400,550,475,2011/04/20
425,575,500,2011/04/20
400,550,475,2011/04/21
425,575,500,2011/04/21
400,550,475,2011/04/23
425,575,500,2011/04/23
400,550,475,2011/04/24
425,575,500,2011/04/24
350,600,475,2011/04/25
350,575,462,2011/04/25
500,550,525,2011/04/26
450,500,475,2011/04/26
500,550,525,2011/04/27
450,500,475,2011/04/27
375,500,437,2011/04/28
500,550,525,2011/04/28
375,450,412,2011/04/30
425,550,487,2011/04/30
375,500,437,2011/05/01
450,600,525,2011/05/01
450,550,500,2011/05/03
375,450,412,2011/05/03
375,450,412,2011/05/04
450,550,500,2011/05/04
350,450,400,2011/05/09
450,500,475,2011/05/09
350,425,387,2011/05/10
400,525,462,2011/05/10
350,400,375,2011/05/11
450,525,487,2011/05/11
350,450,400,2011/05/12
400,550,475,2011/05/12
350,475,412,2011/05/14
400,575,487,2011/05/14
375,450,412,2011/05/15
450,550,500,2011/05/15
375,450,412,2011/05/16
450,550,500,2011/05/16
500,550,525,2011/06/08
500,650,575,2011/06/08
475,550,512,2011/06/09
450,650,475,2011/06/09
480,550,517,2011/06/11
450,660,555,2011/06/11
500,700,600,2011/06/12
625,750,687,2011/06/12
500,700,600,2011/06/13
625,750,678,2011/06/13
500,700,600,2011/06/14
625,750,687,2011/06/14
450,750,600,2011/06/15
625,725,675,2011/06/15
725,750,737,2011/06/16
675,725,700,2011/06/16
725,750,737,2011/06/18
675,725,700,2011/06/18
625,675,650,2011/06/19
625,700,662,2011/06/19
625,675,650,2011/06/20
600,750,675,2011/06/20
500,650,575,2011/06/21
500,700,600,2011/06/21
500,725,612,2011/06/22
500,875,687,2011/06/22
550,650,600,2011/06/23
500,750,625,2011/06/23
550,650,600,2011/06/25
500,750,625,2011/06/25
625,750,687,2011/06/26
625,975,800,2011/06/26
625,750,687,2011/06/27
875,975,925,2011/06/27
650,775,712,2011/06/28
875,975,925,2011/06/28
625,750,678,2011/06/29
850,1000,925,2011/06/29
625,750,687,2011/06/30
800,1000,900,2011/06/30
625,750,687,2011/07/02
850,1000,925,2011/07/02
700,750,725,2011/07/03
800,875,837,2011/07/03
700,750,725,2011/07/04
800,875,837,2011/07/04
650,750,700,2011/07/05
800,875,837,2011/07/05
600,750,675,2011/07/06
850,975,912,2011/07/06
800,825,812,2011/07/07
925,1027,976,2011/07/07
725,800,762,2011/07/09
750,925,837,2011/07/09
750,850,800,2011/07/10
825,925,875,2011/07/10
800,900,850,2011/07/11
850,1000,925,2011/07/11
750,875,812,2011/07/12
625,950,787,2011/07/12
750,875,812,2011/07/13
625,975,800,2011/07/13
750,875,812,2011/07/14
625,975,800,2011/07/14
750,850,800,2011/07/16
600,975,787,2011/07/16
675,850,762,2011/07/17
675,975,825,2011/07/17
675,875,775,2011/07/18
625,950,787,2011/07/18
875,1062,968,2011/07/19
850,1000,925,2011/07/19
750,1100,925,2011/07/20
750,1125,937,2011/07/20
750,1050,900,2011/07/21
750,1100,925,2011/07/21
875,1125,1000,2011/07/23
750,1000,875,2011/07/23
875,1150,1012,2011/07/24
750,1050,900,2011/07/24
750,1000,875,2011/07/26
675,900,787,2011/07/26
750,1000,825,2011/07/27
675,900,787,2011/07/27
750,1050,900,2011/07/28
650,900,775,2011/07/28
750,1000,875,2011/07/30
650,900,775,2011/07/30
900,1025,962,2011/07/31
875,1000,937,2011/07/31
900,1025,962,2011/08/01
875,1000,937,2011/08/01
900,1025,962,2011/08/02
875,1000,937,2011/08/02
900,1025,962,2011/08/03
900,1000,950,2011/08/03
1000,1075,1035,2011/08/20
1250,1450,1350,2011/08/20
950,1075,1012,2011/08/21
1200,1450,1350,2011/08/21
950,1075,1012,2011/08/22
1200,1450,1350,2011/08/22
950,1200,1075,2011/08/23
1300,1375,1337,2011/08/23
950,1200,1075,2011/08/24
1200,1375,1287,2011/08/24
1000,1250,1125,2011/08/25
1125,1450,1287,2011/08/25
950,1250,1100,2011/08/27
1200,1450,1325,2011/08/27
950,1250,1100,2011/08/28
1125,1450,1287,2011/08/28
1000,1375,1187,2011/08/29
1125,1500,1312,2011/08/29
1000,1312,1156,2011/09/03
1125,1375,1250,2011/09/03
1125,1312,1218,2011/09/04
1250,1375,1312,2011/09/04
1000,1250,1125,2011/09/05
1125,1375,1250,2011/09/05
1250,1500,1375,2011/09/06
1125,1500,1312,2011/09/06
1250,1375,1312,2011/09/07
1125,1375,1250,2011/09/07
925,1125,1025,2011/09/08
1150,1375,1262,2011/09/08
1125,1300,1212,2011/09/10
625,1200,912,2011/09/10
1000,1300,1150,2011/09/11
750,1250,1000,2011/09/11
1125,1300,1212,2011/09/12
1000,1250,1125,2011/09/12
1125,1375,1250,2011/09/13
875,1125,1000,2011/09/13
750,1250,1000,2011/09/14
825,1125,975,2011/09/14
825,1125,1025,2011/09/15
900,1150,1025,2011/09/15
750,1500,1125,2011/09/17
750,1375,1062,2011/09/17
875,1250,1062,2011/09/18
875,1125,1000,2011/09/18
750,1300,1025,2011/09/19
750,1250,1000,2011/09/19
1125,1312,1218,2011/09/20
1200,1325,1262,2011/09/20
1150,1300,1225,2011/09/21
1200,1350,1275,2011/09/21
1125,1375,1250,2011/09/22
1125,1300,1212,2011/09/22
1375,1700,1537,2011/09/24
1250,1550,1400,2011/09/24
1375,1625,1500,2011/09/25
1125,1500,1312,2011/09/25
1375,1625,1500,2011/09/26
1125,1500,1312,2011/09/26
1125,1500,1312,2011/09/28
1125,1375,1250,2011/09/28
1125,1675,1400,2011/09/29
1000,1250,1187,2011/09/29
1125,1700,1412,2011/10/01
1125,1250,1187,2011/10/01
1125,1700,1412,2011/10/02
1125,1250,1187,2011/10/02
1125,1675,1400,2011/10/03
1000,1250,1187,2011/10/03
1000,1375,1178,2011/10/04
1000,1125,1062,2011/10/04
1125,1300,1212,2011/10/05
1125,1200,1162,2011/10/05
1125,1375,1250,2011/10/08
1125,1250,1187,2011/10/08
1125,1625,1375,2011/10/09
1000,1250,1125,2011/10/09
1150,1625,1387,2011/10/10
1050,1200,1125,2011/10/10
1375,1625,1500,2011/10/11
750,1375,1062,2011/10/11
1350,1650,1500,2011/10/12
875,1300,1087,2011/10/12
1300,1650,1475,2011/10/13
875,1250,1062,2011/10/13
1375,1875,1625,2011/10/15
1062,1250,1156,2011/10/15
1375,1875,1625,2011/10/16
1062,1250,1156,2011/10/16
1300,1650,1475,2011/10/17
875,1250,1062,2011/10/17
1350,1800,1575,2011/10/18
1000,1250,1125,2011/10/18
1375,1875,1625,2011/10/19
1000,1250,1125,2011/10/19
1350,1800,1575,2011/10/20
1000,1250,1125,2011/10/20
1125,1375,1250,2011/10/22
1125,1200,1162,2011/10/22
1125,1350,1250,2011/10/25
1050,1250,1150,2011/10/25
1250,1500,1375,2011/10/26
1125,1250,1187,2011/10/26
1125,1350,1250,2011/10/29
1050,1250,1150,2011/10/29
1125,1437,1281,2011/10/30
1000,1312,1156,2011/10/30
1050,1375,1212,2011/10/31
1125,1250,1187,2011/10/31
1050,1500,1275,2011/11/01
1125,1375,1250,2011/11/01
1050,1500,1275,2011/11/02
1125,1375,1250,2011/11/02
1062,1500,1225,2011/11/03
1000,1500,1250,2011/11/05
1125,1500,1312,2011/11/06
1000,1051,1025,2011/11/06
900,1125,1012,2011/11/08
875,1075,975,2011/11/08
875,1000,937,2011/11/21
625,800,712,2011/11/21
875,1000,937,2011/11/22
625,800,712,2011/11/22
875,1000,937,2011/11/23
625,800,712,2011/11/23
925,1300,1112,2011/11/26
600,1125,1012,2011/11/26
875,1250,1062,2011/11/27
875,1125,1000,2011/11/27
875,1125,1000,2011/11/28
850,1050,950,2011/11/28
875,1250,1062,2011/11/29
875,1125,1000,2011/11/29
600,1150,875,2011/11/30
500,950,725,2011/11/30
850,1125,990,2011/12/01
500,900,700,2011/12/01
500,1125,812,2011/12/03
500,900,700,2011/12/03
750,1125,937,2011/12/04
625,900,762,2011/12/04
875,1200,1037,2011/12/05
700,875,787,2011/12/05
875,1200,1037,2011/12/06
700,875,787,2011/12/06
875,1200,1037,2011/12/07
700,875,787,2011/12/07
875,1200,1037,2011/12/08
700,875,787,2011/12/08
875,1125,1000,2011/12/10
750,875,812,2011/12/10
1000,1125,1062,2011/12/11
750,875,812,2011/12/11
1000,1125,1062,2011/12/12
750,875,812,2011/12/12
875,1125,1000,2011/12/13
750,875,812,2011/12/13
650,812,731,2011/12/14
600,700,650,2011/12/14
650,875,762,2011/12/15
600,700,650,2011/12/15
650,875,762,2011/12/17
600,700,650,2011/12/17
750,875,812,2011/12/18
500,875,687,2011/12/18
625,800,712,2011/12/19
550,650,600,2011/12/19
625,750,687,2011/12/20
550,650,600,2011/12/20
600,625,612,2011/12/21
500,550,525,2011/12/21
600,625,612,2011/12/22
500,550,525,2011/12/22
600,625,612,2011/12/24
500,550,525,2011/12/24
875,1000,937,2011/12/25
600,675,637,2011/12/25
875,1000,937,2011/12/26
600,675,637,2011/12/26
875,1000,937,2011/12/27
600,675,637,2011/12/27
875,950,912,2011/12/28
625,700,662,2011/12/28
700,900,800,2011/12/29
500,650,575,2011/12/29
750,812,781,2011/12/31
450,550,500,2011/12/31
750,900,825,2012/01/01
450,550,500,2012/01/01
750,900,825,2012/01/02
450,550,500,2012/01/02
750,900,825,2012/01/03
450,550,500,2012/01/03
625,775,700,2012/01/15
375,500,437,2012/01/15
650,775,712,2012/01/16
350,525,437,2012/01/16
650,775,712,2012/01/17
350,525,437,2012/01/17
650,775,712,2012/01/18
350,525,437,2012/01/18
700,900,800,2012/01/19
450,500,475,2012/01/19
700,900,800,2012/01/21
450,500,475,2012/01/21
700,900,800,2012/01/22
450,500,475,2012/01/22
700,925,812,2012/01/23
450,525,487,2012/01/23
500,750,625,2012/01/24
350,525,437,2012/01/24
500,750,612,2012/01/25
350,525,437,2012/01/25
500,750,625,2012/01/28
350,525,437,2012/01/28
500,675,587,2012/01/29
375,450,412,2012/01/29
500,675,587,2012/01/30
375,450,412,2012/01/30
500,675,587,2012/01/31
375,450,412,2012/01/31
550,700,625,2012/02/01
450,500,475,2012/02/01
600,700,650,2012/02/02
450,525,487,2012/02/02
550,625,587,2012/02/04
400,500,450,2012/02/04
550,625,587,2012/02/06
400,500,450,2012/02/06
750,800,775,2012/02/07
425,500,462,2012/02/07
750,800,775,2012/02/08
425,500,462,2012/02/08
750,800,775,2012/02/09
425,500,462,2012/02/09
700,900,800,2012/02/12
450,550,500,2012/02/12
700,900,800,2012/02/13
450,550,500,2012/02/13
700,900,800,2012/02/14
450,550,500,2012/02/14
700,900,800,2012/02/15
450,550,500,2012/02/15
700,900,800,2012/02/18
450,550,500,2012/02/18
700,900,800,2012/02/20
450,550,500,2012/02/20
700,900,800,2012/02/21
450,550,500,2012/02/21
750,875,812,2012/02/23
375,562,468,2012/02/23
750,875,812,2012/02/25
375,562,468,2012/02/25
750,875,812,2012/02/26
375,562,468,2012/02/26
750,875,812,2012/02/27
375,562,468,2012/02/27
700,875,787,2012/02/28
450,550,500,2012/02/28
700,875,787,2012/02/29
450,550,500,2012/02/29
700,875,787,2012/03/01
450,550,500,2012/03/01
700,875,780,2012/03/03
450,550,500,2012/03/03
700,875,780,2012/03/04
450,550,500,2012/03/04
700,875,780,2012/03/05
450,550,500,2012/03/05
700,875,780,2012/03/06
450,550,500,2012/03/06
500,625,562,2012/03/07
350,450,400,2012/03/07
500,625,562,2012/03/10
350,450,400,2012/03/10
450,625,537,2012/03/11
450,625,537,2012/03/11
450,625,537,2012/03/12
400,500,450,2012/03/12
450,625,537,2012/03/13
400,500,450,2012/03/13
450,625,537,2012/03/14
400,500,450,2012/03/14
450,625,535,2012/03/19
450,525,487,2012/03/19
625,750,687,2012/03/20
475,500,487,2012/03/20
625,750,687,2012/03/21
475,500,487,2012/03/21
625,750,687,2012/03/22
475,500,487,2012/03/22
625,750,687,2012/03/24
475,500,487,2012/03/24
500,600,550,2012/03/25
475,500,487,2012/03/25
500,600,550,2012/03/26
475,500,487,2012/03/26
500,600,550,2012/03/27
475,500,487,2012/03/27
600,625,612,2012/03/28
500,575,537,2012/03/28
600,625,612,2012/03/31
500,575,537,2012/03/31
600,625,612,2012/04/02
500,575,537,2012/04/02
600,625,612,2012/04/03
500,575,537,2012/04/03
600,625,612,2012/04/04
500,575,537,2012/04/04
600,625,612,2012/04/05
500,575,537,2012/04/05
600,625,612,2012/04/07
500,575,537,2012/04/07
600,625,612,2012/04/08
500,575,537,2012/04/08
450,575,512,2012/04/09
450,600,525,2012/04/09
450,575,512,2012/04/10
450,600,525,2012/04/10
450,575,512,2012/04/11
450,600,525,2012/04/11
450,575,512,2012/04/14
450,600,525,2012/04/14
450,575,512,2012/04/15
450,600,525,2012/04/15
450,575,512,2012/04/16
450,600,525,2012/04/16
450,575,512,2012/04/17
450,600,525,2012/04/17
450,575,512,2012/04/18
450,600,525,2012/04/18
550,675,612,2012/04/21
550,650,600,2012/04/21
550,675,612,2012/04/22
550,650,600,2012/04/22
550,675,612,2012/04/23
550,650,600,2012/04/23
550,675,612,2012/04/24
550,650,600,2012/04/24
375,500,437,2012/04/25
375,550,462,2012/04/25
375,500,437,2012/04/28
375,550,462,2012/04/28
350,500,425,2012/04/30
375,550,462,2012/04/30
350,500,425,2012/05/02
375,550,462,2012/05/02
325,500,412,2012/05/03
350,550,450,2012/05/03
325,500,412,2012/05/05
350,550,450,2012/05/05
325,500,412,2012/05/07
350,550,450,2012/05/07
325,500,412,2012/05/08
350,550,450,2012/05/08
325,500,412,2012/05/09
350,550,450,2012/05/09
325,500,412,2012/05/12
350,550,450,2012/05/12
325,500,412,2012/05/13
350,550,450,2012/05/13
350,450,400,2012/05/14
450,500,475,2012/05/14
350,450,400,2012/05/15
450,500,475,2012/05/15
350,450,400,2012/05/16
450,500,475,2012/05/16
350,450,400,2012/05/17
450,500,475,2012/05/17
350,450,400,2012/05/19
450,500,475,2012/05/19
350,450,400,2012/05/20
450,500,475,2012/05/20
350,450,400,2012/05/21
450,500,475,2012/05/21
350,450,400,2012/05/22
450,500,475,2012/05/22
350,450,400,2012/05/23
450,500,475,2012/05/23
375,450,412,2012/05/26
375,450,412,2012/05/26
375,450,412,2012/05/27
375,450,412,2012/05/27
375,450,412,2012/05/28
375,450,412,2012/05/28
375,450,412,2012/05/29
375,450,412,2012/05/29
375,450,412,2012/05/30
375,450,412,2012/05/31
375,450,412,2012/05/31
375,450,412,2012/06/02
375,450,412,2012/06/02
380,450,415,2012/06/03
450,500,475,2012/06/03
450,500,475,2012/06/04
380,450,415,2012/06/05
450,500,475,2012/06/05
525,630,577,2012/06/06
450,500,475,2012/06/06
525,630,577,2012/06/07
450,500,475,2012/06/07
525,630,577,2012/06/09
450,500,475,2012/06/09
550,660,605,2012/06/12
500,615,557,2012/06/12
500,615,557,2012/06/14
550,650,600,2012/06/14
500,620,560,2012/06/16
500,600,550,2012/06/16
500,620,560,2012/06/17
550,600,550,2012/06/17
525,550,537,2012/06/18
550,625,587,2012/06/18
525,550,537,2012/06/19
550,625,587,2012/06/19
525,550,537,2012/06/20
550,625,587,2012/06/20
525,550,537,2012/06/21
550,625,587,2012/06/21
600,650,625,2012/06/23
600,675,637,2012/06/23
600,650,625,2012/06/24
600,675,637,2012/06/24
550,625,587,2012/06/25
587,650,618,2012/06/25
600,620,610,2012/06/26
630,640,635,2012/06/26
600,630,615,2012/06/27
630,660,645,2012/06/27
625,687,661,2012/06/30
575,700,675,2012/07/01
575,650,613,2012/07/02
650,700,675,2012/07/02
575,650,613,2012/07/03
650,700,675,2012/07/03
575,650,613,2012/07/04
650,700,675,2012/07/04
575,625,600,2012/07/07
625,675,650,2012/07/07
575,625,600,2012/07/08
625,675,650,2012/07/08
575,625,600,2012/07/09
625,675,650,2012/07/09
575,625,600,2012/07/10
625,675,650,2012/07/10
575,625,600,2012/07/11
625,675,650,2012/07/11
575,625,600,2012/07/12
625,675,650,2012/07/12
550,625,587,2012/07/14
550,625,587,2012/07/15
600,650,625,2012/07/15
550,625,587,2012/07/16
600,650,625,2012/07/16
550,625,587,2012/07/17
550,625,587,2012/07/17
550,600,575,2012/07/19
550,675,612,2012/07/19
550,675,612,2012/07/21
550,600,575,2012/07/22
550,675,612,2012/07/22
550,600,575,2012/07/23
550,675,612,2012/07/23
500,600,550,2012/07/24
650,675,662,2012/07/24
500,600,550,2012/07/25
650,675,662,2012/07/25
575,625,600,2012/08/05
650,675,662,2012/08/05
575,650,612,2012/08/06
650,700,675,2012/08/06
575,650,612,2012/08/07
650,700,675,2012/08/07
550,675,612,2012/08/08
700,775,737,2012/08/08
625,700,662,2012/08/09
750,800,775,2012/08/09
625,700,662,2012/08/11
750,800,775,2012/08/11
600,675,637,2012/08/12
700,800,750,2012/08/12
600,675,637,2012/08/13
700,800,750,2012/08/13
600,675,637,2012/08/16
700,800,750,2012/08/16
600,675,637,2012/08/19
700,800,750,2012/08/19
600,675,637,2012/08/21
700,800,750,2012/08/21
625,900,762,2012/08/22
600,950,775,2012/08/22
625,875,750,2012/08/23
600,900,750,2012/08/23
600,875,750,2012/08/25
625,900,750,2012/08/25
500,750,625,2012/08/26
500,800,650,2012/08/26
500,750,625,2012/08/27
500,800,650,2012/08/27
500,750,625,2012/08/28
500,800,650,2012/08/28
650,950,800,2012/08/29
625,800,712,2012/08/29
625,875,750,2012/09/01
600,700,650,2012/09/01
625,875,750,2012/09/02
600,700,650,2012/09/02
625,875,750,2012/09/03
600,700,650,2012/09/03
600,875,737,2012/09/04
625,700,662,2012/09/04
600,875,737,2012/09/05
625,700,662,2012/09/05
625,875,750,2012/09/08
500,750,625,2012/09/08
625,875,750,2012/09/09
500,750,625,2012/09/09
625,875,750,2012/09/10
500,750,625,2012/09/10
625,875,750,2012/09/11
500,750,625,2012/09/11
625,700,662,2012/09/12
500,750,625,2012/09/12
625,700,662,2012/09/13
500,750,625,2012/09/13
625,800,713,2012/09/15
550,700,625,2012/09/15
625,800,713,2012/09/16
550,700,625,2012/09/16
625,800,713,2012/09/17
550,700,625,2012/09/17
625,800,713,2012/09/18
550,700,625,2012/09/18
625,800,713,2012/09/19
550,700,625,2012/09/19
625,800,713,2012/09/20
550,700,625,2012/09/20
625,687,656,2012/09/22
650,750,700,2012/09/22
625,687,656,2012/09/23
650,750,700,2012/09/23
625,687,656,2012/09/24
650,750,700,2012/09/24
625,687,656,2012/09/25
650,750,700,2012/09/25
625,687,656,2012/09/26
650,750,700,2012/09/26
650,750,700,2012/09/29
625,700,662,2012/09/29
650,750,700,2012/09/30
625,700,662,2012/09/30
650,750,700,2012/10/01
625,700,662,2012/10/01
650,750,700,2012/10/02
625,700,662,2012/10/02
700,1000,850,2012/10/03
600,700,650,2012/10/03
700,1000,850,2012/10/04
600,700,650,2012/10/04
625,1000,812,2012/10/06
500,750,625,2012/10/06
625,1000,812,2012/10/07
500,750,625,2012/10/07
625,1000,812,2012/10/08
500,750,625,2012/10/08
625,800,712,2012/10/09
550,875,713,2012/10/09
625,800,712,2012/10/10
550,875,713,2012/10/10
625,800,712,2012/10/11
550,875,713,2012/10/11
750,875,812,2012/10/13
825,900,832,2012/10/13
750,875,812,2012/10/14
825,900,832,2012/10/14
750,1000,875,2012/10/16
900,1062,981,2012/10/16
750,1000,875,2012/10/17
900,1062,981,2012/10/17
750,1000,875,2012/10/18
900,1062,981,2012/10/18
1000,1250,1125,2012/10/20
750,1125,938,2012/10/20
1000,1250,1125,2012/10/21
750,1125,938,2012/10/21
750,1125,938,2012/10/22
1125,1375,1250,2012/10/23
1000,1200,1100,2012/10/23
1125,1375,1250,2012/10/25
1000,1200,1100,2012/10/25
1000,1500,1250,2012/10/28
1000,1375,1187,2012/10/28
1000,1500,1250,2012/10/29
1000,1375,1187,2012/10/29
1000,1500,1250,2012/10/30
1000,1375,1287,2012/10/30
1375,1625,1500,2012/10/31
1125,1500,1312,2012/10/31
1250,1750,1500,2012/11/03
1125,1625,1375,2012/11/03
1250,1750,1500,2012/11/04
1125,1625,1375,2012/11/04
1250,1750,1500,2012/11/05
1125,1625,1375,2012/11/05
1250,1600,1425,2012/11/06
1125,1500,1312,2012/11/06
1250,1375,1312,2012/11/07
1250,1325,1287,2012/11/07
1250,1312,1281,2012/11/08
1000,1312,1156,2012/11/08
1250,1312,1281,2012/11/10
1000,1312,1156,2012/11/10
1000,1625,1312,2012/11/11
1250,1375,1312,2012/11/11
1000,1625,1312,2012/11/12
