Modal Price cucumber,Date
1050,2011/03/24
850,2011/03/25
900,2011/03/25
700,2011/03/25
800,2011/03/26
850,2011/03/28
1000,2011/03/28
750,2011/03/28
800,2011/03/29
650,2011/03/29
800,2011/03/30
800,2011/03/30
600,2011/03/30
650,2011/03/31
900,2011/03/31
800,2011/03/31
650,2011/04/01
850,2011/04/01
600,2011/04/01
900,2011/04/02
1000,2011/04/03
1050,2011/04/03
650,2011/04/03
900,2011/04/04
900,2011/04/05
750,2011/04/05
850,2011/04/06
850,2011/04/06
650,2011/04/06
1050,2011/04/07
750,2011/04/07
650,2011/04/07
900,2011/04/08
800,2011/04/08
900,2011/04/08
750,2011/04/09
650,2011/04/09
750,2011/04/10
800,2011/04/10
800,2011/04/10
1000,2011/04/10
850,2011/04/11
950,2011/04/11
700,2011/04/11
700,2011/04/12
750,2011/04/12
750,2011/04/12
700,2011/04/13
700,2011/04/13
700,2011/04/13
750,2011/04/14
850,2011/04/14
600,2011/04/15
650,2011/04/15
850,2011/04/16
950,2011/04/17
550,2011/04/18
800,2011/04/18
700,2011/04/19
650,2011/04/19
500,2011/04/19
700,2011/04/20
550,2011/04/20
750,2011/04/21
500,2011/04/21
450,2011/04/22
750,2011/04/22
600,2011/04/22
750,2011/04/23
700,2011/04/24
600,2011/04/24
650,2011/04/25
550,2011/04/25
550,2011/04/26
650,2011/04/26
600,2011/04/26
400,2011/04/27
650,2011/04/27
350,2011/04/27
700,2011/04/28
350,2011/04/29
650,2011/04/29
500,2011/04/29
850,2011/04/30
500,2011/04/30
350,2011/05/02
800,2011/05/02
450,2011/05/02
350,2011/05/03
750,2011/05/03
550,2011/05/03
400,2011/05/04
750,2011/05/04
400,2011/05/05
750,2011/05/05
400,2011/05/06
800,2011/05/06
550,2011/05/06
900,2011/05/07
550,2011/05/07
450,2011/05/08
800,2011/05/08
500,2011/05/08
350,2011/05/09
750,2011/05/09
500,2011/05/09
400,2011/05/10
800,2011/05/10
500,2011/05/10
500,2011/05/11
750,2011/05/11
500,2011/05/11
400,2011/05/12
700,2011/05/12
450,2011/05/12
450,2011/05/13
500,2011/05/13
750,2011/05/14
700,2011/05/14
650,2011/05/15
850,2011/05/15
350,2011/05/16
1000,2011/05/16
500,2011/05/16
400,2011/05/17
900,2011/05/17
650,2011/05/17
400,2011/05/18
1150,2011/05/18
400,2011/05/18
450,2011/05/19
950,2011/05/19
550,2011/05/19
700,2011/05/20
550,2011/05/20
550,2011/05/21
500,2011/05/22
1150,2011/05/22
700,2011/05/23
550,2011/05/23
650,2011/05/24
650,2011/05/24
600,2011/05/25
1200,2011/05/25
550,2011/05/25
800,2011/05/26
1050,2011/05/26
550,2011/05/26
550,2011/05/27
1500,2011/05/29
600,2011/05/30
1500,2011/05/30
700,2011/05/30
750,2011/05/31
1450,2011/05/31
650,2011/05/31
750,2011/06/01
1350,2011/06/01
600,2011/06/01
650,2011/06/02
550,2011/06/03
650,2011/06/04
700,2011/06/05
1200,2011/06/05
700,2011/06/06
1350,2011/06/06
550,2011/06/06
1000,2011/06/07
1250,2011/06/07
700,2011/06/07
900,2011/06/08
950,2011/06/09
1250,2011/06/09
900,2011/06/09
1100,2011/06/10
650,2011/06/10
1150,2011/06/11
1200,2011/06/12
1400,2011/06/12
550,2011/06/12
1200,2011/06/13
1400,2011/06/13
800,2011/06/13
950,2011/06/14
950,2011/06/14
850,2011/06/15
800,2011/06/15
800,2011/06/16
1350,2011/06/16
1000,2011/06/16
950,2011/06/17
1200,2011/06/17
800,2011/06/17
1000,2011/06/18
800,2011/06/18
850,2011/06/19
1050,2011/06/19
1200,2011/06/19
850,2011/06/20
850,2011/06/20
900,2011/06/21
700,2011/06/21
750,2011/06/21
900,2011/06/22
750,2011/06/22
850,2011/06/23
750,2011/06/24
650,2011/06/24
900,2011/06/25
650,2011/06/26
800,2011/06/26
1050,2011/06/27
700,2011/06/28
930,2011/06/28
650,2011/06/29
750,2011/06/29
550,2011/06/30
1050,2011/06/30
750,2011/07/05
600,2011/07/06
800,2011/07/07
1150,2011/07/07
750,2011/07/07
750,2011/07/08
850,2011/07/08
800,2011/07/08
1000,2011/07/09
850,2011/07/09
1050,2011/07/10
600,2011/07/10
900,2011/07/11
1000,2011/07/11
800,2011/07/11
1050,2011/07/12
850,2011/07/12
900,2011/07/12
750,2011/07/13
850,2011/07/14
950,2011/07/14
850,2011/07/14
750,2011/07/15
800,2011/07/15
700,2011/07/15
950,2011/07/16
650,2011/07/16
850,2011/07/17
750,2011/07/17
850,2011/07/17
850,2011/07/18
750,2011/07/18
700,2011/07/19
600,2011/07/19
750,2011/07/19
650,2011/07/20
650,2011/07/20
550,2011/07/20
650,2011/07/21
650,2011/07/21
650,2011/07/22
800,2011/07/22
650,2011/07/22
700,2011/07/23
1000,2011/07/23
800,2011/07/24
850,2011/07/24
800,2011/07/26
800,2011/07/26
550,2011/07/27
550,2011/07/28
700,2011/07/28
550,2011/07/29
550,2011/07/29
400,2011/07/31
750,2011/07/31
650,2011/08/01
550,2011/08/02
550,2011/08/03
450,2011/08/04
500,2011/08/06
500,2011/08/07
600,2011/08/07
700,2011/08/08
400,2011/08/08
500,2011/08/09
500,2011/08/09
550,2011/08/10
550,2011/08/10
400,2011/08/10
550,2011/08/11
850,2011/08/11
500,2011/08/11
650,2011/08/12
550,2011/08/12
700,2011/08/13
400,2011/08/14
500,2011/08/14
550,2011/08/14
500,2011/08/16
480,2011/08/16
450,2011/08/16
500,2011/08/17
450,2011/08/17
450,2011/08/18
500,2011/08/19
600,2011/08/19
1250,2011/08/20
550,2011/08/21
450,2011/08/21
500,2011/08/22
500,2011/08/22
525,2011/08/23
550,2011/08/23
550,2011/08/24
550,2011/08/24
500,2011/08/25
450,2011/08/25
500,2011/08/26
450,2011/08/28
500,2011/08/29
500,2011/08/29
450,2011/08/29
500,2011/08/30
450,2011/08/30
500,2011/08/31
600,2011/09/01
500,2011/09/02
450,2011/09/02
550,2011/09/03
750,2011/09/04
800,2011/09/04
850,2011/09/05
350,2011/09/05
600,2011/09/06
650,2011/09/06
500,2011/09/06
550,2011/09/07
650,2011/09/07
650,2011/09/08
650,2011/09/08
550,2011/09/09
850,2011/09/09
500,2011/09/09
850,2011/09/10
850,2011/09/11
850,2011/09/13
650,2011/09/13
1600,2011/09/14
550,2011/09/14
900,2011/09/15
700,2011/09/15
700,2011/09/15
850,2011/09/16
850,2011/09/16
800,2011/09/17
850,2011/09/18
900,2011/09/18
1500,2011/09/19
750,2011/09/19
800,2011/09/19
650,2011/09/20
900,2011/09/20
600,2011/09/20
700,2011/09/21
850,2011/09/21
650,2011/09/21
750,2011/09/22
550,2011/09/22
650,2011/09/23
650,2011/09/23
750,2011/09/25
800,2011/09/26
800,2011/09/26
650,2011/09/26
650,2011/09/27
750,2011/09/27
900,2011/09/27
650,2011/09/28
700,2011/09/28
750,2011/09/29
550,2011/09/29
700,2011/09/30
650,2011/09/30
650,2011/09/30
650,2011/10/01
600,2011/10/02
900,2011/10/02
850,2011/10/03
650,2011/10/03
550,2011/10/04
550,2011/10/04
700,2011/10/05
650,2011/10/05
950,2011/10/06
700,2011/10/07
900,2011/10/07
650,2011/10/07
550,2011/10/08
850,2011/10/09
1100,2011/10/09
500,2011/10/09
900,2011/10/10
1150,2011/10/10
650,2011/10/10
950,2011/10/11
1100,2011/10/11
800,2011/10/11
900,2011/10/12
1150,2011/10/12
800,2011/10/12
850,2011/10/13
1000,2011/10/13
700,2011/10/13
850,2011/10/14
650,2011/10/14
650,2011/10/15
750,2011/10/16
1100,2011/10/16
750,2011/10/17
800,2011/10/17
950,2011/10/18
1450,2011/10/18
700,2011/10/18
850,2011/10/19
1400,2011/10/19
700,2011/10/19
900,2011/10/20
1350,2011/10/20
650,2011/10/20
1000,2011/10/21
1300,2011/10/22
950,2011/10/23
450,2011/10/23
950,2011/10/24
1100,2011/10/24
1150,2011/10/25
650,2011/10/25
1350,2011/10/26
800,2011/10/26
1500,2011/10/27
800,2011/10/27
750,2011/10/28
1400,2011/10/29
1300,2011/10/30
1450,2011/10/30
1000,2011/10/30
1050,2011/10/31
850,2011/10/31
1150,2011/11/01
900,2011/11/02
1150,2011/11/02
750,2011/11/02
800,2011/11/03
1050,2011/11/03
650,2011/11/03
900,2011/11/04
1300,2011/11/04
750,2011/11/04
1350,2011/11/05
1300,2011/11/06
750,2011/11/06
1800,2011/11/07
1350,2011/11/07
1200,2011/11/08
1350,2011/11/08
1350,2011/11/08
1800,2011/11/08
1200,2011/11/09
1300,2011/11/10
1800,2011/11/10
1150,2011/11/11
1150,2011/11/12
950,2011/11/13
1400,2011/11/13
1050,2011/11/13
950,2011/11/14
1550,2011/11/14
1100,2011/11/14
1050,2011/11/15
1650,2011/11/15
1050,2011/11/15
1100,2011/11/16
1000,2011/11/16
1050,2011/11/16
1100,2011/11/17
1000,2011/11/18
800,2011/11/18
1000,2011/11/19
1000,2011/11/20
1000,2011/11/21
1300,2011/11/21
900,2011/11/22
1250,2011/11/22
950,2011/11/23
850,2011/11/23
1150,2011/11/24
1250,2011/11/24
1100,2011/11/25
900,2011/11/25
750,2011/11/26
1150,2011/11/27
1500,2011/11/27
1150,2011/11/28
1050,2011/11/29
1000,2011/11/29
1000,2011/11/30
700,2011/11/30
1000,2011/12/01
800,2011/12/02
1000,2011/12/04
1000,2011/12/04
1000,2011/12/05
750,2011/12/05
1050,2011/12/06
1000,2011/12/06
1050,2011/12/07
1000,2011/12/07
1400,2011/12/08
1000,2011/12/08
1250,2011/12/09
1000,2011/12/09
1000,2011/12/10
1300,2011/12/11
1300,2011/12/12
900,2011/12/12
1500,2011/12/13
600,2011/12/13
1200,2011/12/14
1150,2011/12/15
1500,2011/12/15
950,2011/12/16
800,2011/12/16
1000,2011/12/17
1100,2011/12/18
1000,2011/12/18
1100,2011/12/19
1050,2011/12/19
1000,2011/12/20
1350,2011/12/20
1100,2011/12/21
1450,2011/12/21
900,2011/12/21
950,2011/12/22
1600,2011/12/22
1500,2011/12/22
1100,2011/12/23
1350,2011/12/23
1000,2011/12/24
1200,2011/12/25
1650,2011/12/25
1200,2011/12/26
2350,2011/12/26
1500,2011/12/26
1300,2011/12/27
1350,2011/12/27
1950,2011/12/28
1000,2011/12/28
1300,2011/12/29
1800,2011/12/29
900,2011/12/29
1600,2011/12/30
1600,2011/12/30
800,2011/12/30
1950,2011/12/31
1250,2011/12/31
1650,2012/01/01
1300,2012/01/01
900,2012/01/01
1650,2012/01/02
2150,2012/01/02
2000,2012/01/02
1200,2012/01/03
1600,2012/01/03
1400,2012/01/03
1450,2012/01/04
1500,2012/01/04
950,2012/01/05
1500,2012/01/05
1100,2012/01/06
1750,2012/01/06
1050,2012/01/08
1200,2012/01/09
1900,2012/01/09
800,2012/01/09
1200,2012/01/10
1650,2012/01/10
1150,2012/01/11
1500,2012/01/11
800,2012/01/11
1100,2012/01/12
1500,2012/01/12
1100,2012/01/13
1100,2012/01/13
1200,2012/01/13
1200,2012/01/16
1800,2012/01/16
1200,2012/01/16
2250,2012/01/17
1500,2012/01/17
1000,2012/01/18
1400,2012/01/19
1650,2012/01/19
1000,2012/01/19
1400,2012/01/20
800,2012/01/20
1850,2012/01/21
1200,2012/01/21
1450,2012/01/22
1200,2012/01/22
1750,2012/01/23
1500,2012/01/23
1500,2012/01/24
1250,2012/01/24
1400,2012/01/25
1600,2012/01/25
1600,2012/01/27
1350,2012/01/28
1250,2012/01/29
1500,2012/01/30
1000,2012/01/30
2000,2012/01/31
800,2012/01/31
2000,2012/02/01
2900,2012/02/01
1250,2012/02/01
2000,2012/02/02
1900,2012/02/02
1200,2012/02/02
2300,2012/02/03
1500,2012/02/03
1700,2012/02/04
2300,2012/02/05
1400,2012/02/05
2300,2012/02/06
3000,2012/02/07
2500,2012/02/08
2750,2012/02/09
2500,2012/02/10
1000,2012/02/10
1500,2012/02/12
2750,2012/02/13
3250,2012/02/14
3000,2012/02/15
1500,2012/02/15
3000,2012/02/17
800,2012/02/18
3000,2012/02/19
3250,2012/02/20
3250,2012/02/21
3500,2012/02/22
3750,2012/02/23
1800,2012/02/23
1200,2012/02/23
4000,2012/02/24
1250,2012/02/25
4500,2012/02/26
3100,2012/02/26
4250,2012/02/27
3250,2012/02/28
2600,2012/02/29
2000,2012/02/29
2500,2012/03/01
3500,2012/03/01
2750,2012/03/02
250,2012/03/02
2750,2012/03/04
1500,2012/03/04
2750,2012/03/05
3250,2012/03/06
2000,2012/03/06
3000,2012/03/07
3000,2012/03/09
3500,2012/03/11
3500,2012/03/12
3000,2012/03/13
1250,2012/03/13
3000,2012/03/14
3750,2012/03/15
3000,2012/03/16
3150,2012/03/18
3250,2012/03/19
3250,2012/03/20
3000,2012/03/21
2250,2012/03/22
2750,2012/03/23
1500,2012/03/23
4000,2012/03/24
2750,2012/03/25
2750,2012/03/25
1450,2012/03/25
2750,2012/03/26
3000,2012/03/26
1500,2012/03/26
2500,2012/03/27
2400,2012/03/27
2500,2012/03/28
2200,2012/03/28
2500,2012/03/29
3500,2012/03/29
1750,2012/03/29
2250,2012/03/30
2000,2012/03/31
2750,2012/04/02
2000,2012/04/03
2500,2012/04/03
2050,2012/04/04
1500,2012/04/04
2400,2012/04/05
2500,2012/04/05
2300,2012/04/06
1750,2012/04/06
2250,2012/04/08
2850,2012/04/08
1650,2012/04/08
1900,2012/04/09
2000,2012/04/09
1750,2012/04/09
2000,2012/04/10
1750,2012/04/10
1650,2012/04/10
2000,2012/04/11
1550,2012/04/12
1250,2012/04/12
1300,2012/04/12
1150,2012/04/13
950,2012/04/13
1050,2012/04/14
1000,2012/04/15
850,2012/04/16
1200,2012/04/16
850,2012/04/17
1100,2012/04/17
1250,2012/04/17
1050,2012/04/18
1600,2012/04/18
1050,2012/04/19
1100,2012/04/20
800,2012/04/20
750,2012/04/21
700,2012/04/22
900,2012/04/22
700,2012/04/23
1050,2012/04/23
1200,2012/04/23
800,2012/04/24
1050,2012/04/24
800,2012/04/24
1050,2012/04/25
950,2012/04/25
650,2012/04/26
850,2012/04/26
750,2012/04/27
800,2012/04/27
850,2012/04/28
800,2012/04/29
800,2012/04/29
900,2012/04/30
1000,2012/05/02
600,2012/05/03
700,2012/05/04
600,2012/05/07
600,2012/05/08
700,2012/05/09
700,2012/05/10
700,2012/05/10
650,2012/05/11
650,2012/05/13
620,2012/05/14
700,2012/05/14
800,2012/05/15
750,2012/05/16
800,2012/05/16
700,2012/05/17
650,2012/05/17
700,2012/05/18
650,2012/05/18
650,2012/05/19
650,2012/05/20
650,2012/05/20
650,2012/05/21
2250,2012/05/21
650,2012/05/21
800,2012/05/22
650,2012/05/22
750,2012/05/23
600,2012/05/23
950,2012/05/24
850,2012/05/25
750,2012/05/25
850,2012/05/27
650,2012/05/27
900,2012/05/28
850,2012/05/29
900,2012/05/30
900,2012/05/30
950,2012/05/31
700,2012/05/31
900,2012/06/01
650,2012/06/01
950,2012/06/02
850,2012/06/03
950,2012/06/04
1100,2012/06/05
1150,2012/06/06
1150,2012/06/07
950,2012/06/08
1050,2012/06/10
1050,2012/06/11
1150,2012/06/12
1150,2012/06/13
1000,2012/06/14
1050,2012/06/15
1050,2012/06/17
1100,2012/06/18
600,2012/06/19
650,2012/06/20
750,2012/06/22
1000,2012/06/24
750,2012/06/25
700,2012/06/26
850,2012/06/27
800,2012/06/28
850,2012/06/29
700,2012/06/29
850,2012/06/30
850,2012/07/01
850,2012/07/02
800,2012/07/03
700,2012/07/03
700,2012/07/04
700,2012/07/05
550,2012/07/06
700,2012/07/08
700,2012/07/09
800,2012/07/10
650,2012/07/10
800,2012/07/11
850,2012/07/12
850,2012/07/13
900,2012/07/15
950,2012/07/16
950,2012/07/17
900,2012/07/19
700,2012/07/20
800,2012/07/20
750,2012/07/22
850,2012/07/23
900,2012/07/24
800,2012/07/24
1000,2012/07/25
550,2012/07/25
750,2012/07/26
700,2012/07/26
750,2012/07/27
800,2012/07/29
850,2012/07/30
800,2012/07/31
900,2012/08/01
700,2012/08/01
750,2012/08/02
550,2012/08/02
850,2012/08/03
450,2012/08/03
900,2012/08/04
900,2012/08/05
900,2012/08/06
900,2012/08/07
650,2012/08/07
850,2012/08/08
850,2012/08/09
700,2012/08/10
750,2012/08/12
800,2012/08/13
900,2012/08/14
900,2012/08/16
900,2012/08/17
900,2012/08/19
650,2012/08/20
850,2012/08/21
750,2012/08/22
800,2012/08/23
850,2012/08/26
700,2012/08/27
700,2012/08/28
700,2012/08/29
700,2012/08/30
700,2012/09/02
600,2012/09/03
600,2012/09/04
700,2012/09/07
600,2012/09/09
750,2012/09/10
700,2012/09/12
700,2012/09/13
700,2012/09/14
700,2012/09/16
750,2012/09/17
700,2012/09/19
750,2012/09/20
700,2012/09/21
700,2012/09/23
650,2012/09/24
700,2012/09/25
700,2012/09/26
700,2012/09/27
700,2012/09/28
700,2012/10/01
550,2012/10/03
550,2012/10/04
550,2012/10/05
550,2012/10/07
450,2012/10/08
550,2012/10/09
700,2012/10/11
700,2012/10/12
700,2012/10/14
700,2012/10/15
850,2012/10/16
900,2012/10/17
850,2012/10/18
800,2012/10/21
750,2012/10/22
700,2012/10/23
700,2012/10/26
700,2012/10/28
750,2012/10/29
700,2012/10/30
750,2012/10/31
950,2012/11/02
900,2012/11/04
900,2012/11/06
750,2012/11/07
600,2012/11/08
750,2012/11/09
700,2012/11/11
600,2012/11/12
600,2012/11/13
700,2012/11/16
450,2012/11/18
750,2012/11/19
900,2012/11/20
1100,2012/11/21
1200,2012/11/22
1300,2012/11/23
1300,2012/11/25
1250,2012/11/26
1150,2012/11/27
950,2012/11/28
850,2012/11/29
1100,2012/11/30
1500,2012/12/09
1500,2012/12/10
1200,2012/12/11
1100,2012/12/12
1400,2012/12/14
1200,2012/12/16
1500,2012/12/17
1500,2012/12/17
1300,2012/12/18
1500,2012/12/19
1400,2012/12/20
1050,2012/12/21
1050,2012/12/27
1050,2012/12/28
1050,2012/12/30
1150,2012/12/31
900,2013/01/01
1000,2013/01/01
900,2013/01/02
1600,2013/01/02
850,2013/01/03
1250,2013/01/03
1000,2013/01/04
900,2013/01/04
800,2013/01/05
900,2013/01/06
1000,2013/01/07
1000,2013/01/07
900,2013/01/08
1600,2013/01/08
1200,2013/01/09
950,2013/01/10
980,2013/01/10
900,2013/01/11
1200,2013/01/11
900,2013/01/13
1250,2013/01/13
900,2013/01/14
1100,2013/01/14
1000,2013/01/15
1500,2013/01/16
950,2013/01/17
1000,2013/01/17
950,2013/01/18
1000,2013/01/18
1100,2013/01/19
1000,2013/01/20
1250,2013/01/20
1000,2013/01/21
1200,2013/01/21
850,2013/01/22
1200,2013/01/22
1000,2013/01/23
900,2013/01/24
1000,2013/01/25
1500,2013/01/25
2000,2013/01/27
1100,2013/01/28
900,2013/01/28
1100,2013/01/29
1200,2013/01/29
1000,2013/01/30
950,2013/02/01
1000,2013/02/01
1400,2013/02/02
1750,2013/02/03
900,2013/02/04
950,2013/02/05
2000,2013/02/06
950,2013/02/10
1050,2013/02/10
950,2013/02/11
900,2013/02/11
950,2013/02/12
1100,2013/02/13
1100,2013/02/14
1000,2013/02/14
1100,2013/02/15
1350,2013/02/15
900,2013/02/16
1100,2013/02/17
2000,2013/02/17
1500,2013/02/18
1200,2013/02/19
1200,2013/02/20
1000,2013/02/20
1200,2013/02/21
1200,2013/02/21
1300,2013/02/24
1300,2013/02/25
1050,2013/02/25
1200,2013/02/26
1250,2013/02/26
1250,2013/02/27
1100,2013/03/02
1150,2013/03/03
1000,2013/03/04
1500,2013/03/05
1400,2013/03/05
1150,2013/03/07
1500,2013/03/07
1400,2013/03/08
1400,2013/03/08
950,2013/03/09
1400,2013/03/10
1250,2013/03/10
1500,2013/03/11
1400,2013/03/11
1500,2013/03/12
1600,2013/03/12
1500,2013/03/13
1500,2013/03/13
1250,2013/03/14
1850,2013/03/15
1150,2013/03/15
1650,2013/03/16
1500,2013/03/17
850,2013/03/17
1400,2013/03/18
1500,2013/03/18
1300,2013/03/19
1650,2013/03/19
1400,2013/03/20
1600,2013/03/20
1400,2013/03/21
1300,2013/03/22
2000,2013/03/22
1500,2013/03/23
1350,2013/03/24
1500,2013/03/25
1400,2013/03/25
1200,2013/03/26
1650,2013/03/26
1000,2013/03/27
1300,2013/03/28
1500,2013/03/28
1250,2013/03/29
1400,2013/03/29
1300,2013/03/30
1100,2013/03/31
1150,2013/03/31
1000,2013/04/01
1700,2013/04/01
1700,2013/04/01
1100,2013/04/02
1700,2013/04/02
1050,2013/04/03
1100,2013/04/03
1150,2013/04/04
1800,2013/04/05
1200,2013/04/06
1800,2013/04/06
1300,2013/04/07
1400,2013/04/07
1800,2013/04/07
1300,2013/04/08
950,2013/04/08
1900,2013/04/08
1300,2013/04/09
1100,2013/04/09
1900,2013/04/09
1300,2013/04/10
1800,2013/04/10
1200,2013/04/11
1100,2013/04/11
1800,2013/04/11
1200,2013/04/12
1000,2013/04/12
1900,2013/04/12
1800,2013/04/13
1050,2013/04/14
850,2013/04/14
1500,2013/04/14
950,2013/04/15
1050,2013/04/15
1700,2013/04/15
1000,2013/04/16
1250,2013/04/16
1700,2013/04/16
850,2013/04/17
1550,2013/04/17
1650,2013/04/17
900,2013/04/18
1050,2013/04/18
1500,2013/04/18
1000,2013/04/19
1400,2013/04/19
1700,2013/04/19
800,2013/04/20
1500,2013/04/20
1400,2013/04/21
1500,2013/04/21
1200,2013/04/22
1250,2013/04/22
1500,2013/04/22
1150,2013/04/23
1000,2013/04/23
1700,2013/04/23
1100,2013/04/24
1000,2013/04/24
1100,2013/04/25
800,2013/04/25
1000,2013/04/26
1250,2013/04/27
1050,2013/04/28
1050,2013/04/28
1500,2013/04/28
1000,2013/04/29
1000,2013/04/29
1500,2013/04/29
1100,2013/04/30
950,2013/05/02
1450,2013/05/02
1100,2013/05/03
900,2013/05/03
1350,2013/05/03
1050,2013/05/04
1500,2013/05/04
1300,2013/05/05
1200,2013/05/06
850,2013/05/06
1400,2013/05/06
1400,2013/05/07
1000,2013/05/07
1500,2013/05/07
1300,2013/05/08
1500,2013/05/08
1400,2013/05/09
1350,2013/05/09
1400,2013/05/09
1500,2013/05/10
1500,2013/05/10
1500,2013/05/10
1800,2013/05/11
1400,2013/05/12
1600,2013/05/12
1200,2013/05/13
1250,2013/05/13
1900,2013/05/13
1400,2013/05/14
1250,2013/05/14
1700,2013/05/14
1300,2013/05/15
1500,2013/05/15
1800,2013/05/15
1400,2013/05/16
1250,2013/05/16
1600,2013/05/16
1350,2013/05/17
1600,2013/05/17
1250,2013/05/18
1400,2013/05/19
1150,2013/05/19
1900,2013/05/19
1100,2013/05/20
1800,2013/05/20
1300,2013/05/21
1000,2013/05/21
1600,2013/05/21
1250,2013/05/22
1300,2013/05/23
1000,2013/05/23
1600,2013/05/23
1350,2013/05/24
1750,2013/05/24
1650,2013/05/24
1050,2013/05/25
1500,2013/05/25
1200,2013/05/26
1150,2013/05/26
1700,2013/05/26
1200,2013/05/27
1000,2013/05/27
1650,2013/05/27
1050,2013/05/28
1500,2013/05/28
1200,2013/05/29
1100,2013/05/29
1600,2013/05/29
1300,2013/05/30
1150,2013/05/30
1400,2013/05/30
1300,2013/05/31
1000,2013/05/31
1250,2013/06/01
1250,2013/06/02
1250,2013/06/03
1500,2013/06/09
900,2013/06/11
950,2013/06/12
800,2013/06/13
850,2013/06/14
1250,2013/06/14
1250,2013/06/15
800,2013/06/16
1100,2013/06/17
2250,2013/06/17
1050,2013/06/18
1100,2013/06/19
700,2013/06/19
1200,2013/06/19
1050,2013/06/20
1000,2013/06/21
1250,2013/06/21
1100,2013/06/21
2500,2013/06/22
1050,2013/06/23
1050,2013/06/23
1050,2013/06/24
1050,2013/06/24
1250,2013/06/24
1000,2013/06/25
950,2013/06/26
900,2013/06/26
1000,2013/06/27
900,2013/06/28
1100,2013/06/30
950,2013/06/30
950,2013/07/01
750,2013/07/01
1150,2013/07/02
900,2013/07/03
750,2013/07/03
750,2013/07/04
650,2013/07/04
900,2013/07/05
1000,2013/07/05
1300,2013/07/06
900,2013/07/07
750,2013/07/07
900,2013/07/08
900,2013/07/08
900,2013/07/09
750,2013/07/09
1150,2013/07/09
900,2013/07/10
750,2013/07/10
1150,2013/07/10
900,2013/07/11
750,2013/07/12
1150,2013/07/12
900,2013/07/14
900,2013/07/15
1150,2013/07/15
850,2013/07/16
1250,2013/07/17
1350,2013/07/20
950,2013/07/21
900,2013/07/22
1250,2013/07/22
1150,2013/07/23
1250,2013/07/23
950,2013/07/24
950,2013/07/25
1050,2013/07/25
850,2013/07/26
750,2013/07/26
1250,2013/07/26
750,2013/07/27
1000,2013/07/28
750,2013/07/29
750,2013/07/29
700,2013/07/30
450,2013/07/30
750,2013/07/31
700,2013/07/31
1000,2013/07/31
700,2013/08/01
450,2013/08/02
600,2013/08/02
600,2013/08/03
750,2013/08/08
600,2013/08/12
1300,2013/09/26
1200,2013/09/27
1200,2013/10/01
1000,2013/10/02
1050,2013/10/03
1000,2013/10/03
1100,2013/10/04
1050,2013/10/04
1050,2013/10/07
1000,2013/10/08
1050,2013/10/10
750,2013/10/10
1100,2013/10/11
800,2013/10/11
1000,2013/10/15
900,2013/10/16
900,2013/10/16
900,2013/10/17
850,2013/10/17
900,2013/10/18
1050,2013/10/21
1050,2013/10/22
1100,2013/10/23
1050,2013/10/29
1050,2013/10/30
1000,2013/10/31
1100,2013/11/06
1400,2013/11/06
1150,2013/11/08
1400,2013/11/10
1400,2013/11/11
750,2013/11/12
1400,2013/11/13
1400,2013/11/14
1000,2013/11/18
1150,2013/11/19
1750,2013/11/19
1100,2013/11/20
1000,2013/11/20
1150,2013/11/21
1150,2013/11/22
750,2013/11/22
850,2013/11/23
1050,2013/11/24
1100,2013/11/24
950,2013/11/25
1050,2013/11/25
750,2013/11/26
850,2013/11/27
850,2013/11/28
700,2013/11/29
1000,2013/11/29
900,2013/12/01
650,2013/12/02
650,2013/12/03
650,2013/12/04
1050,2013/12/05
850,2013/12/06
1000,2013/12/06
1050,2013/12/09
1150,2013/12/09
1100,2013/12/10
1500,2013/12/10
1350,2013/12/11
1400,2013/12/11
1400,2013/12/12
1500,2013/12/12
1400,2013/12/13
1500,2013/12/13
1300,2013/12/14
1400,2013/12/15
1600,2013/12/15
1350,2013/12/16
1500,2013/12/17
1500,2013/12/18
1850,2013/12/18
1400,2013/12/19
1400,2013/12/20
1200,2013/12/20
1500,2013/12/21
1300,2013/12/22
1100,2013/12/23
1500,2013/12/23
1200,2013/12/24
1250,2013/12/24
1300,2013/12/25
1150,2013/12/26
1350,2013/12/26
1100,2013/12/27
1000,2013/12/27
1300,2013/12/29
1500,2013/12/29
400,2013/12/30
1300,2013/12/30
1200,2013/12/31
1400,2013/12/31
1100,2014/01/01
1000,2014/01/01
1200,2014/01/02
800,2014/01/02
1350,2014/01/03
1250,2014/01/03
2500,2014/01/04
1500,2014/01/05
1200,2014/01/06
1500,2014/01/06
1300,2014/01/07
1500,2014/01/07
1300,2014/01/08
1200,2014/01/08
1500,2014/01/09
1400,2014/01/09
1400,2014/01/10
1700,2014/01/10
1500,2014/01/11
1500,2014/01/13
1600,2014/01/13
1500,2014/01/16
1500,2014/01/16
1750,2014/01/17
2000,2014/01/17
1850,2014/01/20
2500,2014/01/20
2250,2014/01/21
2500,2014/01/21
2250,2014/01/22
1300,2014/01/22
2250,2014/01/23
2000,2014/01/24
1900,2014/01/24
1750,2014/01/25
3000,2014/01/26
2400,2014/01/27
1000,2014/01/27
1250,2014/01/28
1000,2014/01/28
1800,2014/01/29
1350,2014/01/29
1500,2014/01/30
1000,2014/01/30
1500,2014/01/31
1250,2014/01/31
1100,2014/02/01
1500,2014/02/03
2000,2014/02/03
1500,2014/02/04
1350,2014/02/04
1400,2014/02/05
