Date,MAX,MIN,R.F,EVP,DR,SSH,RH,VP
2008-07-12,28.8,21.8,3.2,4,1,7.8,78.5,251
2008-07-13,29.1,22.4,1,4,0,5.7,70.5,245
2008-07-14,28.9,22.1,0,3.6,0,5.4,70,240
2008-07-15,30.1,22.7,0,4.1,0,6.3,71.5,241
2008-07-16,30,22.8,0,4.3,0,6.3,76,251
2008-07-17,30.5,22.3,0,4.8,0,3.3,73,248
2008-07-18,29.4,21.9,0,4.1,0,7.8,68.5,244
2008-07-19,30.7,21.9,0,4.6,0,5.3,72,248
2008-07-20,30.2,22.6,0,4.5,0,0.4,71.5,244
2008-07-21,28.9,22.5,0,3.6,0,5.5,72,241.5
2008-07-22,30,23,0,5,0,4,73.5,248.5
2008-07-23,30.6,22.6,0,3.5,0,4.9,74,250
2008-07-24,32,23.4,0,4.4,0,0.5,77.5,248.5
2008-07-25,29.5,22.2,1.6,3.1,2,0.2,80.5,247.5
2008-07-26,28.5,21.9,0.6,2.4,0,0.3,81.5,248
2008-07-27,27.3,22,0.8,3.3,0,0,88.5,256
2008-07-28,25.1,21.5,15.2,0.7,11,0,89.5,247.5
2008-07-29,25.6,21.3,12.8,0.5,7,0,90,260
2008-07-30,24.9,21.4,11.4,2.9,3,3.1,79.5,253.5
2008-07-31,28,22.1,1.7,2.7,0,8.4,75,248.5
2008-08-01,29,22.3,0.4,3.2,0,4.1,85,265
2008-08-02,28,22.2,7.5,1.9,0,2.3,81.5,250.5
2008-08-03,27.1,21.6,1,3.5,0,3.1,80,249
2008-08-04,27.5,22.2,1.9,2.6,1,0,85.5,252.5
2008-08-05,25.6,22.2,1.9,2.1,1,0,90.5,254.5
2008-08-06,25,21,7.4,1.1,7,0.8,91,250
2008-08-07,26.5,21.7,1.6,1.9,0,0,85,255
2008-08-08,26.2,21.9,3.6,1.3,2,0.8,86.5,250
2008-08-09,26.8,22.2,3.1,2,2,0.1,88,246.5
2008-08-10,26.4,21.6,39.8,1.8,9,0,93.5,255.5
2008-08-11,23.6,21.9,57.7,1.9,20,0,94,259.5
2008-08-12,24.2,21.4,16.3,1.3,10,1.6,82,237
2008-08-13,25.5,22,6.2,2.3,1,0,95,270
2008-08-14,26.3,22.2,12.3,1.7,2,1.3,89,259.5
2008-08-15,27.7,21.9,2.4,2.4,0,2.1,85,254.5
2008-08-16,26.8,22.1,1.3,2.7,0,1.9,84.5,254
2008-08-17,26.9,21.9,0.5,2.9,0,0.6,89,247
2008-08-18,27.8,21.1,1.2,2,0,5.1,80,245
2008-08-19,29,20.5,0,3.4,0,4,78.5,243.5
2008-08-20,28.8,21.1,0,3.7,0,4.4,70.5,226
2008-08-21,28.8,20.9,0,3.7,0,7.6,69,224.5
2008-08-22,28.9,19,0.3,4.2,0,9.6,70,228
2008-08-23,29,19.7,0,4.2,0,10.2,72.5,226
2008-08-24,29.7,21.4,0,4.4,0,6.8,77,242
2008-08-25,29.3,21.1,0,3.6,0,7.4,72.5,241
2008-08-26,30.9,21.5,0.9,3.4,1,1.9,81.5,243.5
2008-08-27,30.1,20,0,2.9,0,10.6,70,237.5
2008-08-28,31.2,20.5,0,4.4,0,7.1,71.5,242.5
2008-08-29,32,22.9,0,4.2,0,5.9,75,261.5
2008-08-30,32,23.4,0,4,0,4.2,76.5,260
2008-08-31,31.8,23.6,1,3.4,1,5.1,87,271.5
2008-09-01,33.2,21.2,65,14,48,1,88,273.5
2008-09-02,30.6,21.8,9.3,4,1,5.4,89.5,296
2008-09-03,31.9,21.3,70.1,2,30,1,82.5,274
2008-09-04,31.7,23,1.7,3.1,0,7.3,79.5,283.5
2008-09-05,32,23.4,2,3.3,4,2,83.5,268
2008-09-06,30.8,21.4,0.5,2.9,0,3.8,80,261
2008-09-07,30.1,22.7,0,3.2,0,2.8,82,255
2008-09-08,29.2,22.4,1.4,2.6,4,1.8,79.5,258.5
2008-09-09,29.9,21.8,68.5,10,50,1,91,268.5
2008-09-10,26.6,22.2,1.5,2.2,1,1.8,88,272.5
2008-09-11,30.3,22.5,9.7,2.3,8,1,88.5,276
2008-09-12,29.1,22.9,0.6,2.9,0,2,85,268
2008-09-13,28.7,21.7,3.4,4.4,6,0.4,86.5,248.5
2008-09-14,26.9,21.7,5.5,2.7,4,0.4,94,260
2008-09-15,26.4,21.3,5.4,2.8,6,1,88.5,242.5
2008-09-16,26,21.1,3.1,2.8,2,0.6,87.5,246.5
2008-09-17,26,21.5,2.1,2.2,1,3.7,81,244
2008-09-18,26.9,21.4,0.6,2.1,1,8.3,75,236.5
2008-09-19,28.2,22,0.1,4.6,0,1.4,87.5,255
2008-09-20,26.9,21.6,23.3,1.8,7,0,97,275
2008-09-21,24.7,22.1,19.6,0.7,4,5.6,81.5,254.5
2008-09-22,29.7,21.5,0,3.6,0,8.9,75,246
2008-09-23,29,18.5,0,4.1,0,8.5,72,225.5
2008-09-24,30.3,18.6,0,3.3,0,8.2,74.5,240.5
2008-09-25,31.1,14.9,0,3.3,0,8,72.5,232.5
2008-09-26,30.8,20.2,0,4.1,0,8.1,74.5,233
2008-09-27,29.3,17.7,0,3.8,0,8.8,70.5,214.5
2008-09-28,30.6,19.5,0,4.1,0,9.5,70.5,224.5
2008-09-29,31.1,18.9,0,3.9,0,8.7,71,232
2008-09-30,32.1,18.5,0,3.9,0,9.6,68.5,225.5
2008-10-01,32.1,16.1,0,4.5,0,9.4,64,199.5
2008-10-02,32.2,16.6,0,4.7,0,9.2,64,201.5
2008-10-03,33.2,20.7,0.5,4.8,0,0.1,79.5,237.5
2008-10-04,25.9,20.3,7.2,2.2,0,8,80.5,246.5
2008-10-05,32.2,18.8,2.3,2.6,1,7,77.5,249.5
2008-10-06,32.3,19.9,0,3.6,0,6.4,79,253
2008-10-07,31.9,12.1,0,3.6,0,4.5,92,258.5
2008-10-08,31,19.5,14.2,3.2,3,6.7,84,261.5
2008-10-09,30.9,21.2,1.2,2.9,0,5.8,81,269.5
2008-10-10,31.4,20.4,1,3,0,8.2,71,244
2008-10-11,32.4,21.1,1.8,4.2,0,7.7,72.5,244
2008-10-12,31.9,20.3,1.8,3.4,0,8.7,64.5,232
2008-10-13,32.6,18.7,0,3.9,0,7.4,60,214
2008-10-14,32.8,16.7,0,4.5,0,9.1,57.5,197
2008-10-15,33.8,15.4,0,5.3,0,9.6,52,177.5
2008-10-16,33.2,15.8,0,5.6,0,9.6,50.5,172
2008-10-17,32.8,17.5,0,5.3,0,7.6,62,205
2008-10-18,32.6,18.6,0,4.8,0,9.6,60.5,213.5
2008-10-19,32.9,20.3,0,4.6,0,8.5,61,221.5
2008-10-20,32.5,16.7,0,5.9,0,10.3,48,161.5
2008-10-21,32.5,14.1,0,5.5,0,10.2,47.5,147.5
2008-10-22,32.3,13.6,0,5.5,0,9.3,55,177.5
2008-10-23,32.1,14.8,0,5.1,0,10.4,41.5,137.5
2008-10-24,32.8,12.9,0,5.4,0,10.2,42,136.5
2008-10-25,32.4,11.6,0,5.4,0,9.9,41.5,129
2008-10-26,32.2,11.9,0,3.5,0,9.6,53.5,156
2008-10-27,32.8,13.7,0,6.3,0,9.7,48,151.5
2008-10-28,34.1,14.3,0,3,0,9.6,51,162
2008-10-29,33.1,14.5,0,4.3,0,9.4,56,178.5
2008-10-30,33.5,14.9,0,4.8,0,9.6,50.5,164.5
2008-10-31,33.2,14.5,0,3.8,0,9.6,54,179.5
2008-11-01,33.9,14.3,0,5.1,0,9.6,58,182.5
2008-11-02,33.1,14,0,4,0,10,48,149
2008-11-03,33.1,13,0,4.3,0,9.8,50,150.5
2008-11-04,33.5,12.5,0,4.8,0,10.1,46,143
2008-11-05,33.7,13.2,0,4.7,0,10,53.5,169
2008-11-06,33.2,14.1,0,3.7,0,9.9,50,161
2008-11-07,33.1,13.4,0,4.7,0,9.7,53.5,155.5
2008-11-08,32.7,14.7,0,5.2,0,9.6,57.5,176
2008-11-09,32.5,13.4,0,4.6,0,9,55,157.5
2008-11-10,32,13.8,0,5.2,0,9,59,171.5
2008-11-11,31.8,14.3,0,4.5,0,8.7,57,186
2008-11-12,32.8,15.3,0,3.2,0,8.6,59.5,190.5
2008-11-13,32.5,15.4,0,3.7,0,8.8,58,166.5
2008-11-14,32,13.4,0,3.5,0,8.2,51.5,150
2008-11-15,31.9,14.7,0,5.2,0,2.7,64,171
2008-11-16,29.2,14.3,0,4.5,0,4.1,65.5,166.5
2008-11-17,29.9,17.5,0,3.1,0,0,70,201.5
2008-11-18,24.8,20.7,0,2.2,0,3.6,67.5,230
2008-11-19,31.3,18.5,0,3.3,0,7.8,66.5,229
2008-11-20,32.5,19.4,0,3.4,0,7.7,66.5,238
2008-11-21,33.8,19.7,0.3,3.5,0,8.7,67,218.5
2008-11-22,33.2,18.6,0,5.2,0,8.7,62,205.5
2008-11-23,31.9,17.1,0,3.6,0,8.8,57,182.5
2008-11-24,31.8,14.8,0,5.3,0,9.5,61,174
2008-11-25,31.5,12.8,0,4.2,0,9.5,59,147.5
2008-11-26,31,10.4,0,5,0,10,41,103.5
2008-11-27,30.5,9.9,0,5.2,0,9.6,37,93.5
2008-11-28,30.8,12.7,0,5.7,0,4.6,46,139.5
2008-11-29,30.1,18,0.2,7.1,0,0,82.5,232.5
2008-11-30,25.6,20.6,0,1.2,0,4.5,73,232.5
2008-12-01,30.4,20.7,0,3.6,0,5,70,239.5
2008-12-02,31.9,19.9,24.3,3.3,1,8.2,83.5,260
2008-12-03,30.6,20.8,0,2.4,0,6.7,73,242.5
2008-12-04,30.7,18.9,0,3,0,7,72,213.5
2008-12-05,30.9,15.6,0,3.3,0,9.1,65.5,184.5
2008-12-06,30.9,13.5,0,3,0,9.6,49.5,141
2008-12-07,30.1,12,0,4.8,0,9.6,52.5,134
2008-12-08,30.8,11.9,0,4.3,0,9.1,61.5,144
2008-12-09,31.3,12.5,0,4,0,8.8,64.5,171.5
2008-12-10,31,13.7,0,3.5,0,8.5,69,170
2008-12-11,31.1,13.9,0,3.5,0,6.8,68,180.5
2008-12-12,30.5,14.3,0,2.8,0,5.2,74,178.5
2008-12-13,31.3,15.6,0,3.5,0,6.2,69,186
2008-12-14,30.7,13.8,0,3,0,8.7,65.5,165.5
2008-12-15,30.1,16,0,4,0,6.8,62.5,173.5
2008-12-16,30.1,13.5,0,3.6,0,9.1,61.5,161
2008-12-17,29.8,14.1,0,3.4,0,8.5,65.5,175
2008-12-18,29.7,14.9,0,4,0,8.8,55,148.5
2008-12-19,28.9,12.2,0,4.2,0,6.1,50.5,120
2008-12-20,29,16.8,0,4,0,1.7,70,181
2008-12-21,28.8,14.7,0,2.2,0,5.6,73.5,179
2008-12-22,29.1,15.8,0,3.5,0,7.2,59,150.5
2008-12-23,29.9,15.5,0,3.7,0,6.1,59.5,149.5
2008-12-24,30.5,12.6,0,3.2,0,8.7,61,152
2008-12-25,31.6,12.4,0,3,0,9.4,65,160
2008-12-26,30.8,10.1,0,3.1,0,9.4,59,127.5
2008-12-27,31.4,9.3,0,4.3,0,9.5,54,108.5
2008-12-28,32.4,8.7,0,1.5,0,9.5,52.5,111
2008-12-29,31.7,8.7,0,3.4,0,9.3,65.5,145.5
2008-12-30,31.9,8.8,0,3,0,9.2,58.5,133
2008-12-31,31.7,8.6,0,3.2,0,9.6,61,123.5
2009-01-01,31.4,9.4,0,3,0,8.1,65,138.5
2009-01-02,30.9,10.2,0,3,0,8.5,62.5,140
2009-01-03,30.5,12.5,0,2.7,0,8.2,64.5,157
2009-01-04,30.1,12.5,0,2.8,0,8.1,71.5,169.5
2009-01-05,30.2,12.7,0,3.2,0,8.2,73,168
2009-01-06,30,12.1,0,3,0,7.5,69,152
2009-01-07,28.3,12.3,0,2.3,0,8.7,64,147
2009-01-08,29.5,13.4,0,2.8,0,8,65,157.5
2009-01-09,30,13.1,0,2.7,0,7.6,75.5,179
2009-01-10,30.1,13.2,0,3.6,0,3.6,72.5,179.5
2009-01-11,30.5,13.3,0,2.5,0,8.4,67,173
2009-01-12,31.6,13.5,0,3,0,8.3,66.5,163.5
2009-01-13,31.6,13.4,0,3.3,0,9.5,65.5,156.5
2009-01-14,29.1,13.1,0,4,0,9.3,62,139.5
2009-01-15,29.2,13.8,0,3.2,0,9.5,60.5,143.5
2009-01-16,28.9,12.8,0,4.1,0,9.3,60.5,138
2009-01-17,29.7,11,0,5,0,9.1,61.5,141
2009-01-18,28.9,12.1,0,3.2,0,9.5,67.5,152
2009-01-19,29.5,12.2,0,3.8,0,7.9,65.5,149
2009-01-20,29.5,11.7,0,3.9,0,9,66,150.5
2009-01-21,30,12,0,4,0,9.1,60.5,143
2009-01-22,31.7,12.3,0,4,0,9.4,61,141.5
2009-01-23,30.9,11.8,0,3.9,0,9.4,60.5,134.5
2009-01-24,31.2,11.4,0,5.2,0,6.5,56.5,147
2009-01-25,32.2,12.5,0,3.1,0,9.6,44.5,123
2009-01-26,35.2,12.9,0,4.7,0,9.6,59.5,150
2009-01-27,35.3,13.1,0,3.9,0,9.6,60.5,153.5
2009-01-28,33,12.4,0,4.3,0,9.7,59,141
2009-01-29,34,14.4,0,4.2,0,7.3,56.5,151.5
2009-01-30,33.9,16.3,0,4.1,0,5.5,57,156.5
2009-01-31,34.6,15.3,0,4.7,0,9.2,56.5,168
2009-02-01,34.9,14.8,0,3,0,9.8,21,99
2009-02-02,34.5,12.5,0,5.4,0,9.9,46,117.5
2009-02-03,34.4,11.9,0,4.5,0,10.2,45,118
2009-02-04,33.7,11.5,0,4,0,10,54,117.5
2009-02-05,33.1,9.4,0,5.8,0,10.3,48,110
2009-02-06,32.6,11.1,0,5.6,0,9.9,53,129
2009-02-07,32.9,11.8,0,4.1,0,9.7,56,151
2009-02-08,33.1,13.8,0,4.5,0,9.4,55.5,148.5
2009-02-09,33.8,14.8,0,4.3,0,8.8,52.5,150
2009-02-10,33.9,13.5,0,4.8,0,9.2,54.5,135.5
2009-02-11,30.8,10.7,0,5.3,0,9.9,44,104
2009-02-12,32.4,10.5,0,4.4,0,10,47,114
2009-02-13,32,10.9,0,5.1,0,10,49,122.5
2009-02-14,32,10.8,0,5.2,0,9.9,52,119
2009-02-15,33.2,12.2,0,4.5,0,9.8,53,138.5
2009-02-16,33,13.7,0,4.7,0,9.3,54.5,146
2009-02-17,33.8,15.9,0,4.5,0,8.6,30,140
2009-02-18,34.3,15.6,0,4.3,0,8.5,55,158.5
2009-02-19,34.5,14.5,0,4.3,0,8.6,52.5,145.5
2009-02-20,34.1,14.8,0,5.4,0,8.6,53.5,153
2009-02-21,34.7,14.9,0,6.1,0,6.1,46,136.5
2009-02-22,34,14.8,0,5.8,0,9,48,144
2009-02-23,36,14.7,0,6.2,0,8.9,49.5,145.5
2009-02-24,35.9,14.4,0,4.8,0,10.1,40.5,121.5
2009-02-25,34.7,10.8,0,6.7,0,10.4,33.5,102
2009-02-26,37,13.7,0,5,0,10,39.5,122
2009-02-27,37.3,14.3,0,6.8,0,9.6,39.5,134
2009-02-28,37.4,14.2,0,3.8,0,10.1,33.5,119
2009-03-01,37.8,14.3,0,6,0,9.8,35,119.5
2009-03-02,37.1,15,0,6.7,0,8.7,41,137.5
2009-03-03,37.7,14.2,0,6.7,0,9.2,40,136
2009-03-04,38.3,14.3,0,6.4,0,9.3,34,129.5
2009-03-05,38,14.8,0,7.1,0,9,33.5,109.5
2009-03-06,37.9,15.5,0,6.9,0,7.5,36,118
2009-03-07,36.5,14.6,0,7.2,0,8.8,37,113
2009-03-08,36.4,15.8,0,6.2,0,8.1,36.5,126
2009-03-09,36.8,15.2,0,5.9,0,8.4,42,143
2009-03-10,36.9,18.9,0,4.9,0,7,44.5,148
2009-03-11,37.2,17.2,0,6.6,0,8.6,39.5,132.5
2009-03-12,36,17.8,0,7.4,0,8.6,45.5,156
2009-03-13,36.5,19.3,0,7.9,2,7,45.5,164
2009-03-14,36.5,18,2.9,5.8,0,7.1,51.5,166
2009-03-15,33.9,14.9,4.4,0,0,0,65,165
2009-03-16,34,16,5.8,0,0,0,47,139.5
2009-03-17,35.5,15.8,0,6,0,9,40.5,135
2009-03-18,36.1,17.5,0,7,0,8.7,36.5,130.5
2009-03-19,36.7,15.1,0,6.7,0,9.1,34,115
2009-03-20,37,15.9,0,5,0,8.6,35.5,127.5
2009-03-21,36,15.8,0,7.8,0,10.4,30,105
2009-03-22,35.3,14.3,0,7.4,0,10.1,33,112
2009-03-23,35.6,17.5,0,7.1,0,9.4,32,125.5
2009-03-24,36.6,19.4,0,7.6,0,8.8,35,127.5
2009-03-25,36.5,18.9,0,7.1,0,7.8,40.5,151.5
2009-03-26,36.6,16.3,0,7.5,0,9.6,34.5,128.5
2009-03-27,36.6,16.1,0,7.4,0,9.7,30,112.5
2009-03-28,37.2,16.6,0,7.7,0,9.8,29.5,117.5
2009-03-29,38,19,0,7.8,0,9.6,35.5,150.5
2009-03-30,37.7,20.6,0,8.5,0,10.2,34,150.5
2009-03-31,39,19.2,0,8.2,0,8.9,35.5,151.5
2009-04-01,39.2,19.7,0,9.1,0,9.1,34.5,150
2009-04-02,39.2,20.4,0,7.2,0,8.8,36.5,156
2009-04-03,39.9,21.8,0,9,0,6.9,36.5,153.5
2009-04-04,39.7,21.9,0,8.4,0,8.9,38.5,172.5
2009-04-05,39.9,23.7,0,7.5,0,9.6,39.5,172
2009-04-06,40.1,21.9,0,9.8,0,8.7,27.5,129
2009-04-07,38,21.1,0,8.4,0,7.5,38,154.5
2009-04-08,38.6,20.2,0.4,8,0,9.9,27.5,116
2009-04-09,36.7,15.1,0,9.7,0,10.9,34,118.5
2009-04-10,36,17.8,0,8.5,0,9.7,29,128.5
2009-04-11,38.4,18.8,0,9,0,9.8,29,127
2009-04-12,39.2,20.3,0,8.6,0,9.8,34.5,165
2009-04-13,39.8,24.9,0,11.3,0,8.6,29,126
2009-04-14,40.1,18,0,11.2,0,9.9,24,113.5
2009-04-15,38.6,22.5,0,11.4,0,10.1,37.5,170
2009-04-16,37.7,21.7,0,10.4,0,9.6,31,136.5
2009-04-17,36.7,21.3,0,10,0,9.2,28,126.5
2009-04-18,38.3,21.1,0,8,0,9.8,30,136.5
2009-04-19,41.3,21.5,0,8.8,0,9.6,31.5,152
2009-04-20,41.6,24.8,0,10.8,0,10.3,48,215.5
2009-04-21,37.5,22.8,0,10.6,0,8.5,47,196.5
2009-04-22,36.9,21.5,0,9.6,0,9.5,41.5,158
2009-04-23,35.2,20.4,0,9.8,0,10.6,32,129
2009-04-24,38.8,20.4,0,11.5,0,8.9,32,144.5
2009-04-25,39,22.8,0,9,0,9.3,21.5,104.5
2009-04-26,39.8,20.9,0,10.1,0,10.1,23,108
2009-04-27,40.1,21.2,0,11.6,0,10.5,22.5,104
2009-04-28,41.5,24,0,10.6,0,10.4,32.5,141.5
2009-04-29,41.6,23.1,0,10.4,0,9.1,44.5,225
2009-04-30,41.7,24.5,0,10.4,0,9,44,198.5
2009-05-01,39.8,23.4,0,12.3,0,10.4,35.5,167.5
2009-05-02,38.4,20,0,9.8,0,10.4,29.5,142
2009-05-03,38.8,20.6,0,10.2,0,10.7,29.5,147.5
2009-05-04,39.1,18,0,11.1,0,10.8,23.5,110.5
2009-05-05,39.4,22.5,0,11.7,0,10.1,41.5,172.5
2009-05-06,38.8,22.1,0,9,0,10,30,184
2009-05-07,37.3,22.5,0,8.7,0,10.8,35,157.5
2009-05-08,39.9,22,0,11.7,0,8.8,31,147
2009-05-09,39.5,20.5,0,9,0,10.8,23,119
2009-05-10,39.5,21.5,0,11,0,11.1,22,112.5
2009-05-11,38.2,23.5,0,11,0,11.1,37,159
2009-05-12,36,21,0,11.1,0,11.2,37,158
2009-05-13,39,23,0,12.1,0,10.9,51.5,221.5
2009-05-14,38.8,23,0,11.3,0,10.6,53.5,220.5
2009-05-15,36.6,22.1,0,10.1,0,10.6,53.5,218.5
2009-05-16,36.6,24.7,0,10.8,0,9.7,53,237.5
2009-05-17,38.9,23.6,0,9.7,0,10.4,55,240.5
2009-05-18,40.3,25.5,0,9.1,0,7.6,51.5,233.5
2009-05-19,37.6,24.9,0,9.8,0,8.1,59.5,247
2009-05-20,38.4,25.8,0,9.1,0,5.3,55.5,220
2009-05-21,37.3,24.4,0,6.8,0,6.6,71.5,254.5
2009-05-22,38.3,24.7,0.7,6.6,0,5.7,62,254
2009-05-23,34.5,22.3,0,9.6,0,9.4,48.5,209
2009-05-24,36.1,24,0,9.4,0,10,50,208.5
2009-05-25,37,23.4,0,9.7,0,9.5,50.5,208.5
2009-05-26,35.9,23.8,0,11.6,0,10.5,53,231.5
2009-05-27,37.1,23.9,0,10.4,0,9.1,52,221
2009-05-28,37.5,23.8,0,9.8,0,10.6,51,221.5
2009-05-29,37.5,23.9,0,10,0,10.7,52,219.5
2009-05-30,36.8,24.5,10.8,0,0,0,51.5,223
2009-05-31,36.4,22.5,0,11.7,0,10.6,55,228
2009-06-01,36.8,24.5,0,11.2,0,10.4,56.5,246.5
2009-06-02,36.3,24.1,0,9.6,0,10.6,58,251
2009-06-03,37.1,24.9,0,9.9,0,10.5,55.5,241
2009-06-04,36.5,24.8,0,10.2,0,10.9,59,254
2009-06-05,36.2,25,0,12.1,1,7.5,81.5,247.5
2009-06-06,35.9,20.6,55.5,5.2,2,6.4,74,275
2009-06-07,34,20.4,19.4,4.6,0,7.2,71.5,255.5
2009-06-08,33.2,24,0,6.9,0,11.4,57.5,227
2009-06-09,33.8,23.4,0,9.3,0,11.3,55,227
2009-06-10,35.4,23.9,0,8.8,0,10.3,60,242.5
2009-06-11,35.6,24.2,0,9.2,0,10.2,59.5,248
2009-06-12,34.7,24.3,0,10.2,0,10.9,57,235
2009-06-13,34.1,23.8,0,9,0,11,54,227
2009-06-14,35.9,24.6,0,9.4,0,10.1,52.5,221.5
2009-06-15,36.1,24.6,0,10.8,0,9.8,56.5,229
2009-06-16,35.7,24.4,0,10.1,0,0,51,222.5
2009-06-17,36.6,23.8,0,10.5,0,11,55,236
2009-06-18,37,24,0,9.6,0,7.3,61,248.5
2009-06-19,36.6,22.2,1.9,8.8,0,2.6,74,250.5
2009-06-20,34.2,22.7,0,3,3,5.8,82.5,257.5
2009-06-21,34.5,22.1,40.2,4.3,0,4.5,76,271.5
2009-06-22,30.8,22.9,0,3.2,0,5.8,62.5,243.5
2009-06-23,33.6,23.9,0,5.6,0,3.6,68.5,239
2009-06-24,30.1,22.1,0.2,4.2,0,7.2,67,231
2009-06-25,30.9,22.3,0.1,6.2,0,6.5,71,242
2009-06-26,30.2,22.8,0,4.7,0,4.8,70,243
2009-06-27,29.9,22.8,0,6.3,0,6.6,78.5,251.5
2009-06-28,31.3,23.1,0.2,6,0,1.9,72.5,242.5
2009-06-29,30,22.7,0,5.6,0,4.1,67,237.5
2009-06-30,31,24.1,0,5.4,0,3.1,68.5,241
2009-07-01,33,24.4,0,6.2,0,5.9,71.5,261
2009-07-02,31.4,23.8,0,6.1,0,1.6,82.5,269.5
2009-07-03,29.2,23.1,2.7,2.8,1,0,82.5,264.5
2009-07-04,27.5,22.2,6.5,2.7,2,0.6,77.5,248
2009-07-05,28.3,22,0.4,3.5,1,1.4,70,241.5
2009-07-06,30.3,23.1,5.8,2,0,1,81,269.5
2009-07-07,30.9,23.3,2,2.4,5,0,88,269
2009-07-08,28.2,22.5,12.3,2.8,4,0,83,267.5
2009-07-09,27.8,22.6,0.1,2.2,0,1.3,84.5,268
2009-07-10,30.7,22.1,10.1,3.4,4,0,92,270
2009-07-11,26.3,22.5,6.6,1,6,1.7,84.5,266.5
2009-07-12,27.9,23,1.5,2.5,0,7.6,73.5,243.5
2009-07-13,29.5,23.7,0.2,5.6,0,6.3,75,249.5
2009-07-14,29.9,22.1,26.5,4.2,9,0,93.5,266
2009-07-15,24.9,22,93.7,14,20,1,87,239
2009-07-16,25.4,21.7,20.6,2,8,0,87,263.5
2009-07-17,26.5,22.6,7.8,1.5,1,7,83.5,267
2009-07-18,28.3,22.6,1.1,2.4,1,6.9,73,255
2009-07-19,28.9,23,2.5,4.5,3,7.4,79.5,251
2009-07-20,28.9,22.4,3.1,4.3,0,2.2,79,246.5
2009-07-21,27.8,22.9,0.9,2,2,0,90,267
2009-07-22,25.9,22.3,32.4,1.3,10,0,92,258.5
2009-07-23,24.9,22.4,18.2,1.4,10,0,80,246
2009-07-24,27.1,22.5,5.8,2,1,4.5,79,251
2009-07-25,27.9,22.7,6.1,1.7,1,5.3,80,252.5
2009-07-26,27.9,22.3,0.8,2.2,0,1.6,86,258
2009-07-27,27.5,22.4,3.3,3.1,1,1.7,81,250
2009-07-28,27.8,22.1,4.1,1.5,2,2.7,77.5,251
2009-07-29,27.6,23,2.3,1.7,2,1.7,78.5,255.5
2009-07-30,29.1,22.7,0.1,1.8,0,0.5,84.5,262
2009-07-31,28.3,23,0,2.4,0,2.7,75.5,245.5
2009-08-01,28.6,22.4,0,1.3,0,4.4,72,242.5
2009-08-02,28.9,21.8,0.7,0.7,1,5,84,254.5
2009-08-03,29.7,22.3,0.3,3.5,1,3.4,78,253
2009-08-04,28.9,22.5,0.3,2.3,0,6.4,73.5,242
2009-08-05,29.5,23,0,4.5,0,5.8,68.5,230
2009-08-06,29.4,23.2,0,3.6,0,5.3,71,237.5
2009-08-07,29.3,22.4,0.1,4.6,0,3.1,73,244
2009-08-08,28.6,21.7,2.8,2.4,1,3.9,91.5,264.5
2009-08-09,28.9,22.1,1.7,2.4,0,5.9,75,242.5
2009-08-10,28.9,22.4,0,3.1,0,1.5,80,255
2009-08-11,28,22.5,0.7,1.7,0,0.2,78.5,256.5
2009-08-12,28.4,22.1,0.1,2,0,5.2,72.5,250.5
2009-08-13,29.7,22,0,3.4,0,8.5,74.5,249.5
2009-08-14,30,21.7,4.5,0,2,0,76,245
2009-08-15,28,22.4,0,2.9,0,6.2,83,250
2009-08-16,29.2,21.8,1.7,3.7,1,6.7,75.5,253
2009-08-17,29.5,22.2,0.1,4,0,7.2,72,245.5
2009-08-18,30.6,22.9,0.1,4.2,0,3.5,87.5,268
2009-08-19,31.3,23,17.2,0,20,1,83,279
2009-08-20,33,21.7,75.5,3,15,1,83.5,260.5
2009-08-21,31,22.3,62.6,6,15,1,96,284
2009-08-22,29.5,22.3,21.8,1.9,2,3.7,87,271
2009-08-23,30.2,21.6,24.1,4,2,2.5,84,266
2009-08-24,30.7,21.9,1.5,3,4,2.1,91,265
2009-08-25,30.3,22.2,32,3.6,5,2.3,85,263
2009-08-26,28.1,22.1,0.1,2.8,0,5.8,77,246
2009-08-27,28.1,22.1,0,3.5,0,9.6,72,244.5
2009-08-28,29.4,22.5,0,4.7,0,2.7,75,245
2009-08-29,29.7,22.5,0,3.3,0,3.5,89.5,268.5
2009-08-30,28.7,22.6,1.1,0.8,0,5,79,255.5
2009-08-31,29.1,22.1,0.5,2.8,0,6.2,79,261
2009-09-01,30,21.5,0.1,3.2,0,5.4,81,265
2009-09-02,30.5,22.8,0.1,3.3,1,0.5,82.5,251.5
2009-09-03,28.9,22.3,0.4,2,0,0,88.5,258
2009-09-04,27.6,22.3,10.2,5.5,4,0,94.5,264
2009-09-05,26.8,22.3,3.2,1.6,2,0.3,85,265
2009-09-06,26.5,21.6,0.2,1.7,0,0.1,82,239
2009-09-07,27,19.9,0,2.2,0,0,82.5,238.5
2009-09-08,29.6,21.9,0.1,3.3,0,7.3,75,252.5
2009-09-09,29.8,22.4,0,3.8,0,7.6,76.5,258.5
2009-09-10,30.1,21.3,0,4.2,0,8.8,71,242
2009-09-11,30.9,20.5,0,4.1,0,3.5,86.5,259.5
2009-09-12,31.6,22.9,0,3,0,3.7,79,269.5
2009-09-13,31.5,22.7,0,3,0,3.1,89.5,271
2009-09-14,31.8,22.1,0.2,2.6,0,2.7,92,272.5
